Root,Meanings
Ha-Fa-Ya," To go   barefoot, honour greatly, show great joy, be   familiar, be solicitous, be well-informed, be curiously solicitous, do a thing   in an excessive measure, exceed the usual bounds in doing (something), try   hard, gain insight (into something) by persistently inquiring about it, be   eager in search of a thing, show much solicitude and manifesting joy or   pleasure at meeting another, go to the utmost in asking or inquiring or   knowing in the utmost degree, be kind, press. hafiy n.m. 7:187, 19:47ahfa vb. (4) impf. act. 47:37  Lane's Lexicon, Volume 2, page:  240,  241"

Ha-Fa-Za   ," To guard, protect, take care of, watch, put in store, preserve, learn by   heart.hafiza vb. (1)  perf. act. 4:34, 15:17  impf. act. 12:65, 13:11, 24:30,   24:31  impv. 5:89  n.vb. 2:255, 37:7, 41:12  pcple. act. 4:34, 9:112, 12:12,   12:63, 12:64, 12:81, 15:9, 21:82, 23:5, 33:35, 33:35, 70:29, 82:10, 83:33,   86:4  pcple. pass. 21:32, 85:22hafazah n.m. (pl. of   hafiz) 6:61hafiz n.m. 4:80, 6:104, 6:107,   11:57, 11:86, 12:55, 34:21, 42:6, 42:48, 50:4, 50:32hafaza vb. (3)  impf. act. 6:92, 23:9, 70:34  impv. 2:238istahfaza vb. (10) perf.   pass. 5:44  Lane's Lexicon, Volume 2, page:  237,  238,  239"

Ha-Jiim-Ba," something which   hinders/prevents/precludes/conceals/covers/protects/intervenes, hid, seclude,   partition/barrier/divider/separator.hajaba vb. (1) pcple.   pass. 83:15hijab n.m. 7:46, 17:45, 19:17, 33:53, 38:32, 41:5, 42:51  Lane's Lexicon, Volume 2, page:  151,  152"

Haa-Jiim-Jiim ," to intend to a   certain target, aim at, repair, undertake, repaired/betook himself to or   towards a person / place / object of veneration/respect/honour,   went/visit frequently/repeatedly, pilgrimage.  Overcome another by/in argument/evidences/proofs/testimonies, plead,   contend/argue/dispute.  Refrain/abstain.hajja vb. (1)  perf. act. 2:158  n.vb. 2:189, 2:196, 2:196, 2:196, 2:197, 2:197, 2:197, 3:97, 9:3, 22:27  pcple. act. 9:19hijaj n.f. (pl. of   hijjah) 28:27hujjah n.f. 2:150, 4:165, 6:83,   6:149, 42:15, 42:16, 45:25hajja vb. (3)  perf. act. 2:258, 3:20, 3:61,   3:66, 6:80  impf. act. 2:76, 2:139, 3:65,   3:66, 3:73, 6:80, 42:16tahajja vb. (6) impf.   act. 40:47  Lane's Lexicon, Volume 2, page:  149,  150,  151"

Ha-Jiim-Ra   ," To deprive from, harden, hide, resist, forbid, prevent, hinder, prohibit   access (to a place).hajara vb. (1) pcple.   pass. 25:22, 25:53hajar n.m. (pl.   hijarah) 2:24, 2:60, 2:74,   2:74, 7:160, 8:32, 11:82, 15:74, 17:50, 51:33, 66:6, 105:4hijr (1) n.m. 6:138, 25:22, 25:53,   89:5hijr (2) n. 15:80hujur n.m. (pl. of   hajr or hijr) 4:23hujurat n.f. (pl. of   hujrah) 49:4  Lane's Lexicon, Volume 2, page:  152,  153,  154"

Ha-Jiim-Zay   ," To withhold, make a camel lie down, stop, restrain, prevent.hajaza vb. (1)  pcple. act. 27:61, 69:47  Lane's Lexicon, Volume 2, page:  155,  156"

Ha-Kaf-Miim   ," To restrain from, exercise authority, command, give judgment, judge, be   wise.hakama vb. (1)  perf. act. 4:58, 5:42, 40:48  impf. act. 2:113, 2:213, 3:23,   3:55, 4:58, 4:105, 4:141, 5:1, 5:44, 5:44, 5:45, 5:47, 5:47, 5:95, 6:136,   7:87, 10:35, 10:109, 12:80, 13:41, 16:59, 16:124, 21:78, 22:56, 22:69, 24:48,   24:51, 29:4, 37:154, 39:3, 39:46, 45:21, 60:10, 68:36, 68:39  impv. 5:42, 5:42, 5:48,   5:49, 21:112, 38:22, 38:26  n.vb. 3:79, 5:43, 5:50,   5:50, 6:57, 6:62, 6:89, 12:22, 12:40, 12:67, 13:37, 13:41, 18:26, 19:12,   21:74, 21:79, 26:21, 26:83, 27:78, 28:14, 28:70, 28:88, 40:12, 42:10, 45:16,   52:48, 60:10, 68:48, 76:24  pcple. act. 2:188, 7:87, 10:109,   11:45, 12:80, 95:8ahkam n.m. 11:45, 95:8hakam n.m. 4:35, 4:35, 6:114hakim n.m. 2:32, 2:129, 2:209,   2:220, 2:228, 2:240, 2:260, 3:6, 3:18, 3:58, 3:62, 3:126, 4:11, 4:17, 4:24,   4:26, 4:56, 4:92, 4:104, 4:111, 4:130, 4:158, 4:165, 4:170, 5:38, 5:118, 6:18,   6:73, 6:83, 6:128, 6:139, 8:10, 8:49, 8:63, 8:67, 8:71, 9:15, 9:28, 9:40,   9:60, 9:71, 9:97, 9:106, 9:110, 10:1, 11:1, 12:6, 12:83, 12:100, 14:4, 15:25,   16:60, 22:52, 24:10, 24:18, 24:58, 24:59, 27:6, 27:9, 29:26, 29:42, 30:27,   31:2, 31:9, 31:27, 33:1, 34:1, 34:27, 35:2, 36:2, 39:1, 40:8, 41:42, 42:3,   42:51, 43:4, 43:84, 44:4, 45:2, 45:37, 46:2, 48:4, 48:7, 48:19, 49:8, 51:30,   57:1, 59:1, 59:24, 60:5, 60:10, 61:1, 62:1, 62:3, 64:18, 66:2, 76:30hikmah n.f. 2:129, 2:151,   2:231, 2:251, 2:269, 2:269, 3:48, 3:81, 3:164, 4:54, 4:113, 5:110, 16:125,   17:39, 31:12, 33:34, 38:20, 43:63, 54:5, 62:2hakkama vb. (2)  impf. act. 4:65, 5:43ahkama vb. (4)  impf. act. 22:52  perf. pass. 11:1  pcple. pass. 3:7, 47:20tahakama vb. (6) impf.   act. 4:60   Lane's Lexicon, Volume 2, page:  252,  253,  254"

Ha-Lam-Fa," To swear,   make an oath.halafa vb. (1)  perf. act. 5:89  impf. act. 4:62, 9:42, 9:56,   9:62, 9:74, 9:95, 9:96, 9:107, 58:14, 58:18, 58:18hallaf n.m. 68:10  Lane's Lexicon, Volume 2, page:  263,  264"

Ha-Lam-Lam   ," To untie (a knot), remit (sin), solve (a difficulty), unbind, absolve.  halla (1) vb. (1) impv. 20:27halla (2) vb. (1)  perf. act. 5:2  impf. act. 2:228, 2:229, 2:230,   4:19, 33:52, 60:10halla (3) vb. (1)  impf. act. 11:39, 13:31, 20:81,   20:81, 20:86, 39:40hala'il n.f. (pl. of   halil) 4:23halal n.m. 2:168, 5:88, 8:69,   10:59, 16:114, 16:116hill n.m. 3:93, 5:5, 5:5, 60:10,   90:2mahill n.m. 2:196, 22:33, 48:25tahillah n.f. 66:2ahalla (2) vb. (4)  perf. act. 2:275, 5:87, 33:50,   66:1  impf. act. 3:50, 5:2, 7:157,   9:37, 9:37  perf. pass. 2:187, 4:24, 4:160,   5:1, 5:4, 5:4, 5:5, 5:96, 22:30  pcple. act. 5:1ahalla (3) vb. (4)  perf. act. 14:28, 35:35  Lane's Lexicon, Volume 2, page:  255,  256,  257,  258"

Ha-Lam-Miim," To dream,   have a vision, attain to puberty. halam n.m. (pl. ahlam) 52:32halim n.m. 2:225, 2:235, 2:263,   3:155, 4:12, 5:101, 9:114, 11:75, 11:87, 17:44, 22:59, 33:51, 35:41, 37:101,   64:17hulm n.m. (pl. ahlam) 12:44, 12:44, 21:5hulum n.m. 24:58, 24:59  Lane's Lexicon, Volume 2, page:  267,  268,  269"

Ha-Lam-Qaf," peel, strip, remove, shave, annoy, unlucky, destroy or cut off entirely,   coat of mail, turn or drew a circle, cancel the pay/stipend/allowance of one,   halo, it was/became high, become little in quantity and went away, ripening,   sharp, quick, swift, agile, active, a high mountain rising above what   surrounds it and without vegetable produce, ring, razor, sharp (said of a   sword or man).halaqa   vb. (I) impf. act. -   2:196hallaqa   vb. (II) pcple. act. - 48:27  Lane's Lexicon, Volume 2, page:  264,  265,  266,  267"

Ha-Lam-Qaf-Miim   ," windpipe, passage of breathhulqum n.m. 56:83  Lane's Lexicon, Volume 2, page:  267"

Ha-Lam-Ya   ," To give ornaments, adorn with ornaments.hilyah n.f. (coll) 7:148, 13:17, 16:14,   35:12, 43:18halla vb. (2)  perf. pass. 76:21  impf. pass. 18:31, 22:23, 35:33  Lane's Lexicon, Volume 2, page:  270,  271"

Ha-Miim," To clean out   mud (from a well).   Hama’un:   black feted mud, mud transmuted or moulded into   shape, slack mud.40:1, 41:1, 42:1,   43:1, 44:1, 45:1, 46:1Ha-Miim-Alif "

Ha-Miim-Dal," To praise.hamida vb. (1)  impf. pass. 3:188  n.vb. 1:2, 2:30, 6:1, 6:45,   7:43, 10:10, 13:13, 14:39, 15:98, 16:75, 17:44, 17:52, 17:111, 18:1, 20:130,   23:28, 25:58, 27:15, 27:59, 27:93, 28:70, 29:63, 30:18, 31:25, 32:15, 34:1,   34:1, 35:1, 35:34, 37:182, 39:29,  39:74, 39:75, 39:75, 40:7, 40:55, 40:65,   42:5, 45:36, 50:39, 52:48, 64:1, 110:3  pcple. act. 9:112  pcple. pass. 17:79ahmad n. 61:6hamid n.m. 2:267, 4:131, 11:73,   14:1, 14:8, 22:24, 22:64, 31:12, 31:26, 34:6, 35:15, 41:42, 42:28, 57:24,   60:6, 64:6, 85:8muhammad n. 3:144, 33:40, 47:2,   48:29  Lane's Lexicon, Volume 2, page:  274,  275,  276"

Haa-Miim-La ," bore it, carried it,   took it up, carried it, convey, show/manifest, conceive.hamala vb. (1)  perf. act. 2:286, 6:146, 7:189,   17:3, 17:70, 19:22, 19:58, 20:111, 31:14, 33:72, 36:41, 46:15, 54:13, 69:11  impf. act. 2:248, 2:286, 6:31,   7:176, 9:92, 9:92, 12:36, 13:8, 16:7, 16:25, 19:27, 20:100, 29:12, 29:13,   29:60, 33:72, 35:11, 40:7, 41:47, 62:5, 62:5, 69:17  impv. 11:40  perf. pass. 69:14  impf. pass. 23:22, 35:18, 40:80  n.vb. 7:189, 22:2, 22:2,   46:15, 65:4, 65:4, 65:6, 65:6  pcple. act. 29:12, 51:2hammalah n.f. 111:4hamulah n.f. 6:142himl n.m. 12:72, 20:101, 35:18hammala vb. (2)  impf. act. 2:286  perf. pass. 20:87, 24:54, 24:54,   62:5ihtamala vb. (8)  perf. act. 4:112, 13:17, 33:58  Lane's Lexicon, Volume 2, page:  282,  283,  284,  285,  286"

Ha-Miim-Miim   ," To heat, become hot or very hot, melt. Boiling water. Loyal/close   friend/relative. Black smoke.hamim n.m. 6:70, 10:4, 22:19,   26:101, 37:67, 38:57, 40:18, 40:72, 41:34, 44:46, 44:48, 47:15, 55:44, 56:42,   56:54, 56:93, 69:35, 70:10, 70:10, 78:25yahmum n.m. 56:43  Lane's Lexicon, Volume 2, page: (see Ha-Miim)"

Ha-Miim-Ra   ," To excoriate, pare a thong of leather, flay (sheep), strip off superficial   part (e.g. peel, bark, etc..)himar n.m. (pl. hamir   and humur) 2:259, 16:8, 31:19,   62:5, 74:50humr n.m. (pl. of   ahmar) 35:27  Lane's Lexicon, Volume 2, page:  276,  277,  278"

Ha-Miim-Ya   ," To protect/prohibit/guard/defend against encroachment/attack. A thing   prohibited. Vehement/angry, it was/became hot (e.g. day, oven),   disdain/scorn/indignation. hamiya vb. (1)  impf. pass. 9:35  pcple. act. 88:4, 101:11hami n. 5:103hamiyah n.f. 48:26, 48:26  Lane's Lexicon, Volume 2, page:  287,  288"

Ha-Nun-Thal," To roast.hanith n.m. 11:69  Lane's Lexicon, Volume 2, page:  292"

Ha-Nun-Fa   ," To lean to one side, incline, turn away from error to guidance, incline to   the right religion, stand firmly on one side, leave a false religion and turn   to right.hanif n.m. (pl. hunafa) 2:135, 3:67, 3:95,   4:125, 6:79, 6:161, 10:105, 16:120, 16:123, 22:31, 30:30, 98:5  Lane's Lexicon, Volume 2, page:  294"

Ha-Nun-Jiim-Ra   ," throat.hanajir n.f. (pl. of   hanjarah) 33:10, 40:18  Lane's Lexicon, Volume 2, page:  291,  154"

Ha-Nun-Kaf   ," To put a bit or bridle upon (a horse), bring into subjection, destroy,   overturn, sweepaway, cause to perish, bring under   authority, fasten, chew, understand, rub the palate, debar, consume, take the   mastery over.ihtanaka vb. (8) impf.   act. 17:62  Lane's Lexicon, Volume 2, page:  295,  296"

Ha-Nun-Nun ," To have a longing   desire for, emit a sound as a she-camel towards her young, be moved with pity,   yearn towards, incline towards.hanan n.m. 19:13hunayn n. 9:25  Lane's Lexicon, Volume 2, page:  288,  289,  290"

Ha-Nun-Thaa   ," To violate (an oath), incline towards falsehood, sin, commit an offense.hanatha vb. (1) impf.   act. 38:44hinth n.m. 56:46  Lane's Lexicon, Volume 2, page:  291"

Ha-Qaf-Ba   ," To be suppressed; rainless year, unproductive. huqub n.m. (pl. ahqab) 18:60, 78:23  Lane's Lexicon, Volume 2, page:  246,  247"

Ha-Qaf-Fa   ," To be curved, lie on the side.ahqaf n.m. (pl. of   hiqf) 46:21  Lane's Lexicon, Volume 2, page:  248"

Ha-Qaf-Qaf   ," To be right, just or fitting, worthy of, justly due to, proper, genuine,   real, a fact, true, necessitated, suitable, necessary, incumbent upon, suited   to the requirement of justice, become certain, authentic, deserve.haqqa vb. (1)  perf. act. 7:30, 10:33, 10:96,   16:36, 17:16, 22:18, 28:63, 32:13, 36:7, 37:31, 38:14, 39:19, 39:71, 40:6,   41:25, 46:18, 50:14  impf. act. 36:70  perf. pass. 84:2, 84:5ahaqq n.m. (comp. adj.   of haqq and haqiq) 2:228, 2:247, 5:107,   6:81, 9:13, 9:62, 9:108, 10:35, 33:37, 48:26haqiq n.m. 7:105haqq n.m. 2:26, 2:42, 2:42,   2:61, 2:71, 2:91, 2:109, 2:119, 2:121, 2:144, 2:146, 2:147, 2:149, 2:176,   2:180, 2:213, 2:213, 2:236, 2:241, 2:252, 2:282, 2:282, 3:3, 3:21, 3:60, 3:71,   3:71, 3:86, 3:102, 3:108, 3:112, 3:154, 3:181, 4:105, 4:122, 4:151, 4:155,   4:170, 4:171, 5:27, 5:48, 5:48, 5:77, 5:83, 5:84, 5:116, 6:5, 6:30, 6:57,   6:62, 6:66, 6:73, 6:91, 6:93, 6:114, 6:141, 6:151, 7:8, 7:33, 7:43, 7:44,   7:44, 7:53, 7:89, 7:105, 7:118, 7:146, 7:159, 7:169, 7:181, 8:4, 8:5, 8:6,   8:7, 8:8, 8:32, 8:74, 9:29, 9:33, 9:48, 9:111, 10:4, 10:5, 10:23, 10:30,   10:32, 10:32, 10:35, 10:35, 10:35, 10;36, 10:53, 10:53, 10:55, 10:76, 10:77,   10:82, 10:94, 10:103, 10:108, 11:17, 11:45, 11:79, 11:120, 12:51, 12:100,   13:1, 13:14, 13:17, 13:19, 14:19, 14:22, 15:8, 15:55, 15:64, 15:85, 16:3,   16:38, 16;102, 17:26, 17:33, 17:81, 17:105, 17:105, 18:13, 18:21, 18:29,   18:44, 18:56, 18:98, 19:34, 20:114, 21:18, 21:24, 21:55, 21:97, 21:112, 22:6,   22:40, 22:54, 22:62, 22:74, 22:78, 23:41, 23:62, 23:70, 23:70, 23:71, 23:90,   23:116, 24:25, 24:25, 24:49, 25:26, 25:33, 26:68, 27:79, 28:3, 28:13, 28:39,   28:48, 28:53, 28:75, 29:44, 29:68, 30:8, 30:38, 30:47, 30:60, 31:9, 31:30,   31:33, 32:3, 33:4, 33:53, 34:6, 34:23, 34:26, 34:43, 34:48, 34:49, 35:5,   35:24, 35:31, 37:37, 38:22, 38:26, 38:64, 38:84, 38:84, 39:2, 39:5, 39:41,   39:67, 39:69, 39:75, 40:5, 40:20, 40:25, 40:55, 40:75, 40:77, 40:78, 41:15,   41:53, 42:17, 42:18, 42:24, 42:42, 43:29, 43:30, 43:78, 43:78, 43:86, 44:39,   45:6, 45:22, 45:29, 45:32, 46:3, 46:7, 46:17, 46:20, 46:30, 46:34, 47:2, 47:3,   48:27, 48:28, 50:5, 50:19, 50:42, 51:19, 51:23, 53:28, 56:95, 57:16, 57:27,   60:1, 61:9, 64:3, 69:51, 70:24, 78:39, 103:3haqqah n.f. 69:1, 69:2, 69:3ahaqqa vb. (4) impf.   act. 8:7, 8:8, 10:82, 42:24istahaqqa vb. (10)   perf. act. 5:107, 5:107  Lane's Lexicon, Volume 2, page:  241,  242,  243,  244,  245,  246"

Ha-Ra-Ba   ," War/battle/conflict. To spoil one’s goods, plunder/despoil, ask a thing importunately.   Become angry/mad.  Mihrab: upper end of a sitting-room, house/tent/chamber, the chief or most   honourable sitting place, a high place, highest chamber in a house, a chamber   to which one ascends by stairs, private chamber, highest place in a mosque, a   place of prayer/assembly.haraba vb. (1) n.vb. 2:279, 5:64, 8:57,   47:4mihrab n.m. 3:37, 3:39, 19:11,   34:13, 38:21haraba vb. (3)  perf. act. 9:107  impf. act. 5:33  Lane's Lexicon, Volume 2, page:  176,  177"

Ha-Ra-Dal   ," Withhold, hinder, restrain, prevent, shut out, resolve, be niggardly.harada vb. (1) n.vb. 68:25  Lane's Lexicon, Volume 2, page:  179,  180,  181"

Ha-Ra-Dad   ," To become emaciated, be disordered, be profligate, become sick or diseased,   be weary, become fatigued at the point of death, be dissolved by excessive   grief or love, constantly affected by grief so as to be at the point of death,   suffer protracted disquietude of mind and disease, be unable to rise from or   quit the place, become low or sordid or bad, be neglected or forsaken.harad n.m. 12:85harrada vb. (2) impv. 4:84, 8:65  Lane's Lexicon, Volume 2, page:  184,  185"

Ha-Ra-Fa   ," To pervert, dislocate, change, turn away, discard anything from, alter,   tamper with.harf n.m. 22:11harrafa vb. (2)  impf. act. 2:75, 4:46, 5:13, 5:41taharrafa vb. (5)   pcple. act. 8:16  Lane's Lexicon, Volume 2, page:  185,  186,  187"

Ha-Ra-Jiim   ," To be contracted (heart), oppressed, become narrow, disquieted in reason.harija vb. (1)  n.vb. 4:65, 5:6, 6:125, 7:2,   9:91, 22:78, 24:61, 24:61, 24:61, 33:37, 33:38, 33:50, 48:17, 48:17, 48:17  Lane's Lexicon, Volume 2, page:  178,  179"

Ha-Ra-Kaf   ," To move about.harraka vb. (2) impf.   act. 75:16  Lane's Lexicon, Volume 2, page:  189"

Ha-Ra-Miim," To forbid,   prevent, prohibit, make or declare unlawful, deprive, declare a thing sacred.harama vb. (1)  pcple. pass. 51:19, 56:67, 68:27,   70:25haram n.m. 28:57, 29:67haram n.m. 2:144, 2:149, 2:150,   2:191, 2:194, 2:194, 2:196, 2:198, 2:217, 2:217, 5:2, 5:2, 5:2, 5:97, 5:97,   8:34, 9:7, 9:19, 9:28, 10:59, 16:116, 17:1, 21:95, 22:25, 48:25, 48:27  hurum n.m. (pl. of haram) 5:1, 5:95, 5:96, 9:5,   9:36hurumat n.f. (pl. of   hurmah) 2:194, 22:30harrama vb. (2)  perf. act. 2:173, 2:275, 3:93,   4:160, 5:72, 6:119, 6:140, 6:143, 6:144, 6:146, 6:146, 6:148, 6:150, 6:151,   6:151, 7:32, 7:33, 7:50, 9:29, 9:37, 9:37, 16:35, 16:115, 16:118, 17:33,   25:68, 27:91, 28:12  impf. act. 5:87, 7:157, 9:29,   9:37, 66:1  perf. pass. 3:50, 4:23, 5:3, 5:96,   6:138, 24:3  pcple. pass. 2:85, 5:26, 6:139,   6:145, 14:37  Lane's Lexicon, Volume 2, page:  189,  190,  191,  192,  193"

Ha-Ra-Qaf," To burn by   pulling in the fire, scorch.hariq n.m. 3:181, 8:50, 22:9,   22:22, 85:10harraqa vb. (2)  impf. act. 20:97  impv. 21:68, 29:24ihtaraqa vb. (8) perf.   act. 2:266  Lane's Lexicon, Volume 2, page:  187,  188"

Ha-Ra-Ra ," To be free (slave),   be freeborn. harr n.m. 9:81, 9:81, 16:81harur n.f. 35:21harir n.m. 22:23, 35:33, 76:12hurr n.m. 2:178, 2:178harrara vb. (2)  n.vb. 4:92, 4:92, 4:92,   5:89, 58:3  pcple. pass. 3:35  Lane's Lexicon, Volume 2, page:  174,  175,  176"

Ha-Ra-Siin   ," To guard, watch over.haras n.m. 72:8  Lane's Lexicon, Volume 2, page:  182"

Ha-Ra-Sad   ," To desire ardently, eagerly, strongly, covet.harasa vb. (1)  perf. act. 4:129, 12:103  impf. act. 16:37haris n.m. (adj. comp.   ahras) 2:96, 9:128  Lane's Lexicon, Volume 2, page:  183,  184"

Ha-Ra-Thaa   ," To till and sow, cultivate, cut a thing, acquire (goods), plough, study a   thing thoroughly.Harth has the meanings; Gain,   acquisition, reward (gain), recompense (gain), seed-produce, what is   grown/raised by means of seed/date-stones/planting. A wife or road that is   much trodden.haratha vb. (1)  impf. act. 56:63  n.vb. 2:71, 2:205, 2:223,   2:223, 3:14, 3:117, 6:136, 6:138, 21:78, 42:20, 42:20, 42:20, 68:22  Lane's Lexicon, Volume 2, page:  177,  178"

Ha-Ra-Ya   ," To aim, seek, select, choose, propose (a thing).taharra vb. (5) perf.   act. 72:14  Lane's Lexicon, Volume 2, page:  193,  194"

Ha-Sad-Ba   ," To throw pebbles at, scatter gravel, cast into the fire. Firewood, stones.hasab n.m. 21:98hasib n.m. 17:68, 29:40, 54:34,   67:17  Lane's Lexicon, Volume 2, page:  217"

Ha-Sad-Dal," To reap,   mow, destroy, slay.hasada vb. (1)  perf. act. 12:47  n.vb. 6:141hasid n.m. 10:24, 11:100, 21:15,   50:9  Lane's Lexicon, Volume 2, page:  217,  218"

Ha-Sad-Ha-Sad   ,hashasa vb. (quad. 1)   perf. act. 12:51

Ha-Sad-Lam   ," To be over and above, manifest, make present, come to light, obtain, remain,   happen, be bared, come and brought forth, appear, to be made known.hassala vb. (2) perf.   pass. 100:10  Lane's Lexicon, Volume 2, page:  221,  222"

Ha-Sad-Nun   ," To be guarded, be inaccessible, be chaste, be strongly fortified, be   preserved, be protected.husun n.m. (pl. of   husn) 59:2hassana vb. (2) pcple.   pass. 59:14ahsana vb. (4)  perf. act. 21:91, 66:12  impf. act. 12:48, 21:80  impf. pass. 4:25  pcple. act. 4:24, 5:5  pcple. pass. f. 4:24, 4:25, 4:25,   4:25, 5:5, 5:5, 24:4, 24:23tahassana vb. (5) n.vb. 24:33  Lane's Lexicon, Volume 2, page:  222,  223"

Ha-Sad-Ra   ," To be strait, restricted, hindered.hasara vb. (1) impv. 9:5hasira vb. (1) perf.   act. 4:90hasir n.m. 17:8hasur n.m. 3:39ahsara vb. (4) perf.   pass. 2:196, 2:273  Lane's Lexicon, Volume 2, page:  217,  218,  219"

Ha-Sad-Ya   ," Calculate, to count/number. To strike with a pebble.ahsa n.m. comp. 18:12ahsa vb. (4)  perf. act. 18:49, 19:94, 36:12,   58:6, 72:28, 78:29  impf. act. 14:34, 16:18, 73:20  impv. 65:1   Lane's Lexicon, Volume 2, page:  223,  224"

