Root,Meanings
Fa-Jiim-Jiim ," wide apart, part something widely, open it widely, the making an interval/opening between two things, a wide road between two mountains, depressed road, wide and conspicuous road, opening/intervening space, disorderly/much talking/babbling, valley, wide valley, cleft ground, ravine.  fajj n.m. (pl. fijaj) 21:31, 22:27, 71:20LL, V6, p: 123, 124"
Fa-Jiim-Ra   ," cut/divide lengthwise, break open, vent, incline/decline/deviate, dawn/sunrise/daybreak,   source, abundantly and suddenly, ample bounty/generosity, a place from which water flows.fajara vb. (1)impf. act. 75:5n.vb. 91:8pcple. act. (pl. fajarah/fujjar) 38:28, 71:27,  80:42, 82:14, 83:7fajara vb. (1) impf. act. 17:90fajr n.m. 2:187, 17:78, 17:78, 24:58, 89:1, 97:5fajjara vb. (2)perf. act. 18:33, 36:34, 54:12impf. act. 17:91, 76:6perf. pass. 2.3n.vb. 17.91, 76.6tafajjara vb. (5) impf. act. 2:74infajara vb. (7) perf. act. 2:60LL, V6, p: 124, 125, 126"
Fa-Jiim-Waw ," opening, set apart, open wide, a fissure. fajwah n.f. 18:17LL, V6, p: 127"
Fa-Kaf-ha ," became cheerful/happy, free from straitness/burden, enjoy, to jest/laugh/joke, be amused/pleased, entertain, fruit, wonderment, indulge in pleasantry, rejoice, admiration.fakiha vb. (1) pcple. act. 36:55, 44:27, 52:18fakih n.m. 83:31fakihah n.f. (pl. fawakih) 23:19, 36:57, 37:42, 38:51, 43:73, 44:55, 52:22, 55:11, 55:52, 55:68, 56:20, 56:32, 77:42, 80:31tafakkaha vb. (5) impf. act. 56:65LL, V6, p: 216, 217"
Fa-Kaf-Kaf ," open a thing, create a gap/breach/break, separate, set loose or free, let go, liberate, release, emancipate, to assist, dislocated/disjointed, aged/old/weak man.fakka vb. (1) n.vb. 90:13infakka vb. (7) pcple. act. 98:1LL, V6, p: 214, 215"
Fa-Kaf-Ra ," thought upon it, considered it in order to obtain a clear knowledge of it, examined it (mentally), to employ the mind, having much thought, reflect.fakkara vb. (2) perf. act. 74:18tafakkara vb. (5) impf. act. 2:219, 2:266, 3:191,   6:50, 7:176, 7:184, 10:24, 13:3, 16:11, 16:44, 16:69, 30:8, 30:21, 34:46, 39:42,   45:13, 59:21LL, V6, p: 215"
Fa-Kha-Ra ," self-glorification/magnification, boast, to disdain/scorn, proud/haughty, long/tall/great, excellent quality, baked pottery/clay, earthen vessel.fakhkhar n.m. 55:14fakhur n.m. 4:36, 11:10, 31:18, 57:23tafakhara vb. (6) n.vb. 57:20LL, V6, p: 133, 134"
Fa-Lam-Ha ," cut/slit/crack/split/fissure, furrowed/plough/cultivate, agriculture, till the ground, to prosper be successful, attain/acquire, become fortunate/happy, become independent, permanence/lastingness/duration.aflaha vb. (4)perf. act. 20:64, 23:1, 87:14, 91:9impf. act. 2:189, 3:130, 3:200, 5:35, 5:90, 5:100, 6:21, 6:135, 7:69, 8:45, 10:17, 10:69, 10:77, 12:23, 16:116, 18:20, 20:69, 22:77, 23:117, 24:31, 28:37, 28:82, 62:10pcple. act. 2:5, 3:104, 7:8,   7:157, 9:88, 23:102, 24:51, 28:67, 30:38, 31:5, 58:22, 59:9, 64:16LL, V6, p: 222, 223"
Fa-Lam-Kaf ," become round, anything circular, persist/persevere, ship, Ark, the place of the revolving of the stars, the celestial sphere, vault of heaven, firmament, surrounding spheres, sky, revolvement, circling, circuit, going to and fro, in a state of commotion, whirl of a spindle, one who goes round.falak n.m. 21:33, 36:40fulk n.com. 2:164, 7:64, 10:22,   10:73, 11:37, 11:38, 14:32, 16:14, 17:66, 22:65, 23:22, 23:27, 23:28, 26:119,   29:65, 30:46, 31:31, 35:12, 36:41, 37:140, 40:80, 43:12, 45:12LL, V6, p: 227, 228"
Fa-Lam-Nun ," so-and-so (reference to a nameless person), such a one, such a man/woman.fulan n.m. 25:28LL, V6, p: 228"
Fa-Lam-Qaf  ," it became split/cleft/cloven/cracked, divided it lengthwise, fissure, longitudinal division, daybreak/dawn, uttered/performed what was admirable/wonderful, to strive/exert, become big/bulky/fat/plump, whole creation, all beings/things that are created, a piece/fragment broken off, the cleaver.falaqa vb. (1) pcple. act. 6:95, 6:96falaq n.m. 113:1infalaqa vb. (7) perf. act. 26:63LL, V6, p: 225, 226, 227"
Fa-Nun-Dal ," lie, utter a falsehood, to err or make a mistake, weak in judgement, unsound in mind, lack in ability, dotard. fannada vb. (2) impf. act. 12:94LL, V6, p:232,233"
Fa-Nun-Nun ," drove away, disperse, delay/defer, cheat/deceive/defraud/overreach, consist of different sorts/modes/manners, diversification, mix/confuse/vary, versatility, sorts/species, a branch of a tree, have branches.afnan n.m. (pl. of fanan/fann) 55:48LL, V6, p:230,231,232"
Fa-Nun-Ya ," passed away, come to an end, vanish, become spent/exhausted, failed entirely, cease, perish, become aged.fana vb. (1) pcple. act. 55:26LL, V6, p:235,236"
Fa-Qaf-Ayn ," intensely yellow/white (free from admixture), red/tanned skin, become active and grown up (said of a young man), die of heat exhaustion, become red, bright in colour, calamity/misfortune/poverty.faqa'a vb. (1) pcple. act. 2:69LL, V6, p:211,212,213"
Fa-Qaf-Dal ," to loose, want, miss, be depressed of. tafaqqada - to review, make an inquisition into, search out things lost or missed.faqada vb. (1) impf. act. 12:71, 12:72tafaqqada vb. (5) perf. act. 27:20LL, V6, p:208,209"
Fa-Qaf-ha ," to be learned, skilled in divine law, endowed with penetration, understand a thing.faqiha vb. (1)impf. act. 4:78, 6:25, 6:65, 6:98, 7:179, 8:65, 9:81, 9:87, 9:127, 11:91, 17:44, 17:46, 18:57, 18:93, 20:28, 48:15, 59:13, 63:3, 63:7tafqqaha vb. (5) impf. act. 9:122LL, V6, p:213,214"
Fa-Qaf-Ra ," to be poor/destitute/needy, in want of, poverty. faqira / faqara - to overwhelm with back breaking calamity, feel a pain in the vertebrae. faqara vb. (1) n.vb. 2:268faqir n.m. (pl. fuqara) 2:271, 2:273, 3:181, 4:6, 4:135, 9:60, 22:28, 24:32, 28:24, 35:15, 47:38, 59:8faqirah n.f. 75:25LL, V6, p:209,210,211"
Fa-Ra-Ayn ," to ascend, go down, overtop, surpass, branch, top of a tree, sprout, hair, consequence of a principle. Appellation of the ancient kings of Egypt and not the name of a particular king.farAAuha n. m. - 14:24LL, V6, p:162,163,164"
Fa-Ra-Ayn-Nun ," Pharaoh2:49, 2:50, 3:11, 7:103, 7:104, 7:109, 7:113, 7:123, 7:127, 7:130, 7:137, 7:141, 8:52, 8:54, 8:54, 10:75, 10:79, 10:83, 10:83, 10:88, 10:88, 10:90, 11:97, 11:97, 11:97, 17:101, 17:102, 20:24, 20:43, 20:60, 20:78, 20:79, 23:46, 26:11, 26:16, 26:23, 26:41, 26:44, 26:53, 27:12, 28:3, 28:4, 28:6, 28:8, 28:8, 28:9, 28:32, 28:38, 29:39, 38:12, 40:24, 40:26 , 40:28 , 40:29 , 40:36 , 40:37, 40:37, 40:45, 40:46, 43:46, 43:51, 44:17, 44:31, 50:13, 51:38, 54:41, 66:11, 66:11, 69:9, 73:15, 73:16, 79:17, 85:18, 89:10LL, V6, p:164,165"
Fa-Ra-Dal ," to be alone, separated, single, sole, simple, uncompound, secede, isolate, busy oneself soley about a thing, seclude oneself from the world, without companions/offspring.fard n.m. (pl. furada) 6:94, 19:80, 19:95, 21:89, 34:46LL, V6, p:147,148,149"
Fa-Ra-Dal-Sin ," to feel anyone, fashion, prostrate before one's adversaries, throw down violently, spread on the ground. fardasatun - width, broodiness, to produce opulent and of various kind. fardasan - to be ample/broad/wide/large/capacious, comfortable, take a wide range. sadrun mufardasun - large chest. To fill and stuff the basket. firdaus - fertile land, the garden which contains everything that should be in a garden, orchard, fruitful valley, the best place of paradise.firdaws n.m. 18:107, 23:11LL, V6, p:149"
Fa-Ra-Dad ," to impose law, prescribe, ordain, enact, settle, fix, ratify, appoint, command an observation or obedience to, sanction, assign, be aged. faridzun - old cow. faridzatun - ordinance, settlement, settled portion, jointure stipulation. mafrudz - appointed, determinate, settled one, allotted.farada vb. (1)perf. act. 2:197, 2:237, 2:237, 24:1, 28:85, 33:38, 33:50, 66:2impf. act. 2:236pcple. pass. 4:7, 4:118farid n.f. 2:68faridah n.f. 2:236, 2:237, 4:11, 4:24, 4:24, 9:60LL, V6, p:157,158,159"
Fa-Ra-Ghayn ," to be empty, vacant, to finish a thing, cease from, be unoccupied, be free from (other things)faragha vb. (1)perf. act. 94:7impf. act. 55:31pcple. act. 28:10afragha vb. (4)impf. act. 18:96impv. 2:250, 7:126LL, V6, p:165,166,167"
Fa-Ra-ha ," to do skillfully, briskly, lively, cleverly, be elated with greatness, behave insolently.fariha vb. (1)pcple. act. 26:149LL, V6, p:173,174"
Fa-Ra-Ha ," to be glad/happy/delighted/cheerful/pleased, rejoice, exult, who exults, lively.fariha vb. (1)perf. act. 6:44, 9:81, 10:22, 13:26, 30:36, 40:83, 42:48impf. act. 3:120, 3:188, 10:58, 13:36, 27:36, 28:76, 30:4, 40:75, 57:23farih n.m. 3:170, 9:50, 11:10, 23:53, 28:76, 30:32LL, V6, p:145,146"
Fa-Ra-Jiim ," To open, separate, cleave, split, enlarge, part, let a space between, make a room, comfort anything in, dispel cares. An opening, intervening space [gap or breach] between two things. Ex: Parting hind legs or intervening spaces between fingers.He opened, made room, ample space.Furijat - Cloven, split, rent, opened.Farjun (Pl. Furuj) - Pudenda (sex organ); chastity, space between legs (of horse or mare), part/s of a person (male/female) indecent to expose, external portions of the organs of generation [of a male/female]. Also the posterior pudendum because it is a place of opening, of between the legs.faraja vb. (1) perf. pass. 77:9farj n.m. (pl. furuj) 21:91, 23:5, 24:30, 24:31, 33:35, 50:6, 66:12, 70:29LL, V6, p:143,144,145"
Fa-Ra-Qaf ," to separate/distinguish/divide/split/decide. farqun - the act of distinction or separating. fariq - who separates, discriminates. firqun - separate part, heap. firqatun - band of human beings. fariqun - part/portion, some party or band of human beings. furqan - criterion of right or wrong, draft, evidence or demonstration, a name of The Quran, aid, victory, argument, proof, dawn, distinction.faraqa (vb. 2) to make a division or distinction, make a schism. tafriq - division, dissension.faraqa (vb. 3) To quit, depart.mutafarriqun - diverse, different. fariqa - to fear, be frightened, plunge in the wave, seek refuge in fear, succour. yafraqu - to be timid and afraid, appear in one's true colour, be cowardly, be ridden by fear.faraqa vb. (1)perf. act. 2:50, 17:106impv. 5:25impf. pass. 44:4n.vb. 77:4pcple. act. f. pl. 77:4fariqa vb. (1) impf. act. 9:56fariq n.m. 2:75, 2:85, 2:87, 2:87, 2:100, 2:101, 2:146, 2:188, 3:23, 3:78, 3:100, 4:77, 5:70, 5:70, 6:81, 7:30, 7:30, 8:5, 9:117, 11:24, 16:54, 19:73, 23:109, 24:47, 24:48, 27:45, 30:33, 33:13, 33:26, 33:26, 34:20, 42:7, 42:7firq n.m. 26:63firqah n.f. 9:122furqan n.m. 2:53, 2:185, 3:4, 8:29, 8:41, 21:48, 25:1farraqa vb. (2)perf. act. 6:159, 20:94, 30:32impf. act. 2:102, 2:136, 2:285, 3:84, 4:150, 4:152n.vb. 9:107faraqa vb. (3)impv. 65:2n.vb. 18:78, 75:28tafarraqa vb. (5)perf. act. 3:105, 42:14, 98:4impf. act. 3:103, 4:130, 6:153, 30:14, 42:13pcple. act. 12:39, 12:67LL, V6, p:167,168,169,170,171"
Fa-Ra-Ra ," to flee, run away/off, escape, fleeing, flight, act of fleeing/running away. mafarr - refuge, shift, place of refuge. farra vb. (1)perf. act. 26:21, 33:16, 74:51impf. act. 62:8, 80:34impv. 51:50n.vb. 18:18, 33:13, 33:16, 71:6mafarr n.m. 75:10LL, V6, p:139,140,141"
Fa-Ra-Shiin ," to spread out, extend, stretch forth, furnish. furshan - to low (carry burden), be thrown down (for slaughter) of small animals of which flesh is used for food. farashun (gen. n.) moths. firashun (plu. furushun) - carpet, thing that is spread out to lie upon, bed. Wife/spouse (metaphorically).farasha vb. (1)perf. act. 51:48n.vb. 6:142farash n.m. 101:4firash n.m. (pl. furush) 2:22, 55:54, 56:34LL, V6, p:153,154,155"
Fa-Ra-Ta ," to be sweet (water), thirst quenching, The Euphrate/Tigris. furat n.m. 25:53, 35:12, 77:27LL, V6, p:142"
Fa-Ra-Tha ," to let out the contents, scatter and give out, to feel heaving in the stomach, contents of stomach, filth, dung, faeces.farth n.m. 16:66LL, V6, p:142,143"
Fa-Ra-Tay ," to precede, neglect, remiss, omit, excess, forsake, act hastily or unjustly, fall short, exceed bounds, be extravagant/excessive, injustice, outstrip others. mufratun - to be sent in advance and abandoned and left.farata vb. (1) impf. act. 20:45furut n.m. 18:28farrata vb. (2)perf. act. 6:31, 6:38, 12:80, 39:56impf. act. 6:61afrata vb. (4) pcple. pass. 16:62LL, V6, p:159,160,161,162"
Fa-Ra-Ya ," to cut/split/cleave, slander, fabricate (a lie). In this root the letter Ya is changed to Alif when the verb is joined to the pronominal. fariya - to be astonished/amazed, blame, repair. farriyun - new, strange, wonderful, remarkable, unheard, unprecedent.fariy n.m. 19:27iftara vb. (8)perf. act. 3:94, 4:48, 6:21, 6:93, 6:144, 7:37, 7:89, 10:17, 10:38, 11:13, 11:18, 11:35, 11:35, 18:15, 20:61, 21:5, 23:38, 25:4, 29:68, 32:3, 34:8, 42:24, 46:8, 46:8, 61:7impf. act. 3:24, 4:50, 5:103, 6:24, 6:112, 6:137, 6:138, 7:53, 10:30, 10:59, 10:60, 10:69, 11:21, 16:56, 16:87, 16:105, 16:116, 16:116, 17:73, 20:61, 28:75, 29:13, 46:28, 60:12,impf. pass. 10:37, 12:111n.vb. 6:138, 6:140pcple. act. 7:152, 11:50, 16:101pcple. pass. 11:13, 28:36, 34:43LL, V6, p:175,176"
Fa-Sin-Dal ," to become evil/corrupted, invalid, decomposed, bad/spoiled/tainted, wrong, vicious, make mischief or foul deal. fasad - corruption/violence.fasada vb. (1)perf. act. 2:251, 21:22, 23:71fasad n.m. 2:205, 5:32, 5:33, 5:64, 8:73, 11:116, 28:77, 28:83, 30:41, 40:26, 89:12afsada vb. (4)perf. act. 27:34impf. act. 2:11, 2:27, 2:30, 2:205, 7:56, 7:85, 7:127, 12:73, 13:25, 16:88, 17:4, 26:152, 27:48, 47:22pcple. act. 2:12, 2:60, 2:220, 3:63, 5:64, 7:74, 7:86, 7:103, 7:142, 10:40, 10:81, 10:91, 11:85, 18:94, 26:183, 27:14, 28:4, 28:77, 29:30, 29:36, 38:28LL, V6, p:180,181"
Fa-Sin-Ha ," to be spacious, make room for, make long strides. to be wide/broad, enlarge, take one's ease in (a place).fasaha vb. (1)impf. act. 58:11impv. 58:11tafassaha vb. (5) impv. 58:11LL, V6, p:179"
Fa-Sin-Qaf ," to commit disobedience, go astray, transgress commandment, live in profligacy, disorder, become wicked, profligate, commit lewdness, become perverted, be impious, act wickedly.fasaqa vb. (1)perf. act. 10:33, 17:16, 18:50, 32:20impf. act. 2:59, 6:49, 7:163, 7:165, 29:34, 46:20n.vb. (fisq) 5:3, 6:121, 6:145n.vb. (fusuq) 2:197, 2:282, 49:7, 49:11pcple. act. 2:26, 2:99, 3:82, 3:110, 5:25, 5:26, 5:47, 5:49, 5:59, 5:81, 5:108, 7:102, 7:145, 9:8, 9:24, 9:53, 9:67, 9:80, 9:84, 9:96, 21:74, 24:4, 24:55, 27:12, 28:32, 32:18, 43:54, 46:35, 49:6, 51:46, 57:16, 57:26, 57:27, 59:5, 61:5, 63:6LL, V6, p:181,182"
Fa-Sin-Ra ," to discover, explain, interpret, disclose (a hidden thing), comment. tafsir - explanation/commentary.fassara vb. (2) n.vb. 25:33LL, V6, p:181"
Fa-Shin-Lam ," to become weak-hearted, coward, flag, grow spiritless or languid, loose heart, remiss.fashila vb. (1)perf. act. 3:152, 8:43impf. act. 3:122, 8:46LL, V6, p:185,186"
Fa-Sad-Ha ," to use good clear language, be eloquent.fasih n.m. 28:34LL, V6, p:187,188"
Fa-Sad-Lam ," he separated/divided or put apart a thing from another thing, made a separation/partition, distinct/plain/clear/manifest, explain in detail, to distinguish, deciding between two things (e.g. what is true and what is not), distinct portion/section.FASALA: To set apart, separate, distinguish, set a limit, part, depart, decide, set out, divide into parts, expatiate into detail, make clear (statement), distinct, judge, narrate a thing with all its particulars. FASLUN: Distinguishing, DecisiveMUFASSALAN: Clearly explainedFUSSILAT: DetailedMUFASSALAT: Fully detailed fasala vb. (1)perf. act. 2:249, 12:94impf. act. 22:17, 32:25, 60:3n.vb. 37:21, 38:20, 42:21, 44:40, 77:13, 77:14, 77:38, 78:17, 86:13pcple. act. 6:57fasilah n.f. 70:13fisal n.m. 2:233, 31:14, 46:15fassala vb. (2)perf. act. 6:97, 6:98, 6:119, 6:126, 7:52, 17:12impf. act. 6:55, 7:32, 7:174, 9:11, 10:5, 10:24, 13:2, 30:28, perf. pass. 11:1, 41:3, 41:44n.vb. 6:154, 7:145, 10:37, 12:111, 17:12pcple. pass. 6:114, 7:133LL, V6, p:189,190,191,192"
Fa-Sad-Miim ," to break or crack without being separated.infasama vb. (7) n.vb. 2:256LL, V6, p:192"
Fa-Ta-Alif ," to cease from, forget, break, desist (it is always used in a negative sense).fata'a vb. (1) perf. act. 12:85LL, V6, p:111"
Fa-Ta-Ha ," to open, explain, grant, disclose, let out, give victory, conquer, judge, decide, ask for assistance/judgement/decision, seek succour/victory. mafatih (pl. of miftah) - keys/treasures.fataha vb. (1)perf. act. 2:76, 6:44, 7:96, 12:65, 15:14, 23:77, 48:1, 54:11impf. act. 34:26, 35:2impv. 7:89, 26:118perf. pass. 21:96, 39:71, 39:73, 78:19n.vb. 4:141, 5:52, 8:19, 26:118, 32:28, 32:29, 48:1, 48:18, 48:27, 57:10, 61:13, 110:1pcple. act. 7:89fattah n.m. 34:26mafatih n.m. (pl. of miftah) 6:59, 24:61, 28:76fattaha vb. (2)impf. pass. 7:40pcple. pass. f. 38:50istaftaha vb. (10)perf. act. 14:15impf. act. 2:89, 8:19LL, V6, p:111,112,113"
Fa-Ta-Lam ," to twist (a rope or thread). fatilan - a thing of no value, small skin in the cleft of a date stone, whit, wick, dirt of the skin rolled between the fingers, in the least, pellicle of a date stone.fatil n.m. 4:49, 4:77, 17:71LL, V6, p:117,118"
Fa-Ta-Nun ," to try or prove, persecute, burn, assay, put into affliction, distress and hardship, slaughter, cause to err, seduce from faith by any means, mislead, sow dissension or difference of opinion, mischief, put in confusion, punish, give reply or excuse, tempt, lead to temptation, make an attempt upon, seduce. fitnatun - persecution, trial, probation, burning, assaying, reply, excuse, war, means whereby the condition of a person is evinced in respect of good or evil, hardship, punishment, answer, temptation, burning with fire.fatana vb. (1)perf. act. 6:53, 20:40, 20:85, 29:3, 38:24, 38:34, 44:17, 57:14, 85:10impf. act. 4:101, 5:49, 7:27, 9:49, 10:83, 17:73, 20:131, 72:17perf. pass. 16:110, 20:90impf. pass. 9:126, 27:47, 29:2, 51:13n.vb. 20:40pcple. act. 37:162pcple. pass. 68:6fitnah n.f. 2:102, 2:191, 2:193, 2:217, 3:7, 4:91, 5:41, 5:71, 6:23, 7:155, 8:25, 8:28, 8:39, 8:73, 9:47, 9:48, 9:49, 10:85, 17:60, 21:35, 21:111, 22:11, 22:53, 24:63, 25:20, 29:10, 33:14, 37:63, 39:49, 51:14, 54:27, 60:5, 64:15, 74:31LL, V6, p:118,119,120"
Fa-Ta-Qaf ," to cleave asunder, split, break, disjoin, disunite, rend apart.fataqa vb. (1) perf. act. 21:30LL, V6, p:115,116"
Fa-Ta-Ra ," to flag, abate, diminish, feel weak, desist, become weak after vigour, be quiet. fatratun - cessation, internal of time.fatara vb. (1)3rd. m. plu. impf. act. 21:20fatrah n.f. 5:19fattara vb. (2)3rd. m. sing. impf. pass. 43:75LL, V6, p:114,115"
Fa-Ta-Ya ," to be young, full-grown, brave, generous, manly qualities, bold, courageous, fine fellow, gallant, young comrade, young slave, servant.afta - to advise, give an opinion/instruction, decision, judgement or decision in a matter of law, give a formal legal decree, announce of inform a legal order, issue a (divine) decree or sacred law, explain the meaning, pronounce, furnish explanation.fata n.m. (pl. fityan) 12:30, 12:36, 12:62, 18:10, 18:13, 18:60, 18:62, 21:60fatayat n.f. (pl. of fatat) 4:25, 22:33afta vb. (4)impf. act. 4:127, 4:176impv. 12:43, 12:46, 27:32istafta vb. (10) impf. act. 4:127, 4:176, 12:41, 18:22impv. 37:11, 37:149LL, V6, p:120,121"
Fa-Tay-Ra ," to create out of nothing, cleave/split/crack/break, be broken into pieces, cleave asunder, begin to create. fitrat - natural disposition or constitution with which a child is created. The faculty of knowing God and capability of accepting the religion of truth, religion. fatir  -creator, one of the names of Allah. futur - crack/flaw. munfatirun - split one, cloven one, one rent asunder.fatara vb. (1)perf. act. 6:79, 11:51, 17:51, 20:72, 21:56, 30:30, 36:22, 43:27pcple. act. 6:14, 12:101, 14:10, 35:1, 39:46, 42:11fitrah n.f. 30:30futur n.m. 67:3tafattara vb. (5) impf. act. 19:90, 42:5infatara vb. (7)perf. act. 82:1pcple. act. 73:18LL, V6, p:114,115"
Fa-Waw-Dad ," to interest any one with an affair, give jurisdictions, submit a thing to the judgement of another, confide, submit, give full power.fawwada vb. (2)1st. sing. impf. act. 40:44LL, V6, p:243"
Fa-Waw-ha ," to pronounce a latter or word, a discourse. famun/fumun (pl. afwah) - mouth.fah n.m. (pl. afwah) 3:118, 3:167, 5:41, 9:8, 9:30, 9:32, 13:14, 14:19, 18:5, 24:15, 33:4, 36:65, 61:8LL, V6, p:248,249,250"
Fa-Waw-Jim ," to become fat/bulky/corpulent/large. naqatun fai'jun - a fat and bulky she camel. faujun - collection of persons, party/troop/company/group/crowd/band/army, people to who fallow a leader, host.fawj n.m. (pl. afwaj) 27:83, 38:59, 67:8, 78:18, 110:2LL, V6, p:239"
Fa-Waw-Mim ," to make bread. fumun - bread, wheat, corn, any grain used for bread. fumatun - ear of corn, pinch of a thing, garlic.fum n.m. 2:61LL, V6, p:247,248"
Fa-Waw-Qaf ," to be superior in rank or excellence, overcome, surpass, to be above/over, on, upon, more, on high. fauq - it is a preposition meaning above/upon/over/more/superior. fawaq - time between two milkings/sucklings, between the opening of one's hand and grasping with it the udder and then lets it go for milking or a delay and space of time between the opening and closing of the hand during milking. afaqa - to come to one's self, recover (after a swoon or ilness), awake (from sleep), recollect.fawaq n.m. 38:15afaqa vb. (4) perf. act. 7:143LL, V6, p:244,245,246,247"
Fa-Waw-Ra ," to boil, boil over, gush forth, run, do in haste, rush, come in a headlong manner, be raised, be in a fit of passion, be in a hurry, come instantly, come immediately, fall of a sudden, make a sudden rush.fara vb. (1)perf. act. 11:40, 23:27impf. act. 67:7n.vb. 3:125LL, V6, p:240,241,242"
