Root,Meanings
Ta-Qaf-Nun ," To fatten (a land by watering it with muddy water).Nature, in born disposition, mud.To improve a thing, set a thing in good order, do a thing skillfully and thoroughly, fasten a thing, bring to perfection, make a thing in perfect consonance with the purpose to which it has been created.atqana vb. (IV) - perf. act. 27:88Lane's Lexicon, Volume 1, page:346"
Ta-Qaf-Ya ," to fear, be cautious, guarded, prepared, preserve, forethoughtful, reverential & pious fear (of God), righteous/virtuous/just/honest.see Waw-Qaf-YaLane's Lexicon, Volume 1, pages:346,347"
Ta-Ra-Ba ," To have much earth, have dust in the hands, dusty, be destitute, poverty, neediness, misery, suffering loss. Poor man intimately acquainted with his mother earth. He sank from the wealth.Soil/earth/dust. Cemetery, burial-place, grave.Contemporary friend, companion, match/fellow/equal, suiting the age and matching in all other aspects, peer, one having similar tastes/habits/views.Breast, breast bones, chest, ribs.atrab n.m. (pl. of tirb) - 38:52, 56:37, 78:33matrabah n.f. - 90:16 tara'ib n.f. (pl. of taribah) - 86:7, turab n.m. - 2:264, 3:59, 22:5, 30:20, 50:3, 78:40]Lane's Lexicon, Volume 1, pages:337,338"
Ta-Ra-Fa," soft, ease, to lead a delicate life, enjoy good things of life, to bestow the good things of life.Luxuriant/flourishing/succulent/plentifulness.Corrupted, well to do, ungrateful, proud, one whom a life of softness and ease has caused to behave insolently, one whom the exclusive pursuit of pleasures of life has corrupted.atrafa vb. (IV)perf. act. 23:33perf. pass. 11:116, 21:13pcple. pass. 17:16, 23:64, 34:34, 43:23, 56:45Lane's Lexicon, Volume 1, pages:340,341"
Ta-Ra-Kaf ," To leave off, leave alone, abandon/desert/relinquish/quit, forsake, give up anything, neglect, omit, bequeath anything to anyone.A certain nation, Turks, Turkish.taraka vb. (I)perf. act. 2:17, 2:180, 2:248, 2:264, 4:7, 4:7, 4:9, 4:11, 4:11, 4:12, 4:12, 4:12, 4:12, 4:33, 4:176, 4:176, 6:94, 12:17, 12:37, 16:61, 18:99, 23:100, 29:35, 35:45, 37:78, 37:108, 37:119, 37:129, 44:25, 51:37, 54:15, 59:5, 62:11impf. act. 7:176, 11:87impv. 44:24impf. pass. 9:16, 26:146, 29:2, 75:36pcple. act. 11:12, 11:53, 37:36Lane's Lexicon, Volume 1, pages:341,342"
Ta-Siin-Ayn (tasa'a) ," To be the ninth, nine.tis'ahn.num. 17:101, 18:25, 27:12, 27:48, 38:23tis'ata-ashara n.num. 74:30tisAAun wa tisAAoona / ninety-nine - 38:23Lane's Lexicon, Volume 1, pages:343,344"
Ta-Waw-Ba ," To return; repent; turn one's self in a repentant manner (with ila or without it), turn with mercy (with ala), adapt.taba vb. (1)perfect active state: [2:37, 2:54, 2:160, 2:187, 2:279, 3:89, 4:16, 4:18, 4:146, 5:34, 5:39, 5:71, 6:54, 7:143, 7:153, 9:3, 9:5, 9:11, 9:117 (x2), 9:118, 11:112, 16:119, 19:60, 20:82, 20:122, 24:5, 25:70, 25:71, 28:67, 40:7, 46:15, 58:13, 73:20]imperfect active state - [2:160, 3:128, 4:17 (x2), 4:26, 4:27, 5:39, 5:74, 9:15, 9:27, 9:74, 9:102, 9:106, 9:118, 9:126, 25:71, 33:24, 33:73, 49:11, 66:4, 85:10]imperative state - [2:54, 2:128, 11:3, 11:52, 11:61, 11:90, 24:31, 66:8, noun verb - 3:90, 4:17, 4:18, 4:92, 9:104, 40:3, 42:25, 66:8, participle active - 9:112, 66:5]matab, noun masculine - [13:30, 25:71]tawwab, noun masculine - [2:37, 2:54, 2:128, 2:160, 2:222, 4:16, 4:64, 9:104, 9:118, 24:10, 49:12, 110:3]Lane's Lexicon, Volume 1, page:358"
Ta-Waw-Ra ," For dara, with the change of ta with dal: To go round, flow, ran, repeat (an action).According to Azhari the word is actually Ta'ara, where Hamza is omitted meaning space of time, a time, one time. Return/repeat time after time.Messenger between people or that goes about between lovers.Apply constantly.tarah n.f. 17:69, 20:55The root of ""torah"" is disputed, apparently, hence the root below.Waw-Ra-Ya "
Ta-Ya-ha ," to wander about distractingly, wander bewildered, deviate, go astray, be perplexed, miss the right way, lost, neglect, become confounded/disordered and confused intellect or mind, magnify oneself, behave proudly or insolently.taha vb. (1)yateehoona impf. act. 5:26Lane's Lexicon, Volume 1, page:363"
Ta-Ya-Nun ," fig, fig tree; name of a hillock. The fig is a symbol of the era of Adam, of Mosaic day and that of Jesus.tteeni n.m. 95:1Lane's Lexicon, Volume 1, page:362"
