Root,Meanings
Daad-Jiim-Ayn ," to incline to setting, incline. Slumber, way of reclining, bed-fellow, sleeping room/bed, resting place, couch.maDaji n.m. (pl. ofmaDja') - 3:154, 4:34, 32:16LaneÂ’s Lexicon, Volume 5, pages:54,55"
Dad-Lam-Lam ," Erred, strayed, or went astray. Deviated from the right way or course. Missed or lost the right way. Lost something but does not know its place. Confounded or perplexed and unable to see the right course.Become hidden, unperceived, concealed, absent, or escaped. Went away.A lost state. A state of perishing, coming to naught, or passing away.Confusion, perplexity, and inability to see the right course.Skill in guiding, or directing aright, in journeying.One with whom is no good.Water running beneath a rock, or among trees, which the sun does not reach.Ragged land or ground, a hard and stony place.dalla vb. (1)Dalla/Dalluu/Dillu perf. act. 2:108, 4:116, 4:136, 4:167, 5:12, 5:77, 5:77, 5:105, 6:24, 6:94, 6:140, 7:37, 7:53, 7:149, 10:30, 10:108, 11:21, 16:87, 16:125, 17:15, 17:48, 17:67, 18:104, 20:92, 25:9, 25:17, 27:92, 28:75, 33:36, 34:50, 37:71, 39:41, 40:74, 41:48, 46:28, 53:2, 53:30, 60:1, 68:7Dalaltu Â– 6:56Dalalnaa Â– 32:10taDilla/taDilluu/yaDillu impf. act. 2:282, 4:44, 4:176, 6:117, 10:108, 17:15, 20:52, 20:123, 34:50, 38:26, 39:41Dalaalin/Dalaalan/Dalaalu/Dalaali n.vb. 3:164, 4:60, 4:116, 4:136, 4:167, 6:74, 7:60, 10:32, 12:8, 12:30, 13:14, 14:3, 14:18, 19:38, 21:54, 22:12, 26:97, 28:85, 31:11, 33:36, 34:8, 34:24, 36:24, 36:47, 39:22, 40:25, 40:50, 42:18, 43:40, 46:32, 50:27, 54:24, 54:47, 62:2, 67:9, 67:29, 71:24Dalaalika Â– 12:95Dalliina/Dalluuna/Dallan pcple. act. 1:7, 2:198, 3:90, 6:77, 15:56, 23:106, 26:20, 26:86, 37:69, 56:51, 56:92, 68:26, 83:32, 93:7aDallu Â– 5:60, 7:179, 15:56, 25:34, 25:42, 25:44, 28:50, 41:52, 46:5,Dalaalata/Dalaalatu/Dalaalati n.f. 2:16, 2:175, 4:44, 7:30, 7:61, 16:36, 19:75, 27:81, 30:53dallala vb. (2)taDliilin n.vb. 105:2adalla vb. (4)aDalla/aDalluuna/aDlalna/aDlaltum/aDallaana perf. act. 4:88, 5:77, 7:38, 14:36, 20:79, 20:85, 25:17, 25:29, 26:99, 30:29, 33:67, 36:62, 41:29, 45:23, 47:1, 47:8, 71:24yuDillu/yuDilluu/yuDilla/yuDlil impf. act. 2:26, 2:26, 3:69, 3:69, 4:60, 4:88, 4:113, 4:113, 4:119, 4:143, 6:39, 6:116, 6:119, 6:125, 6:144, 7:155, 7:178, 7:186, 9:115, 10:88, 13:27, 13:33, 14:4, 14:27, 14:30, 16:25, 16:37, 16:93, 17:97, 18:17, 22:4, 22:9, 25:42, 31:6, 35:8, 38:26, 39:8, 39:23, 39:36, 40:33, 40:34, 40:74, 42:44, 42:46, 47:4, 71:27, 74:31yuDallu impf. pass. 9:37muDilliin/muDillun pcple. act. 18:51, 28:15, 39:37LaneÂ’s Lexicon, Volume 5, pages:81,82,83,84"
Dad-Miim-Miim ," Drew, put, brought, gathered together. Collected or contracted a thing to a thing. Be gentle, courteous, easy to deal with or compliant.Grasped, took. Drew near or close. Became conjoined, accompanied, comprised.Severe calamity or misfortune.A thing or thread, string, cord, or the like, by means of which one thing is drawn, and joined, or adjoined, to another thing. A lion that grasps everything. Angry, daring, bold (applied to a man). Any valley [flowing with water] along which one goes between two long hills of the kind termed akamat.Niggardly in the utmost degree.One who takes, or gets, everything within his grasp, drawing it to himself. One who eats much, has an inordinate appetite for food, who appropriates to himself exclusively of others.A company or collection of men not of one stock, but of different tribes mixed together. A place of assembling (of military forces). Lean or slander in the belly (as though one part thereof were drawn and adjoined to another).damma vb. (1)wauDmum impv. 20:22, 28:32LaneÂ’s Lexicon, Volume 5, pages:86,87"
Dad-Miim-Ra ," Became lean or light of flesh, or slender, and lank in the belly by reason of leanness. Became lean and weak. Became withered, contracted and small.To feed with food barely sufficient to sustain, after becoming fat. Fed with a fodder so that it became fat, and then reduced it to food barely sufficient to sustain it, which is done during forty days. A training-place in which horses are prepared for racing by being fed with food barely sufficient to sustain them, after they have become fat.Determined or resolved upon something in the heart and mind. Concealed or suppressed in the heart and mind. A place or a valley that is depressed concealing one who is journeying in it. Property of which one hopes not for the return. A debt of which payment is not hoped for, or for the payment of which no period is fixed for. A gift that is not hoped for.Contracted pearls or pearls having somewhat of contraction in the middle.Daamirin n.m. 22:27LaneÂ’s Lexicon, Volume 5, pages:88,89"
Dad-Nun-Kaf ," Became narrow or strait (indicate hardship). Became weak in judgment, in body, in soul, in intellect.Hard, firm, and compact in the flesh (applied to a man). Affected with a constant or chronic, pervading disease.Became redundant, increased, or augmented. Children or offspring.danuka vb. (1)Dankan n.vb. 20:124LaneÂ’s Lexicon, Volume 5, pages:91,92"
Dad-Nun-Nun ," Became niggardly, tenacious, stingy, or avaricious. A thing highly esteemed, of which one is tenacious. Courageous, brave, or strong-hearted.biDaniinin n.m. 81:24LaneÂ’s Lexicon, Volume 5, pages:90,91"
Dad-Ra-Ayn ," to humiliate, abase, object, humble, lower one's self, humility/submissiveness. Dry, bitter, thorny herbage.Dari n.m. - 88:6.taDarravb. (V)perf. act. 6:43, impf. act. 6:42, 7:94, 23:76, n.vb. 6:63, 7:55, 7:205.LaneÂ’s Lexicon, Volume 5, pages:72,73"
Daad-Ra-Ba ," to heal, strike, propound as an example, put forth a parable, go, make a journey,   travel, mix, avoid, take away, put a cover, shut, mention, state, propound,   set forth, compare, liken, seek a way, march own, set, impose, prevent, fight,   traffic with anyone's property for a share in the profit, leave for sake, take   away thing (with 'an).  Depressed ground, hard ground in a plain, sandy valley, commissioner as he has   to travel much.  Kind manner, lean, thin, similar, alike, the act of striking, a blow, going from place to place, vicissitude of life, affliction especially that which relates to one's person, as disease, death, degradation is common and general suffering.beat, struck, smote,   hit, the making a thing fall upon another thing, discipline/train, to cast forth,   threw or flung it, seal/stamp, veil/curtain/cover/barrier, to point or make   a sign, prohibit/hinder/prevent/withheld/restrain, collision, corrupted/disordered/disturbance/unsettled/confused,   turn away, avoid, shun, fashion/mould/adapt, mention or set forth (e.g. a parable/example),   explain, make a way, multiplying, go/travel, went away, it was or became long,   excite/incite/urge/instigate, contend, dispose/accommodate, retract/digression/transition,   to silence, tremble/shiver, share/portion.  Location where something is struck, wool or goat's hair separated or plucked   or beaten with a mallet, sword, tent-peg, mallet.daraba vb. (I) - perf. act. 3:156, 4:94, 4:101, 5:106, 14:24, 14:45, 16:75, 16:76, 16:112, 17:48, 18:11, 25:9, 25:39, 30:28, 30:58, 36:78, 39:27, 39:29, 43:17, 43:58, 66:10, 66:11,impf. act. 2:26, 8:50, 13:17, 13:17, 14:25, 16:74, 24:31, 24:31, 24:35, 29:43, 43:5, 47:3, 47:27, 59:21, 73:20,impv. 2:60, 2:73, 4:34, 7:160, 8:12, 8:12, 18:32, 18:45, 20:77, 26:63, 36:13, 38:44,perf. pass. 2:61, 3:112, 3:112, 22:73, 43:57, 57:13,n. vb. 2:273, 37:93, 47:4]LaneÂ’s Lexicon, Volume 5, pages:62,63,64,65,66,67,68"
Dad-Ra-Ra ," to harm/hurt/injure/afflict, make inconvenient, annoy, evil adversity, famine, vicissitude of time, disease/death, loss/tribulation/hardship, to compel, drive forcibly, driven by necessity.Darra vb. (I) : impf. act. 2:102, 3:111, 3:120, 3:144, 3:176, 3:177, 4:113, 5:42, 5:105, 6:71, 9:39, 10:18, 10:106, 11:57, 21:66, 22:12, 25:55, 26:73, 47:32, n.vb. - 5:76, 6:17, 7:188, 10:12, 10:12, 10:12, 10:49, 10:107, 12:88, 13:16, 16:53, 16:54, 17:56, 17:67, 20:89, 21:83, 21:84, 22:13, 23:75, 25:3, 30:33, 34:42, 36:23, 39:8, 39:38, 39:38, 39:49, 48:11, 72:21, pcple. act. - 2:102, 58:10.Darar n.m. - 4:95.Darra n.f. - 2:177, 2:214, 3:134, 6:42, 7:94, 7:95, 10:21, 11:10, 41:50.Darra vb. (III) -impf. pass. 2:233, 2:282, 65:6, n.vb. 2:231, 9:107, pcple. act. 4:12,iDtarra vb. (VIII) - impf. act. 2:126, 31:24, perf. pass. 2:173, 5:3, 6:119, 6:145, 16:115, pcple. pass. 27:62.LaneÂ’s Lexicon, Volume 5, pages:60,61,62"
Dad-Tay-Ra ,"aDTarruhu - 2:126iDTurra - 2:173, 5:3, 6:145, 16:115muDTarra - 27:62"
Dad-Waw-Alif ," Brought to light, made visible, discovered, or revealed. One who stood in the dark to see people by the light of their fire, without their seeing him.Diyaa-an/Diyaa-in n.m. 10:5, 21:48, 28:71ada'a vb. (4)aDaa-a(t) perf. act. 2:17, 2:20yuDii-u impf. act. 24:35LaneÂ’s Lexicon, Volume 5, pages:94"
Dad-Ya-Ayn ," perished, came to nought, passed away, became lost, left alone, neglected, unmindful, destroyed, wasted.ada'a vb. (4)aDaaÂ’uu perf. act. 19:59yuDiiÂ’a/yuDiiÂ’u/nuDiiÂ’u impf. act. 2:143, 3:171, 3:195, 7:170, 9:120, 11:115, 12:56, 12:90, 18:30LaneÂ’s Lexicon, Volume 5, pages:97,98"
Dad-Ya-Fa," Inclined, approached, drew near to setting (said of the sun). Menstruation (said of a woman).  Become a guest, refuge of someone. Become correlative to something. Correlation, or reciprocal correlation, so that one cannot be conceived in the mind without the other. Beign collected, joined, added together.Ran, hastened, fled, sped, turned away.Beset by distress of mind. Hardship, difficulty, or distress.Asking, or calling, for an aid.Dayfi n.m. 11:78, 15:51, 15:68, 51:24, 54:37dayyafa vb. (2)yuDayyifuu impf. act. 18:77LaneÂ’s Lexicon, Volume 5, pages:98,99,100"
Dad-Ya-Qaf ," Became narrow or strait. Became choked, surcharged, or overfilled with something.Treated or behave towards someone with hardness or harshness.Means of living became straitened, property went away, poor.An evil state of condition.daqa vb. (1)Daaqat/Daaqa perf. act. 9:25, 9:118, 9:118, 11:77, 29:33yaDiiqu impf. act. 15:97, 26:13waDaa-iqun pcple. act. 11:12Dayqin/Dayyiqan n.m. 6:125, 16:127, 25:13, 27:70dayyaqa vb. (2)lituDayyiquu impf. act. 65:6LaneÂ’s Lexicon, Volume 5, pages:100,101"
Dad-Ya-Ra ," Harmed, injured, hurt, mischiefed, or damaged.dara vb. (1)Dayra n.vb. 26:50LaneÂ’s Lexicon, Volume 5, pages:97"
Dad-Ya-Zay ," Deviated from the right course. Acted unjustly, wrongfully, injuriously, or tyrannically. One who deprived or defrauded, of a part or whole, of anotherÂ’s right or due. Unjust or defective.  Diizaa n.f. adj. 53:22LaneÂ’s Lexicon, Volume 5, pages:97"
