Root,Meanings
Nun-Ba-Ta   ," to produce (tree), germinate, grow, sprout (plant), grow up (child).   nawaabit - offspring of human beings or cattle.nabata vb. (1)  impf. act. 23:20  n.vb. 3:37, 6:99, 7:58,   10:24, 18:45, 20:53, 57:20, 71:17, 78:15anbata vb. (4)  perf. act. 2:261, 3:37, 15:19,   22:5, 26:7, 27:60, 31:10, 37:146, 50:7, 50:9, 71:17, 80:27  impf. act. 2:61, 16:11, 27:60,   36:36  Lane's Lexicon, Volume 8, pages:    7,  8"
Nun-Ba-Tay   ," to gush or flow out, draw water, reach water by digging well. anbata - to   bring a thing to light, deduce a thing. istanbata - to find out, elicit,   elucidate. nabatun - internal state of a person.istanbata vb. (10)   3rd. m. plu. impf. act. 4:83  Lane's Lexicon, Volume 8, pages:    13,  14,    281"
Nun-Ba-Zay   ," to call names, give nickname, defame, change name, name of reproach.tanabaza vb. (6) impf.   act. 49:11  Lane's Lexicon, Volume 8, pages:    12"
Nun-Dal-Dal   ," to flee, run away, defame, divulge (secret). nid - match, a like, opponent,   equal, image, idol, compeer, rival, object of adoration to which some or all   of Gods qualities are ascribed whether it be conceived as deity in its own   right or a saint.andad n.m. (pl. of   nidd) 2:22, 2:165, 14:30,   34:33, 39:8, 41:9  Lane's Lexicon, Volume 8, pages:    31,  32"
Nun-Dal-Miim   ," to regret as repentance and penitence as a result of a sinful act.nadima vb. (1)  n.vb. 10:54, 34:33  pcple. act. 5:31, 5:52, 23:40,   26:157, 49:6  Lane's Lexicon, Volume 8, pages:    284"
Nun-Dal-Waw/Ya   ," proclaim, call, summon, invite, call anyone to convey something,   hail, call out, raising the voice, assemblynadi n.m. 29:29, 96:17nadiy n.m. 19:73nada vb. (3)  perf. act. 3:39, 5:58, 7:22,   7:44, 7:46, 7:48, 7:50, 11:42, 11:45, 19:3, 19:24, 19:52, 21:76, 21:83, 21:87,   21:89, 26:10, 28:46, 37:75, 37:104, 38:3, 38:41, 43:51, 43:77, 54:29, 68:48,   79:16, 79:23  impf. act. 3:193, 28:62, 28:65,   28:74, 41:47, 49:4, 50:41, 57:14  impv. 18:52  perf. pass. 7:43, 20:11, 27:8,   28:30, 62:9  impf. pass. 40:10, 41:44  n.vb. 2:171, 19:3  pcple. act. 3:193, 50:41tanada vb. (6) perf.   act. 68:21, 40:32  Lane's Lexicon, Volume 8, pages:    284"
Nun-Dhal/Thal-Ra   ," to dedicate, make a vow, warn, admonish, caution, promise voluntarily, offer   present. nadhiir - warner, one who informs and averts calamity, who cautions   and put one on guard. nadhara vb. (1)  perf. act. 2:270, 3:35, 19:26  n.vb. 2:270   , 22:29, 76:7nadhir n.m. (pl.   nudhur) 2:119, 5:19, 5:19,   7:184, 7:188, 11:2, 11:12, 11:25, 15:89, 17:105, 22:49, 25:1, 25:7, 25:51,   25:56, 26:115, 28:46, 29:50, 32:3, 33:45, 34:28, 34:34, 34:44, 34:46, 35:23,   35:24, 35:24, 35:37, 35:42, 35:42, 38:70, 41:4, 42:23, 46:9, 48:8, 51:50,   51:51, 53:56, 67:8, 67:9, 67:17, 67:26, 71:2, 74:36nudhr n.m. 77:6nudhur n.m. 10:101, 46:21, 53:56,   54:5, 54:16, 54:18, 54:21, 54:23, 54:30, 54:33, 54:36, 54:37, 54:39, 54:41andhara vb. (4)  perf. act. 2:6, 36:10, 41:13,   46:21, 54:36, 78:40, 92:14  impf. act. 2:6, 6:19, 6:92,   6:130, 7:2, 7:63, 7:69, 9:122, 18:2, 18:4, 19:97, 21:45, 28:46, 32:3, 35:18,   36:6, 36:10, 36:11, 36:70, 39:71, 40:15, 42:7, 42:7, 46:12  impv. 6:51, 10:2, 14:44,   16:2, 19:39, 26:214, 40:18, 71:1, 74:2  perf. pass. 18:56, 36:6, 46:3  impf. pass. 14:52, 21:45  pcple. act. 2:213, 4:165, 6:48,   13:7, 18:56, 26:194, 26:208, 27:92, 37:72, 38:4, 38:65, 44:3, 46:29, 50:2,   79:45  pcple. pass. 10:73, 26:173, 27:58,   37:73, 37:177  Lane's Lexicon, Volume 8, pages:    35,  36"
Nun-Dad-Dal   ," to pile up one over the other, set in order.nadada vb. (1) pcple.   pass. 11:82, 56:29nadid n.m. 50:10  Lane's Lexicon, Volume 8, pages:    61,  62"
Nun-Dad-Jiim   ," to be thoroughly burnt.nadija vb. (1) 3rd. f.   sing. perf.   act. 4:56  Lane's Lexicon, Volume 8, pages:    59,  60"
Nun-Dad-Kha   ," to sprinkle, gush out (spring).naddakh n.m. 55:66  Lane's Lexicon, Volume 8, pages:    61"
Nun-Dad-Ra ," to   be soft, beautiful, shining, fresh, bright, pleasant, splendid and plentiful   life, endow with brilliance. nadara vb. (1) pcple.   act. f. 75:22nadrah n.f. 76:11, 83:24  Lane's Lexicon, Volume 8, pages:    62,  63"
Nun-Fa-Ayn   ," to profit, do good, be useful, beneficial.nafAA vb. (1)  perf. act. 10:98, 87:9  impf. act. 2:102, 2:123, 2:164,   5:119, 6:71, 6:158, 10:18, 10:106, 11:34, 12:21, 13:17, 20:109, 21:66, 22:12,   25:55, 26:73, 26:88, 28:9, 30:57, 32:29, 33:16, 34:23, 40:52, 40:85, 43:39,   51:55, 60:3, 74:48, 80:4  n.vb. 2:219, 4:11, 5:76,   7:188, 10:49, 13:16, 20:89, 22:13, 25:3, 34:42, 48:11manafi n.f. (pl. of   manfa'ah) 2:219, 16:5, 22:28,   22:33, 23:21, 36:73, 40:80, 57:25  Lane's Lexicon, Volume 8, pages:  290"
Nun-Fa-Dal   ," to vanish, fail, cease, pass away, be exhausted, consumed, spent.nafida vb. (1)  perf. act. 18:109, 31:27  impf. act. 16:96, 18:109  n.vb. 38:54  Lane's Lexicon, Volume 8, pages:    76"
Nun-Fa-Dhal/Thal   ," to pierce a thing through (arrow), transpires, pass through, carry out   skillfully, go beyond.nafadha vb. (1)  impf. act. 55:53, 55:33  impv. 55:33  Lane's Lexicon, Volume 8, pages: 76,  77"
Nun-Fa-Ha   ," to spread its odour, blow, diffuse itself, strike any one slightly.nafhah n.f. 21:46  Lane's Lexicon, Volume 8, pages: 74,  75"
Nun-Fa-Kha   ," to blow with the mouth, breathe.nafakha vb. (1)  perf. act. 15:29, 21:91, 32:9,   38:72, 66:12  impf. act. 3:49, 5:110  impv. 18:96  perf. pass. 18:99, 23:101, 36:51,   39:68, 39:68, 50:20, 69:13  impf. pass. 6:73, 20:102, 27:87,   78:18nafkhah n.f. 69:13  Lane's Lexicon, Volume 8, pages:    75,  76"
Nuun-Fa-Lam ," give spoil, gift, voluntary   gift, accession/addition, something that exceeds the original, a deed beyond   what is obligatory.anfal n.m. (pl. of   nafal) 8:1, 8:1nafilah n.f. 17:79,   21:72  Lane's Lexicon, Volume 8, pages:  290"
Nun-Fa-Qaf   ," to be saleable, to come out of a hole, be exhausted (store), consumed,   spent, expenditure. To enter into another hole where there is another outlet,   so is a hypocrite who professes to believe first one thing and then another,   thus entering faith through one door and leaving it through another.nafaqan (n.acc.)   hole with another outlet, tunnel.nafaqatun (n.) worthy to be spent, expenditure.nafaqu (prt. 3rd p. m. plu. III) practised hypocrisy.nafaqa (v.) to profess hypocrisy, believe in one thing and then   another.munafiqun (m. plu. III acc.) those who are hypocrite.munafiqin (m. plu. III acc.) those who are hypocrite.munafiqat (f. plu. III) hypocrite womennifaq (v. n. III) hypocrisynifaqan (v. n. III acc.) hypocrisyanfaqa (perf. 3rd p. m. sing. IV) he had spentanfaqta (perf. 2nd p. m. sing. IV) thou hath spent.anfaqu (perf. 3rd p. m. plu. IV) they have spentanfaqtum (perf. 2nd p. m. plu. IV) Ye have spentyunfiqu (imp. 3rd p. m. sing. IV) spendstunfiquna (imp. 3rd p. m. plu. IV) Ye spendtunfiqu (imp. 2nd p. m. plu. IV acc.) Ye spendanfiqu prt. m. plu. IV) spendinfaq (v. n. ) spendingmunfiqina (m. plu.) those who spendnafaq n.m. 6:35nafaqah n.f. 2:270, 9:54, 9:121nafaqa vb. (3)  perf. act. 3:167, 59:11  n.vb. 9:77, 9:97, 9:101  pcple. act. 4:61, 4:88, 4:138,   4:140, 4:142, 4:145, 8:49, 9:64, 9:67, 9:67, 9:67, 9:68, 9:68, 9:73, 9:101,   29:11, 33:1, 33:12, 33:24, 33:48, 33:60, 33:73, 33:73, 48:6, 48:6, 57:13,   57:13, 63:1, 63:1, 63:7, 63:8, 66:9anfaqa vb. (4)  perf. act. 2:215, 2:262, 2:270,   4:34, 4:39, 8:63, 13:22, 18:42, 25:67, 34:39, 35:29, 57:7, 57:10, 57:10,   60:10, 60:10, 60:10, 60:11  impf. act. 2:3, 2:215, 2:219,   2:261, 2:262, 2:264, 2:265, 2:267, 2:272, 2:272, 2:272, 2:273, 2:274, 3:92,   3:92, 3:117, 3:134, 4:38, 5:64, 8:3, 8:36, 8:36, 8:60, 9:34, 9:54, 9:91, 9:92,   9:98, 9:99, 9:121, 14:31, 16:75, 22:35, 28:54, 32:16, 42:38, 47:38, 57:10,   63:7, 65:7, 65:7  impv. 2:195, 2:254, 2:267,   9:53, 36:47, 57:7, 63:10, 64:16, 65:6  n.vb. 17:100  pcple. act. 3:17  Lane's Lexicon, Volume 8, pages:  290"
Nun-Fa-Ra   ," to run away from fight, go forth from any business (as from war), march,   grow wild, restive.nafara vb. (1)  perf. act. 9:122  impf. act. 9:39, 9:81, 9:122  impv. 4:71, 4:71, 9:38, 9:41  n.vb. 17:41, 17:46, 25:60,   35:42, 67:21nafar n.m. 18:34, 46:29, 72:1nafir n.m. 17:6istanfara vb. (10)   pcple. act. 74:50  Lane's Lexicon, Volume 8, pages:    77,  78,    79"
Nun-Fa-Siin   ," was or became high in estimation, of high account or excellent, highly   prized/precious/valuable and therefore desired with much emulation or much   request, desired, it became loved or highly esteemed, console, cheer, envy.  Was or became avaricious/tenacious/niggardly of it because of its being in   high estimation or excellent, little to much good.  Brought forth (e.g. gave birth to a child), menstruated, blood.  Clear away grief/anxiety/sorrow, ease/relieve, delay.  Breath, gust, drew breath, sigh, spoke long (due to regular intake of breath),   become extended/long/increased, ability.  Soul/spirit, the vital principle, intellect/reason/mind, inner desire or   feeling, knowledge, pride, self-magnification, a state where there is ample   scope for action, 'willingly' when used as adverb,   nafs - soul of discrimination (mental) and   ruh - soul of breath (physical), oneself/itself, whole, essential   constituent, reality, sometimes ghayb and  nafs are synonymous, a   person/being/individual, quantity, man, life, soul + body, life-blood, body,   contention/thought/face/substance, heart, stomach, gulp, drought.  Brother or co-partner in faith/religion/relationship.Wide space, distance, width.Greatness, nobility, glory, scarcity, absoluteness,   unseen, hidden reality which is beyond human perception, intention, requital,   punishment. nafs n.f. (pl. anfus   and nufus) 2:9, 2:44, 2:48, 2:48,   2:54, 2:54, 2:57, 2:72, 2:84, 2:85, 2:87, 2:90, 2:102, 2:109, 2:110, 2:123,   2:123, 2:130, 2:155, 2:187, 2:207, 2:223, 2:228, 2:231, 2:233, 2:234, 2:234,   2:235, 2:235, 2:240, 2:265, 2:272, 2:281, 2:284, 2:286, 3:25, 3:28, 3:30,   3:30, 3:61, 3:61, 3:69, 3:93, 3:117, 3:117, 3:135, 3:145, 3:154, 3:154, 3:161,   3:164, 3:165, 3:168, 3:178, 3:185, 3:186, 4:1, 4:4, 4:29, 4:49, 4:63, 4:64,   4:65, 4:66, 4:79, 4:84, 4:95, 4:95, 4:97, 4:107, 4:110, 4:111, 4:113, 4:128,   4:135, 5:25, 5:30, 5:32, 5:32, 5:45, 5:52, 5:70, 5:80, 5:105, 5:116, 5:116,   6:12, 6:12, 6:20, 6:24, 6:26, 6:54, 6:70, 6:93, 6:98, 6:104, 6:123, 6:130,   6:130, 6:151, 6:152, 6:158, 6:164, 7:9, 7:23, 7:37, 7:42, 7:53, 7:160, 7:172,   7:177, 7:188, 7:189, 7:192, 7:197, 7:205, 8:53, 8:72, 9:17, 9:20, 9:35, 9:36,   9:41, 9:42, 9:44, 9:55, 9:70, 9:81, 9:85, 9:88, 9:111, 9:118, 9:120, 9:120,   9:128, 10:15, 10:23, 10:30, 10:44, 10:49, 10:54, 10:100, 10:108, 11:21, 11:31,   11:101, 11:105, 12:18, 12:23, 12:26, 12:30, 12:32, 12:51, 12:51, 12:53, 12:54,   12:68, 12:77, 12:83, 13:11, 13:16, 13:33, 13:42, 14:22, 14:45, 14:51, 16:7,   16:28, 16:33, 16:72, 16:89, 16:111, 16:111, 16:111, 16:118, 17:7, 17:14,   17:15, 17:25, 17:33, 18:6, 18:28, 18:35, 18:51, 18:74, 18:74, 20:15, 20:40,   20:41, 20:67, 20:96, 21:35, 21:43, 21:47, 21:64, 21:102, 23:62, 23:103, 24:6,   24:12, 24:61, 24:61, 25:3, 25:21, 25:68, 26:3, 27:14, 27:40, 27:44, 27:92,   28:16, 28:19, 28:33, 29:6, 29:40, 29:57, 30:8, 30:9, 30:21, 30:28, 30:28,   30:44, 31:12, 31:28, 31:34, 31:34, 32:13, 32:17, 32:27, 33:6, 33:37, 33:50,   34:19, 34:50, 35:8, 35:18, 35:32, 36:36, 36:54, 37:113, 39:6, 39:15, 39:41,   39:42, 39:53, 39:56, 39:70, 40:10, 40:17, 41:31, 41:46, 41:53, 42:11, 42:45,   43:71, 45:15, 45:22, 47:38, 48:10, 49:11, 49:15, 50:16, 50:21, 51:21, 53:23,   53:32, 57:14, 57:22, 58:8, 59:9, 59:9, 59:18, 59:19, 61:11, 63:11, 64:16,   64:16, 65:1, 65:7, 66:6, 73:20, 74:38, 75:2, 75:14, 79:40, 81:7, 81:14, 82:5,   82:19, 82:19, 86:4, 89:27, 91:7tanaffasa vb. (5) perf.   act. 81:18tanafasa vb. (6)  impf. act. 83:26  pcple. act. 83:26  Lane's Lexicon, Volume 8, pages:    80,  81,    82,    83"
Nun-Fa-Shiin   ," to card the pie or wool, scatter or pull into pieces (cotton or wool),   flatter, pasture, stray for food by night, pasture during the night without   shepherd (cattle).nafasha vb. (1)  perf. act. 21:78  pcple. pass. 101:5  Lane's Lexicon, Volume 8, pages:    83,  84"
Nun-Fa-Tha   ," to whisper (evil suggestions), below designed, occult endeavours, suggest a   thing into the heart, inspire or whisper into the mind, puff/blow without   spitting (e.g. blowing on knots), eject from the mouth, enchanting.naffathah int. n.f.   pl. 113:4  Lane's Lexicon, Volume 8, pages:    73"
Nun-Fa-Ya   ," to drive away, expel, ban, cast out, remove.nafa vb. (1) impf.   pass. 5:33  Lane's Lexicon, Volume 8, pages: 290,  291"
Nun-Ghayn-Dad   ," to move the head to another person as amazed, be wonder-struck, wag (the   heads), expressing wonder and disbelief.anghada vb. (4) impf.   act. 17:51  Lane's Lexicon, Volume 8, pages:    72"
Nun-ha-Jiim   ," to trace, follow (a way) or track, make chart, be clear, point out the way,   be opened, broaden (road). minhaaj - well defined way (a code in secular   matters), manifest, plainly defined, apparent and open road.minhaaj n.m. 5:48  Lane's Lexicon, Volume 8, pages:    110"
Nuun-ha-Ra ," to cause stream to flow,   repulse, reproach, flow abundantly, drive back, brow beat, chide, do in the   day time, day, daytime, daylight hours (from dawn to dusk).nahara vb. (1) impf.   act. 17:23, 93:10nahar n.m. (pl. anhar) 2:25, 2:74, 2:249,   2:266, 3:15, 3:136, 3:195, 3:198, 4:13, 4:57, 4:122, 5:12, 5:85, 5:119, 6:6,   7:43, 9:72, 9:89, 9:100, 10:9, 13:3, 13:35, 14:23, 14:32, 16:15, 16:31, 17:91,   18:31, 18:33, 20:76, 22:14, 22:23, 25:10, 27:61, 29:58, 39:20, 43:51, 47:12,   47:15, 47:15, 47:15, 47:15, 48:5, 48:17, 54:54, 57:12, 58:22, 61:12, 64:9,   65:11, 66:8, 71:12, 85:11, 98:8nahar n.m. 2:164, 2:274, 3:27,   3:27, 3:72, 3:190, 6:13, 6:60, 7:54, 10:6, 10:24, 10:45, 10:50, 10:67, 11:114,   13:3, 13:10, 14:33, 16:12, 17:12, 17:12, 20:130, 21:20, 21:33, 21:42, 22:61,   22:61, 23:80, 24:44, 25:47, 25:62, 27:86, 28:72, 28:73, 30:23, 31:29, 31:29,   34:33, 35:13, 35:13, 36:37, 36:40, 39:5, 39:5, 40:61, 41:37, 41:38, 45:5,   46:35, 57:6, 57:6, 71:5, 73:7, 73:20, 78:11, 91:3, 92:2  Lane's Lexicon, Volume 8, pages:    111,    112"
Nun-ha-Waw/Ya   ," to prevent, forbid, chide away, prohibit, make one to stop from, restrain,   interdict, hinder, desist, refrain.naha vb. (1)  perf. act. 7:20, 22:41, 59:7,   79:40  impf. act. 3:104, 3:110, 3:114,   5:63, 6:26, 7:22, 7:157, 7:165, 9:67, 9:71, 11:62, 11:88, 11:116, 15:70,   16:90, 29:45, 60:8, 60:9, 96:9  impv. 31:17  perf. pass. 4:161, 6:28, 6:56,   7:166, 40:66, 58:8, 58:8  impf. pass. 4:31  pcple. act. 9:112muntaha n.m. 53:14, 53:42, 79:44nuha n.m. 20:54, 20:128tanaha vb. (6) impf.   act. 5:79intaha vb. (8)  perf. act. 2:192, 2:193, 2:275,   8:39  impf. act. 5:73, 8:19, 8:38,   9:12, 19:46, 26:116, 26:167, 33:60, 36:18, 96:15  impv. 4:171, 59:7  pcple. act. 5:91  Lane's Lexicon, Volume 8, pages:    109,  293"
Nun-Ha-Ba   ," to weep/cry/wail, vow, travel at a quick pace.nahaba vb. (1) n.vb. 33:23  Lane's Lexicon, Volume 8, pages:    26,  27"
Nun-Ha-Lam ," to   make a gift, dower a woman, make a wedding gift, free gift. nihlatun -   unasked, willingly, cheerfully and as agreed gift, without demand and without   expecting a return for it. It is distinguishable from hibah (free gift), as   every hibah is a nihlah but not every nihlah is a hibah.nahl n.com. 16:68nihlah n.f. 4:4  Lane's Lexicon, Volume 8, pages:    283"
Nun-Ha-Ra ," t   slaughter, sacrifice, injure the jugular vein, put hand on upper part of   chest.nahara vb. (1) impv. 108:2  Lane's Lexicon, Volume 8, pages:    28,  29"
Nun-Ha-Siin   ," to be fatal, red like copper, ill-luck, inauspicious.nahs n.m. 41:16, 54:19nuhas n.m. 55:35  Lane's Lexicon, Volume 8, pages:    29"
Nun-Ha-Ta ," to   scrape, carve, prepare by scraping, cut, shape, emicate.nahata vb. (1) impf.   act. 7:74, 15:82, 26:149,   37:95  Lane's Lexicon, Volume 8, pages:    27,  28"
Nun-Jiim-Dal   ," to overcome, prevail over, become manifest.najd n.m. 90:10  Lane's Lexicon, Volume 8, pages:    20,  21,    22"
Nuun-Jiim-Lam ," evangel, to become  verdant,   disclose/manifest, have wide/large eyes.anjala: to   pasture (cattle) on herbage.minjal:   luxuriant (robes),  clever camel-driver.Has been implied to mean ""good news"" due to 61:6.   Much of the message of Jesus is implied to have been forgotten by his people,   see 5:14.wide wound, reaping hook, toothed/serrated/plain   edge.injil n.com. 3:3, 3:48, 3:65, 5:46,   5:47, 5:66, 5:68, 5:110, 7:157, 9:111, 48:29, 57:27  Lane's Lexicon, Volume 8, pages:    282"
Nun-Jiim-Miim   ," to appear/rise/begin, accomplish, ensue, proceed.najm n.m. (pl. nujum) 6:97, 7:54, 16:12,   16:16, 22:18, 37:88, 52:49, 53:1, 55:6, 56:75, 77:8, 81:2, 86:3  Lane's Lexicon, Volume 8, pages:    282"
Nun-Jiim-Siin   ," to be unclean, impure/filthy/dirty. It is of two kinds: one that can be seen   by sight (basaarat) the other that can be perceived by intelligence (basiirat).najisa vb. (1) n.vb. 9:28  Lane's Lexicon, Volume 8, pages:    24,  25"
Nun-Jiim-Waw   ," to be saved, delivered, rescued, escape, go free. najaa/najwan - to whisper   (a secret), confide.naja vb. (1)  perf. act. 12:45, 28:25  n.vb. (1) 40:41  n.vb. (2) 4:114, 9:78, 17:47,   20:62, 21:3, 43:80, 58:7, 58:8, 58:10, 58:12, 58:13  pcple. act. 12:42najiy n.m. 12:80, 19:52najja vb. (2)  perf. act. 2:49, 7:89, 10:73, 11:58, 11:58, 11:66, 11:94, 17:67, 20:40, 21:71,   21:74, 21:76, 21:88, 23:28, 26:170, 29:65, 31:32, 37:76, 37:115, 37:134,   41:18, 44:30, 54:34  impf. act. 6:63, 6:64, 10:92, 10:103, 19:72, 29:32, 39:61  impv. 10:86, 26:118, 26:169, 28:21, 66:11, 66:11  perf. pass. 12:110  pcple. act. 15:59, 29:33naja vb. (3) perf. act.   58:12anja vb. (4)  perf. act. 2:50, 6:63, 7:64, 7:72, 7:83, 7:141, 7:165, 10:22, 10:23, 11:116,   14:6, 20:80, 21:9, 26:65, 26:119, 27:53, 27:57, 29:15, 29:24  impf. act. 10:103, 21:88, 61:10, 70:14tanaja vb. (6)  perf. act. 58:9  impf. act. 58:8, 58:9  impv. 58:9  Lane's Lexicon, Volume 8, pages:  18,  19,    282,    283"
Nun-Kaf-Ba   ," to go a side, swerve from, render unhappy (circumstances), blow oblique   (wind), defend, protect, incline, hurt, throw a thing away, deviate, turn   aside.nakaba vb. (1) pcple.   act. 23:74manakib n.m. (pl. of   mankib) 67:15  Lane's Lexicon, Volume 8, pages:    98,  99,    100"
Nun-Kaf-Dal   ," to be hard, painful, refuse what is asked, niggardly, have little water with   little and scattered sowing (farm).nakid n.m. 7:58  Lane's Lexicon, Volume 8, pages:    102,  103"
Nun-Kaf-Fa   ," to refuse/reject, abstain from, disdain, feel too proud.istankafa vb. (10)  perf. act. 4:173  impf. act. 4:172, 4:172  Lane's Lexicon, Volume 8, pages:    292"
Nun-Kaf-Ha   ," to tie, make a knot, contract, to marry, marriage.nakaha vb. (1)  perf. act. 4:22, 33:49  impf. act. 2:221, 2:230, 2:232,   4:22, 4:25, 4:127, 24:3, 24:3, 33:53, 60:10  impv. 4:3, 4:25  n.vb. 2:235, 2:237, 4:6,   24:33, 24:60ankaha vb. (4)  impf. act. 2:221, 28:27  impv. 24:32istankaha vb. (10)   impf. act. 33:50  Lane's Lexicon, Volume 8, pages:    101,  102"
