Root,Meanings
Jiim-Dal-Lam ," To twist something firmly, make something firm or strong or   compact, become hard and strong, contend or litigate in an altercation/dispute   vehemently or violently, throw someone down, according to later usage   (of the lawyers) to compare evidences [in a discussion with another   person or other persons] in order that it might appear which of those   evidences was preponderant, compete in disputation or contention and in   striving to overcome [thereby], build or construct, rule a thing with lines   [such as a book is ruled round a page].jadal n.m. 18:54, 43:58jadala vb. (3)  perf. act. 4:109, 11:32, 22:68, 40:5  impf. act. 4:107, 4:109, 6:25,   6:121, 7:71, 8:6, 11:74, 13:13, 16:111, 18:56, 22:3, 22:8, 29:46, 31:20, 40:4,   40:35, 40:56, 40:69, 42:35, 58:1  impv. 16:125  n.vb. 2:197, 11:32Lane's Lexicon,   Volume 2, page:    27,    28,    29"
Jiim-Dal-Ra ," To enclose, build a wall of enclosure, come forth or breakout,   to become suitable or fit or competent or worthy, raise a thing high,   construct a thing firmly or strongly and raise it high, renew or redo a thing   after it had gone or become obliterated.jadir n.m. (comp. adj.   ajdar) 9:97jidar n.m. (pl. judur) 18:77, 18:82, 59:14Lane's Lexicon,   Volume 2, page:    25,    26"
Jiim-Dal-Tha ," Make for oneself a grave or sepulchre; a grave or sepulchre.ajdath n.m. (pl. of   jadath) 36:51, 54:7, 70:43Lane's Lexicon,   Volume 2, page:    24,    25"
Jiim-Fa-Alif ," To cast forth foam or scum, to throw or heave, cast froth, to   be worthless or useless.jufa n.m. 13:17Lane's Lexicon,   Volume 2, page:    71,    72"
Jiim-Fa-Nun ," To prepare a bowl of food, eyelid [both upper and lower], case   or receptacle [such as scabbard or sheath of a sword], a kind of bowl [a   receptacle for food], a wine.jifan n.f. (pl. of jafnah) 34:13Lane's Lexicon,   Volume 2, page:    70,    71"
Jiim-Fa-Waw ," To be restless or uneasy, to not cleave or keep to a place   or thing, become withdrawn or removed from a place or thing, recoil or shrink   or be averse from something, to be thick or coarse or rough, thick/gross/rude   of make/nature/disposition, to be or become   burdensome/heavy/onerous/oppressive, avoid or turn away from someone, shun or   drive someone away, withdraw or move to a far distance from someone, do evil   to someone, do a thing to someone that which he hates or displeases or vexes   him, to fatigue someone driving him vehemently without food or rest, turn from   side to side, treat or behave towards someone harshly or uncivilly.tajafa vb. (6) perf. act. 32:16Lane's Lexicon,   Volume 2, page:    71,    72"
Jiim-ha-Dal ," To strive or labour or toil, exert oneself or his power or   efforts, employ oneself vigorously or diligently or studiously, take extra   pains, put oneself to trouble or fatigue, examine someone or something, to   burden or weaken or fatigue beyond one's power, churn and extract from a   thing, very eagerly desire or long for something, lay upon or compress, become   manifest, to fight for a cause, be in a state of extreme difficulty or   trouble, meditate upon something, to overload (such as a camel or cattle),   strive after, struggle against difficulties.jahada vb. (1)  n.vb. 5:53, 6:109, 16:38,   24:53, 35:42juhd n.m. 9:79jahada vb. (3)  perf. act. 2:218, 3:142, 8:72, 8:74,   8:75, 9:16, 9:19, 9:20, 9:88, 16:110, 29:6, 29:8, 29:69, 31:15, 49:15  impf. act. 5:54, 9:44, 9:81, 29:6,   61:11  impv. 5:35, 9:41, 9:73, 9:86,   22:78, 22:52, 66:9  n.vb. 9:24, 22:78, 22:52, 60:1  pcple. act. 4:95, 4:95, 4:95, 47:31Lane's Lexicon,   Volume 2, page:    109,    110"
Jiim-ha-Lam   ," To be   ignorant, not know of a thing, to be silly or foolish, boil vehemently,   pretend ignorance, feign ignorance, reckon or esteem someone, cause commotion   or unsteadiness, display wrong conduct, to be void of knowledge, believe a   thing to be different from what it is in reality, do a thing in a manner   different from that in which it ought to be done, proceed without knowledge,   to ignore a thing, to be pagan.jahila vb. (1)  impf. act. 6:111, 7:138, 11:29,   27:55, 46:23  pcple. act. 2:67, 2:273, 6:35, 7:199,   11:46, 12:33, 12:89, 25:63, 28:55, 39:64jahalah n.f. 4:17, 6:54, 16:119, 49:6jahiliyah n.f. 3:154, 5:50, 33:33, 48:26jahul n.m. 33:72Lane's Lexicon,   Volume 2, page:    113,    114"
Jiim-ha-Nun-Miim ," Hell or Hell-fire, name of the fire with which GOD will punish   in the life to come, proper name of the abode of punishment.jahannam n.f. 2:206, 3:12, 3:162,   3:197, 4:55, 4:93, 4:97, 4:115, 4:121, 4:140, 4:169, 7:18, 7:41, 7:179, 8:16,   8:36, 8:37, 9:35, 9:49, 9:63, 9:68, 9:73, 9:81, 9:95, 9:109, 11:119, 13:18,   14:16, 14:29, 15:43, 16:29, 17:8, 17:18, 17:39, 17:63, 17:97, 18:100, 18:102,   18:106, 19:68, 19:86, 20:74, 21:29, 21:98, 23:103, 25:34, 25:65, 29:54, 29:68,   32:13, 35:36, 36:63, 38:56, 38:85, 39:32, 39:60, 39:71, 39:72, 40:49, 40:60,   40:76, 43:74, 45:10, 48:6, 50:24, 50:30, 52:13, 55:43, 58:8, 66:9, 67:6,   72:15, 72:23, 78:21, 85:10, 89:23, 98:6Lane's Lexicon,   Volume 2, page:    114"
Jiim-ha-Ra ," become   plain/open/apparent/public/loud/discovered, become great/bulky,  pleasingness/goodliness, clear out   nearly/entirely, strove to overcome/surpassjahara vb. (1)  perf. act. 13:10  impf. act. 17:110, 20:7, 49:2  impv. 67:13  n.vb. 4:148, 6:3, 7:205, 16:75,   21:110, 49:2, 87:7jahrah n.f. (adv) 2:55, 4:153, 6:47jahara vb. (3) n.vb. 71:8Lane's Lexicon,   Volume 2, page:    110,    111,    112"
Jiim-ha-Zay ," To equip or furnish, to supply or provide, to prepare, to   despatch, to hasten and complete, to fit out.jihaz n.m. 12:59, 12:70jahhaza vb. (2) perf.   act. 12:59, 12:70Lane's Lexicon,   Volume 2, page:    112"
Jiim-Ha-Dal ," To deny or disacknowledge a thing, to be niggardly or   avaricious, poor or possess little good, dissipated or dispersed, little in   quantity, scanty.jahada vb. (1)  perf. act. 11:59, 27:14  impf. act. 6:33, 7:51, 16:71, 29:47,   29:49, 31:32, 40:63, 41:15, 41:28, 46:26Lane's Lexicon,   Volume 2, page:    17"
Jiim-Ha-Miim ," To kindle a fire, make to burn, burn up, burn brightly or   fiercly, open the eye, to abstain/refrain/desist/forbear, advance or go   forward, recede or draw back [This verb bears contradictory significations],   near to destroying or killing, burn with vehemence of desire/covetousness and   niggardliness, straitened in disposition, tenacious or stingy, blazing or   flaming, vehemently hot.jahim n.f. 2:119, 5:10, 5:86, 9:113,   22:51, 26:91, 37:23, 37:55, 37:64, 37:68, 37:97, 37:163, 40:7, 44:47, 44:56,   52:18, 56:94, 57:19, 69:31, 73:12, 79:36, 79:39, 81:12, 82:14, 83:16, 102:6Lane's Lexicon,   Volume 2, page:    20"
Jiim-Lam-Ba ," To drive/bring/convey/transport, to draw/attract/procure a   thing, gain or earn, seek after or seek to gain, to raise cries/shouts/noises,   chide or urge on, to threaten, bring together/assemble/gather/collect, commit   a crime or offence, to heal, to help/aid or assist, take or borrow, to seek or   demand, to cover or clad oneself.ajlaba vb. (4) impv. 17:64Lane's Lexicon,   Volume 2, page:    74,    75,    76,    77"
Jiim-Lam-Ba-Ba ," Woman's outer wrapping garment, that which envelopes the whole   body, wide garment for a woman, dominion or sovereignty or rule.jalabib (pl. of jilbab) 33:59"
Jiim-Lam-Dal ," To hit/hurt/beat the skin, to strike, flog with a whip, fall   down, to compel, to be hardy/strong/sturdy, to be enduring or patient, to   contend with someone, constrain/compel/necessitate.jalada vb. (1)  impv. 24:2, 24:4  n.vb. 24:2, 24:4julud n.m. (pl. of jild) 4:56, 4:56, 16:80, 22:20,   39:23, 39:23, 41:20, 41:21, 41:22Lane's Lexicon,   Volume 2, page:    78,    79"
Jiim-Lam-Lam   ," To be   thick/gross/coarse/rough, rugged/rude/big/bulky, to be great (in size or   estimation or rank or dignity), independent, glorious, majestic, to be old or   advanced in age, also to be young or not of fit age [thus the verb bears two   contradictory significations], firm or sound in judgement, to be eminent,   noble or dignified, honourable, mighty, take the main part or portion of a   thing, mount/ascend upon/cover a thing, to be exalted or magnificent, give   much or many, to move about or shuffle a thing, sink or become depressed,   sever/distressing/momentous/formidable.jalal n.m. 55:27, 55:78Lane's Lexicon,   Volume 2, page:    72,    73,    74"
Jiim-Lam-Siin ," To sit, to sit cross-legged, sit in company with someone or   others.majalis n.m. (pl. of   majlis) 58:11Lane's Lexicon,   Volume 2, page:    79,    80"
Jiim-Lam-Ya ," To be clear/unobscured/exposed to view/displayed/laid   open/disclosed/uncovered, to be plainly   apparent/obvious/evident/manifest/notorious, to go forth or emigrate,   disperse, leave a place, to flee a place, declare or explain, remove/clear   off/polish/furbish, to expel/exile/banish, drive one away, to hasten, be   distant or remote, to raise or place in a high position, to be well   known/notable/celebrated, bald in the fore part of the head or half of the   head.jala n.m. 59:3jalut n. 2:249, 2:250, 2:251jalla vb. (2)  perf. act. 91:3  impf. act. 7:187tajalla vb. (5) perf.   act. 7:143, 92:2Lane's Lexicon,   Volume 2, page:    82,    83,    84"
Jiim-Miim-Ayn ," To collect or gather, bring together, to contract, assemble or   congregate, unite or connect or form a connection, bring into a state of   union, reconcile or conciliate, put on a thing [such as clothing article], to   compose/arrange/settle, to pray in congregation, determine/resolve/decide upon   a thing, agree or unite in opinion, prepare or make a thing ready, dry up a   thing, conspire or league with another, coexist with one, to be   compact/compressed/contracted, exert one's energy, to compromise or comprehend   or contain, enter or go into, to meet or be in company with another.jamAAa vb. (1)  perf. act. 3:25, 3:173, 6:35, 18:99,   20:60, 70:18, 77:38, 104:2  impf. act. 3:157, 4:23, 4:87, 5:109,   6:12, 10:58, 34:26, 42:15, 43:32, 45:26, 64:9, 75:3  perf. pass. 26:38, 75:9  n.vb. 7:48, 18:99, 42:7, 42:29,   64:9, 75:17  pcple. act. 3:9, 4:140, 24:62  pcple. pass. 11:103, 56:50ajmAAun n.com. (pl. of   ajmAA) 2:161, 3:87, 6:149, 7:18,   7:124, 11:119, 12:93, 15:30, 15:39, 15:43, 15:59, 15:92, 16:9, 21:77, 26:49,   26:65, 26:95, 26:170, 27:51, 32:13, 37:134, 38:73, 38:82, 38:85, 43:55, 44:40jam n.m. 3:155, 3:166, 8:41,   26:61, 28:78, 54:45, 100:5jami n.m. 2:29, 2:38, 2:148, 2:165,   3:103, 4:71, 4:139, 4:140, 4:172, 5:17, 5:32, 5:32, 5:36, 5:48, 5:105, 6:22,   6:128, 7:38, 7:158, 8:37, 8:63, 10:4, 10:28, 10:65, 10:99, 11:55, 12:83,   13:18, 13:31, 13:31, 13:42, 14:8, 14:21, 17:103, 20:123, 24:31, 24:61, 26:56,   34:40, 35:10, 36:32, 36:53, 39:44, 39:47, 39:53, 39:67, 45:13, 54:44, 58:6,   58:18, 59:14, 59:14, 70:14jamu'ah n.f. 62:9majma n.m. 18:60, 18:61ajma'a vb. (4)  perf. act. 12:15, 12:102  impv. 10:71, 20:64ijtama'a vb. (8)  perf. act. 17:88, 22:73  pcple. act. 26:39Lane's Lexicon,   Volume 2, page:    91,    92,    93,    94,    95"
Jiim-Miim-Dal ," To congeal/freeze/become solid, to become dry, to be fixed or   stationary, incapable of growth, lifeless or dead, to be stagnant, to be   niggardly, possess little good, to be stupid or inert.jamada vb. (1) pcple.   act. 27:88Lane's Lexicon,   Volume 2, page:    87,    88"
Jiim-Miim-Ha ," Overcome or gain mastery over someone, break loose, run away,   go at random without any certain aim so as not to be turned by anything, to be   refractory, to be quick or swift, to be brisk/lively/sprightly, to go   heedlessly without consideration or certain aim and not obeying a guide to the   right course, to hasten or go quickly, run like horses that overcame their   riders and run away so as not to be governed by them, go forth from a place   with out permission, follow one's own natural desire without consideration and   not obeying a guide to the right course or conduct.jamaha vb. (1) impf. act. 9:57Lane's Lexicon,   Volume 2, page:    86,    87"
Jiim-Miim-Lam ," To collect a thing or things, to be beautiful, comely in   person, good in action/behaviour/moral character, to be moderate, to be   pleasing/kind, handsome, decorous/honourable/gracious, to be elegant, to   aggregate or make something complete, [Jaml] male camel; ship; palm tree;   large sea fish or whale; twisted rope.jamal n.m. 7:40, 77:33jamal n.m. 16:6jamil n.m. (adj) 12:18, 12:83, 15:85,   33:28, 33:49, 70:5, 73:10jumlah n.f. 25:32Lane's Lexicon,   Volume 2, page:    95,    96,    97"
Jiim-Miim-Miim ," To be much or abundant, to be many, full or filled, let   collect, draw near, come to pass, to recover [such as from fatigue], to   relieve or rest, to be indinstinctive, conceal or not reveal a thing, hold   back or not dare to do a thing, run again after any run, to go much, to be   satiated or satisfied [such as with food or drink], greater or greatest in   quantity and in number.jamm n.m. 89:20Lane's Lexicon,   Volume 2, page:    84,    85,    86"
Jiim-Nun-Ba ," To break or hit or hurt one's side, to lead one by his side,   place or put a thing aside, to remove or send a thing far away or far off,   estrange or alienate someone, descend and abode/settle as a stranger among   people, to be remote/distant/far off/aloof from someone, shun or avoid   someone, alienate or estrange oneself from someone, to be under the obligation   of performing a total bath or ablution (by reason of sexual intercourse and   semenal discharge), to be lateral or adjacent to someone or to a thing, walk   by the side of another, to be gentle/compliant/easy to deal with, to be much   of.janaba vb. (1)  impv. 14:35janb n.m. (pl. junub) 3:191, 4:36, 4:103, 9:35,   10:12, 22:36, 32:16, 39:56janib n.m. 17:68, 17:83, 19:52,   20:80, 28:29, 28:44, 28:46, 37:8, 41:51junub n.m. 4:36, 4:43, 5:6, 28:11jannaba vb. (2) impf.   pass. 92:17tajannaba vb. (5) impf.   act. 87:11ijtanaba vb. (8)  perf. act. 39:17  impf. act. 4:31, 42:37, 53:32  impv. 5:90, 16:36, 22:30,   22:30, 49:12Lane's Lexicon,   Volume 2, page:    100,    101,    102,  103,    104"
Jiim-Nun-Dal ," Collect or assemble [armies, military forces], prepare an army,  Jundun [collected body of men prepared for war; auxiliaries].jund n.m. (pl. junud) 2:249, 2:249, 2:250,   9:26, 9:40, 10:90, 19:75, 20:78, 26:95, 27:17, 27:18, 27:37, 28:6, 28:8,   28:39, 28:40, 33:9, 33:9, 36:28, 36:75, 37:173, 38:11, 44:24, 48:4, 48:7,   51:40, 67:20, 74:31, 85:17Lane's Lexicon,   Volume 2, page:    105,    106"
Jiim-Nun-Fa ," To incline or decline (in speech and all affairs), decline or   deviate from the right course, act wrongfully/unjustly/tyrannically, deviate   from that which is right, act unjustly or wrongfully in judgement, incline to   a wrong course or decline from the right course, carry oneself in a proud and   self-conceited manner.janifa vb. (1) n.vb. 2:182tajanafa vb. (6) pcple.   act. 5:3Lane's Lexicon,   Volume 2, page:    107"
Jiim-Nun-Ha   ," to lean/incline, to bend/stoop, side.  ribs of the breast, upper/anterior ribs next to the breast/heart (so-called   because they incline over the heart), something one uses to lean on/to one   side (upper-arm, shoulder, elbow, hand),  wing/power, ""lower your wing"" is an idiomatic metaphor for   love/tenderness/humility, evocative of a bird that lovingly spreads its wings   over its offspring in the nest, shadow/shelter/protection, armpit,  assistant,  going quickly/swiftly (said of an animal due to them leaning forward as they   run),  a sin or crime, act of disobedience/blame.janaha vb. (1)  perf. act. 8:61  impv. 8:61janah n.com. (pl. ajnihah) 6:38, 15:88, 17:24,   20:22, 26:215, 28:32, 35:1junah n.m. 2:158, 2:198, 2:229,   2:230, 2:233, 2:233, 2:234, 2:235, 2:236, 2:240, 2:282, 4:23, 4:24, 4:101,   4:102, 4:128, 5:93, 24:29, 24:58, 24:60, 24:61, 33:5, 33:51, 33:55, 60:10Lane's Lexicon,   Volume 2, page:    104,    105"
Jiim-Nun-Nun (root of jinn) ,"   veiled/concealed/covered/hid/protected (e.g. cloth,   armour, grave, shield), invisible, become dark/posessed,   darkness of night, bereft of reason, mad/insane/unsound in mind/intellect,   confusedness.  Become thick/full-grown/blossom, herbage, garden.  Spiritual beings that conceal themselves from the senses (including angels),   become weak and abject, greater part of mankind, devil/demon, people who are   peerless having no match or equal, a being who is highly potent, sometimes   refers to Kings because they are concealed from the common folkjanna vb. (1)  perf. act. 6:76  pcple. act. 15:27, 55:15, 55:39,   55:56, 55:74  pcple. pass. 15:6, 26:27, 37:36,   44:14, 51:39, 51:52, 52:29, 54:9, 68:2, 68:51, 81:22ajinnah n.m. (pl. of   janin) 53:32jann n.m. 27:10, 28:31jannah n.f. 2:25, 2:35, 2:82, 2:111,   2:214, 2:221, 2:265, 2:266, 3:15, 3:133, 3:136, 3:142, 3:185, 3:195, 3:198,   4:13, 4:57, 4:122, 4:124, 5:12, 5:65, 5:72, 5:85, 5:119, 6:99, 6:141, 7:19,   7:22, 7:27, 7:40, 7:42, 7:43, 7:44, 7:46, 7:49, 7:50, 9:21, 9:72, 9:72, 9:89,   9:100, 9:111, 10:9, 10:26, 11:23, 11:108, 13:4, 13:23, 13:35, 14:23, 15:45,   16:31, 16:32, 17:91, 18:31, 18:32, 18:33, 18:35, 18:39, 18:40, 18:107, 19:60,   19:61, 19:63, 20:76, 20:117, 20:121, 22:14, 22:23, 22:56, 23:19, 25:8, 25:10,   25:15, 25:24, 26:57, 26:85, 26:90, 26:134, 26:147, 29:58, 31:8, 32:19, 34:15,   34:16, 34:16, 35:33, 36:26, 36:34, 36:55, 37:43, 38:50, 39:73, 39:74, 40:8,   40:40, 41:30, 42:7, 42:22, 43:70, 43:72, 44:25, 44:52, 46:14, 46:16, 47:6,   47:12, 47:15, 48:5, 48:17, 50:9, 50:31, 51:15, 52:17, 53:15, 54:54, 55:46,   55:54, 55:62, 56:12, 56:89, 57:12, 57:21, 58:22, 59:20, 59:20, 61:12, 61:12,   64:9, 65:11, 66:8, 66:11, 68:17, 68:34, 69:22, 70:35, 70:38, 71:12, 74:40,   76:12, 78:16, 79:41, 81:13, 85:11, 88:10, 89:30, 98:8jinn n.m. (coll) 6:100, 6:112, 6:128,   6:130, 7:38, 7:179, 17:88, 18:50, 27:17, 27:39, 34:12, 34:14, 34:41, 41:25,   41:29, 46:18, 46:29, 51:56, 55:33, 72:1, 72:5, 72:6jinnah (1) n.f. 11:119, 32:13, 37:158,   37:158, 114:6jinnah (2) n.f. 7:184, 23:25, 23:70,   34:8, 34:46junnah n.f. 58:16, 63:2Lane's Lexicon,   Volume 2, page:    98,    99,    100"
Jiim-Nun-Ya ," To gather or take from a thing, to collect from a thing, to   acquire, commit a crime/offence/injurious action against someone, attain   maturity.jana n.m. 55:54janiy n.m. 19:25Lane's Lexicon,   Volume 2, page:    108,    109"
Jiim-Ra-Ayn ," To swallow, swallow it (water) at once, drink or sip little by   little, repress or restrain wrath or rage.tajarra'a vb. (5) impf.   act. 14:17Lane's Lexicon,   Volume 2, page:    46,    47"
