Root,Meanings
Ba-Dal-Ayn,"   creator, innovation, new, invent.badi n.m.2:117, 6:101bid n.m.46:9ibtada'a vb. (8) perf. act.57:27LL, V1, p: 203, 204"
Ba-Dal-Lam   ," changing/altering -> with or without substitution, replacing/exchanging.badal n.m. 18:50baddala vb. (2)perf. act. 2:59, 2:181, 4:56, 7:95, 7:162, 14:28, 16:101, 27:11, 33:23, 34:16, 76:28impf. act. 2:181, 2:211, 10:15, 24:55, 25:70, 40:26, 48:15, 56:61, 70:41impv. 10:15impf. pass. 14:48, 50:29n.vb. 10:64, 30:30, 33:23, 33:62, 35:43, 48:23, 76:28pcple. act. 6:34, 6:115, 18:27abdala vb. (4) impf. act. 18:81, 66:5, 68:32tabaddala vb. (5)perf. act. 33:52impf. act. 2:108, 4:2istabdala vb. (10)impf. act. 2:61, 9:39, 47:38n.vb. 4:20LL, V1, p: 204, 205"
Ba-Dal-Nun ,"   become big/bulky/big-bodied, corpulent, become aged/weak/heavy, coat of mail,   body without head/arms/legs, body without soul, cow/camel/bull/goat, animals   of sacrifice/slaughter.badan n.m. 10:92budn n.m. (pl. of badanah) 22:36LL, V1, p: 205, 206"
Ba-Dal-Ra ," become   full/grown/round, attained maturity, hastened/strove to be first, thing/event   came/happened to him speedily, a place in which wheat/grain is trodden out.badr n. 3:123bidar n.m. 4:6LL, V1, p: 202, 203"
Ba-Dal-Waw   ,"  Appearing/being   apparent/open/manifest/plain/evident/shown  Desert/dwelling or abode in the desert, belonging/relating to the desert  Going to encounter in battle or war/showing open enmity, hostility  Imitating people of the desert  In the first place, first of a thing  Truffles or dust on earth  Either side of a valley  Various opinions arising in the mind.bada vb. (1)perf. act. 3:118, 6:28, 7:22, 12:35, 20:121, 39:47, 39:48, 45:33, 60:4pcple. act. 11:27, 22:25, 33:20badw n.m. 12:100abda vb. (4)impf. act. 2:33, 2:271, 2:284, 3:29, 3:154, 4:149, 5:99, 6:91, 7:20, 12:77, 24:29, 24:31, 24:31, 28:10, 33:54impf. pass. 5:101, 5:101pcple. act. 33:37LL, V1, p: 207, 208, 209"
Ba-Dad-Ayn   ,"Flesh/meat: cutting   of ->slitting, lengthwise, several pieces, cut off in a lump  Article of merchandise, giving or receiving merchandise occurring in trade,   person carrying merchandise  Number from 1-10 or from 11-20 mutually exclusive, from 3 - 9 (Kur) or an undefined   number  Sound of cutting swords/whips, sword cutting off a piece of what it strikes  Lancet/bowbid n.m. 12:42, 30:4bida'ah n.f. 12:19, 12:62, 12:65, 12:65, 12:88LL, V1, p: 250, 251, 252"
Ba-Gh-Dad   ,"  Becoming hateful,   odious or an object of hatred  Fortune or good fortune, also befalling someone  Showing hatred, hating or hatedbaghda n.f. 3:118, 5:14, 5:64, 5:91, 60:4LL, V1, p: 266, 267"
Ba-Ghayn-Lam   ,"Affecting or showing   stupidity, dullness or want of intelligence  Being submissive, humble  Big, thick, rude, hard, strong, sturdy in body or physically  Animals going in a gentle manner  Mule(s)baghl n.m. (pl. bighal) 16:8LL, V1, p: 267"
Ba-Ghayn-Ta   ,"Suddenly, unexpectedly,   unawares, surprisingly or with previous cause  A festival, namely Easter  Confounded, perplexed or unable to see straightbaghtah n.f. 6:31, 6:44, 6:47, 7:95, 7:187, 12:107, 21:40, 22:55, 26:202, 29:53, 39:55, 43:66, 47:18LL, V1, p: 265, 266"
Ba-Ghayn-Ya   ,"  Sought for or after,   desired, endeavored to find and take and get (good or evil)  Loving or affecting a thing  Acting wrongfully, injuriously or tyrannically  Seeking or endeavoring to act corruptingly, wrongly and/or unjustly, insolent/disobedient  Exceeding due bounds or just limits in any way  Not right, proper or fit  Prostitute or adulteress, unchaste [e.g. 19:20, 19:28,   24:33]  Not seeking what one should not seek  Seeking game or prey  Place where a thing is sought, way or manner in which a thing is soughtbagha vb. (1)perf. act. 28:76, 38:22, 42:27, 49:9impf. act. 3:83, 3:99, 4:34, 5:50, 6:164, 7:45, 7:86, 7:140, 9:47, 10:23, 11:19, 12:65, 14:3, 18:64, 18:108, 28:77, 38:24, 42:42, 49:9, 55:20perf. pass. 22:60n.vb. 2:90, 2:213, 3:19, 6:146, 7:33, 10:23, 10:90, 16:90, 42:14, 42:39, 45:17pcple. act. 2:173, 6:145, 16:115baghiy n.f. 19:20, 19:28bigha n.m. 24:33inbagha vb. (7)impf. act. 19:92, 25:18, 26:211, 36:40, 36:69, 38:35ibtagha vb. (8)perf. act. 9:48, 17:42, 23:7, 33:51, 70:31impf. act. 2:198, 3:85, 4:24, 4:94, 4:139, 5:2, 6:35, 6:114, 16:14, 17:12, 17:57, 17:66, 24:33, 24:33, 28:55, 28:73, 30:46, 35:12, 45:12, 48:29, 59:8, 66:1, 73:20impv. 2:187, 5:35, 17:110, 28:77, 29:17, 62:10n.vb. 2:207, 2:265, 2:272, 3:7, 3:7, 4:104, 4:114, 13:17, 13:22, 17:28, 30:23, 57:27, 60:1, 92:20LL, V1, p: 268, 269, 270"
Ba-ha-Jiim   ," beautiful/bright/splendid, joyful/glad/happy, goodly, loveliness.bahij n.m. 22:5, 50:7bahjah n.f. 27:60LL, V1, p: 301, 302"
Ba-ha-Lam ," left   to his own will/wish/opinion/judgment, humbled/abased himself, addressed himself   with earnest/energetic supplication, strive, sincere without hypocrisy, act   of cursing.ibtahala vb. (8) impf. act. 3:61LL, V1, p: 304, 305"
Ba-ha-Miim ,"   animals that pasture/graze, lamb/goat/sheep, animals of the bovine kind, stay/remain   in a place, not to quit, continue to look at a thing without being relieved   by doing so, silent/confounded/perplexed to a thing, not to fight or engage   in conflict, a thing dubious/vague/confused, closed/locked door, courageous   man, beasts/brutes.bahimah n.f. 5:1, 22:28, 22:34LL, V1, p: 305, 306"
Ba-ha-Ta ," confound/confuse/dumbfound,   unable to see their right course, become affected with wonder, cut short, overcome,   took by surprise, caught unaware suddenly, calumny, slander, false accusation.bahata vb. (1)impf. act. 21:40perf. pass. 2:258buhtan n.m. 4:20, 4:112, 4:156, 24:16, 33:58, 60:12LL, V1, p: 300, 301"
Ba-Ha-Ra   ,"  Slit, cut, divide   lengthwise, split, enlarge or make wide  Embarking upon the sea or a great river (vast expanse of water)  Growing in anything (wealth, possessions, knowledge etc)  A vast expanse of water (Ocean, sea, huge river)  A fleet swift horse called because of its speed like the rolling of the waves   in the sea  A generous man who is ample in his generosity  Wide tract of land, land belonging to or inhabited by people  Any town, village or city that has a running river or a body of water  Low or depressed land  A large meadow or garden  A place where water stagnates  Of, relating to, or belonging to the ocean, sea or any vast body of water  Seaman, sailor  Vehemence of heat (corresponding to the month of July, Syrian)  The moon  ""Bahira"" (a camel dedicated to idols, 5:103)?bahr n.m. (pl. bihar abhur) 2:50, 2:164, 5:96, 6:59, 6:63, 6:97, 7:138, 7:163, 10:22, 10:90, 14:32, 16:14, 17:66, 17:67, 17:70, 18:60, 18:61, 18:63, 18:79, 18:109, 18:109, 20:77, 22:65, 24:40, 25:53, 26:63, 27:61, 27:63, 30:41, 31:27, 31:27, 31:31, 35:12, 42:32, 44:24, 45:12, 52:6, 55:19, 55:24, 81:6, 82:3bahirah n. 5:103LL, V1, p: 193, 194"
Ba-Ha-Tha ,"   Digging, scraping, searching in the earth or dust  Searching, inquiring, investigating, scrutinizing, examiningbahatha vb. (1) impf. act. 5:31LL, V1, p: 192, 193"
Bi ," An inseperable   preposition: With the help of, During, For, By, On account of, According to,   In, From. ""Bismillah   - with the name/assistance/help of   The God/Divine/Deity"""
Ba-Jiim-Siin   ," gush/burst forth, open a way/passage/vent, gave vent to it, made it flow.inbajasa vb. (7) perf. act. 7:160LL, V1, p: 190"
Ba-Kaf-Kaf (e.g.   bakka) ," pounding or crushing (al-&unuqa: (on) the neck) (daqqul-&unuqa),   distinguishing/ranking above others (farraqahu, kharaqahu), jostling, pressing   or crowding(crowds:zahm), any crowding(or crowds), competition. (izdihaam) heaping/piling   together/amassing (taraakib), super-imposition of things on top of other things   (taraakim), a man/male having or the trying to have sex with a female, denial   or rejection a thing or person's dignity, to humiliate, cancellation/dissolution/breaking,   being in need or being stout, muscular or rough, from activity.bakkah n. 3:96"
Ba-Kaf-Miim ,"   dumb (either by natural conformation or from an inability to find words to express   himself), no understanding to reply, no ability to frame speech well though   possessing the faculty of speech, refrain/cease speaking intentionally or from   ignorance, impeded speech, unable to speak freely.abkam n.m. (pl. bukm) 2:18, 2:171, 6:39, 8:22, 16:76, 17:97LL, V1, p: 278, 279"
Ba-Kaf-Ra   ,"Beginning of the   day, first part of the day, early morning, between daybreak and sunrise  Possessing the quality of applying oneself early, or in hastening  Performing something at the commencement of it, or doing something early  Before it's time, preceding or took precedence  Youthful male camel, young one of a camel  A virgin male or female, or anything untouched, new, fresh  Virginity or maidenhead  A woman or female animal having delivered only once  First flush of anything (plant, tree, fruit, honey, rain, flowers)  First born or young children  First of anything, unique action  A want or need seeking to be fulfilled  A cutting blow or stroke that kills at once  A pulley (e.g. of a well)  Small ring or bead  An assembly, company, congregated body  All coming together without exceptionbikr n.f. 2:68, 56:36, 66:5bukrah n.f. 19:11, 19:62, 25:5, 33:42, 48:9, 54:38, 76:25abkara vb. (4) n. 3:41, 40:55LL, V1, p: 276, 277, 278"
Ba-Kaf-Ya ," wept,   lamented/grieved, shed tears, crying, cause to weep, rain, unable to speak.baka vb. (1)perf. act. 44:29impf. act. 9:82, 12:16, 17:109, 53:60bukkiiy n.com. 19:58abka vb. 53:43LL, V1, p: 279"
Ba-Kha-Ayn ,"   kill oneself with grief/wrath/rage, exceed the ordinary bounds in subduing and   abasing themselves by obedience, doing anything to a great extent, in great   degree, egregiously or with much energy and effectiveness, consume/torment oneself.bakha'a vb. (1) pcple. act. 18:6, 26:3LL, V1, p: 196, 197"
Ba-Kha-Lam ,"   becoming or being stingy, miserly, niggardly or avaricious, withholding.bakhila vb. (1)perf. act.3:180, 9:76, 92:8impf. act.3:180, 4:37, 47:37, 47:38, 47:38, 47:38, 57:24n.vb. 4:37, 57:24LL, V1, p: 197"
Ba-Kha-Siin ,"   diminish/lessen it, made it deficient/defective/faulty, deprive/defraud, act   wrongfully/unjustly.bakhasa vb. (1)impf. act. 2:282, 7:85, 11:85, 26:183impf. pass. 11:15n.vb. 12:20, 72:13LL, V1, p:   196"
Ba-Lam-Ayn   ,"swallow (without   chewing), gulp, voracious or great eater  Grayness.  Hole of perforation in the midst of a house, into which rainwater or just water   descends  A well cased with stones or baked bricks.  One of the mansions/stations of the moon, namely the 23rd which apparently rose   aurorally consisting of two stars near together, one dim and the other bright.   So called because one appears to swallow the other. According to Lane's calculations   it rose in Arabia in the start of the Hijri on the 29th January and set on the   30th of July.bala'a vb. (1) impv. 11:44LL, V1, p:   286,   287"
Ba-Lam-Dal,"A country, land,   region, province, district, territory, city, town, village or any portion of   earth or land within certain limits  Tract of land without vegetation, pasture  Waterless desert, desolate place  Earth or ground.  Remaining, staying, abiding, dwelling in the country/place/land/town/city/village   etc  Keeping to something, having something remain (e.g. like marks on the skin)  Becoming stupid, dull, wanting in intelligence/vigor, inert, soft, weak, feeble,   not effective in performance, lagging behind, becoming languid, lazy, impotent   in work  Cast, or lay down on the ground maybe due to fatigue or weakness  Regions appearing short in extent due to darkness, or low visibility  Keeping, falling to the ground in submissiveness, keeping in place, being submissive   and humble  Obtaining, exercising dominion over land belonging to othersbalad n.m. (f. baldah, pl. bilad) 2:126, 3:196, 7:57, 7:58, 14:35, 16:7, 25:49, 27:91, 34:15, 35:9, 40:4, 43:11, 50:11, 50:36, 89:8, 89:11, 90:1, 90:2, 95:3LL, V1, p: 283, 284, 285"
Ba-Lam-Gh   ,"Reaching, attaining,   arriving, coming to the utmost point to which one directs one's course or one   who seeks, pursues, desires, intends or tries to reach. Or the reaching, attaining   or coming to a point.  An event/time that is premeditated, intended, determined or appointed  Having an effect  Bringing, conveying or delivering communications, announcements, news or tidings  Exceeding usual, proper, ordinary just bounds/degrees, acting egregiously, immoderately   or extravagantly  Striving, laboring, exerting power/efforts  Endeavors or ability  Employing oneself vigorously, strenuously, laboriously, earnestly with energy   and effectiveness, taking pains or extraordinary pains, not flagging, to the   utmost degree  Accomplishing, attaining to the utmost of one's power/ability or efforts/endeavors   (e.g. in any affair)  Sufficiency (e.g. means of subsistence), a thing that suffices, contents, enables   one to attain what is sought, enough  A slanderer, one who conveys gossip or other peoples discourse to others  Calamity, misfortune, disaster, distress or affliction  Sharp, penetrating, eloquent and/or effective in speech  Firm covenants, in the utmost degree  Attaining or having attained puberty, virility, ripeness or maturity. Applied   to either sexes  Good, excellent thing  Praise, eulogy or commendation  Place and/or time someone or something reaches, arrives, attains or comes to  The sum/amount/product resulting from subtraction, addition or multiplication  A sum of moneybalagha vb. (1)perf. act. 2:231, 2:232, 2:234, 3:40, 4:6, 6:19, 6:128, 12:22, 18:61, 18:76, 18:86, 18:90, 18:93, 19:8, 24:59, 28:14, 33:10, 34:45, 37:102, 46:15, 46:15, 56:83, 65:2, 75:26impf. act. 2:196, 2:235, 6:152, 13:14, 17:23, 17:34, 17:37, 18:60, 18:82, 22:5, 24:58, 40:36, 40:67, 40:67, 40:80, 48:25n.vb. 3:20, 5:92, 5:99, 13:40, 14:52, 16:35, 16:82, 21:106, 24:54, 29:18, 36:17, 42:28, 46:35, 64:12, 72:23pcple. act. 5:95, 6:149, 7:135, 13:14, 16:7, 40:56, 54:5, 65:3, 68:39baligh n.m. 4:63mablagh n.m. 53:30ballagha vb. (2)perf. act. 5:67impf. act. 7:62, 7:68, 33:39, 46:23impv. 5:67ablagha vb. (4)perf. act. 7:79, 7:93, 11:57, 72:28impv. 9:6LL, V1, p: 287, 288, 289"
Ba-Lam-Siin ,"   despair, give up hope, become broken (in spirit), mournful, become silent/confounded/perplexed   unable to see right way or course, repent/grieve.ablasa vb. (4)impf. act.30:12pcple. act.6:44, 23:77, 30:49, 43:75iblis n.2:34, 7:11, 15:31, 15:32, 17:61, 18:50, 20:116, 26:95, 34:20, 38:74, 38:75LL, V1, p: 285"
Ba-Lam-Waw   ,"Try, prove or test   by good or evil  To become old and worn out, wear and tear, withered, decayed  Not caring, minding, heeding, regarding or paying attention  Conferring favors, benefits or blessings  Swearing oaths, covenants  Informing, acquainting, revealing, manifesting, making apparent, evident, clear   or plain  Competing, striving or hasteningbala vb. (1)perf. act. 7:168, 68:17, 68:17impf. act. 2:155, 5:48, 5:94, 6:165, 7:163, 10:30, 11:7, 16:92, 18:7, 21:35, 27:40, 47:4, 47:31, 47:31, 67:2impf. pass. 3:186, 86:9n.vb. 2:49, 7:141, 8:17, 14:6, 37:106, 44:33abla vb. (4) impf. act. 8:17ibtala vb. (8)perf. act. 2:124, 89:15, 89:16impf. act. 3:152, 3:154, 76:2impv. 4:6perf. pass. 33:11pcple. act. 2:249, 23:30LL, V1, p: 292, 293, 294"
Ba-Lam-Ya ," decay, wear out.baliya vb. (1) impf. act. 20:120LL, V1, p: 294"
Ba-Nun-Nun   ," the extremities   or ends (fingers/toes), limbs, members of the body (arms, hands, legs etc).banan n.m. 8:12,   75:4LL, V1, p:   295"
Ba-Nun-Ya   ,"Building, framing   or constructing  Kind of plank used in the construction (e.g. of ships)  Becoming large, fattened or fat (like food enlarges a man)  Rearing, bringing up, educating  Form or mode of constructing a word  Natural constitution  Of or relating to a son or daughter  Branches of a road/tree  A builder/architect  A building  Bending over a bowstring while shooting  Ribs, bones of the breast or shoulder blades and the four legs  A thief/robber  A wayfarer/traveler  A warrior  A rich man  A certain beast of prey  A skin for water or milk made of hide  Raised high (applied to a palace/pavilion)ibn/son,   abna/sons, ibnah/daughter, banat/daughters, banun/children/sons,   traveler (ibn al sabil), children of Israel (banee isra-eela)bana vb. (1)perf. act. 9:110, 50:6, 51:47, 78:12, 79:27, 91:5impf. act. 26:128impv. 18:21, 37:97, 40:36, 66:11n.vb. 2:22, 40:64pcple. pass. 39:20banna n.m. 38:37bunyan n.m. 9:109, 9:109, 9:110, 16:26, 18:21, 37:97, 61:4ibn n.m. 2:49, 2:146, 2:246, 3:61, 3:61, 4:11, 4:23, 5:18, 5:27, 6:20, 7:127, 7:141, 7:150, 9:24, 9:30, 9:30, 11:42, 11:45, 12:81, 14:6, 20:94, 24:31, 24:31, 28:4, 31:13, 33:4, 33:55, 33:55, 33:55, 40:25, 58:22Jesus son of Mary - 2:87, 2:253, 3:45, 4:157, 4:171, 5:17, 5:17, 5:46, 5:72, 5:75, 5:78, 5:110, 5:112, 5:114, 5:116, 9:31, 19:34, 21:91, 23:50, 33:7, 43:57, 57:27, 61:6, 61:14The Traveller - 2:177, 2:215, 4:36, 8:41, 9:60, 17:26, 30:38, 59:7Children, Sons (pl. banun) - 2:132, 2:132, 2:133, 3:14, 6:100, 12:67, 12:87, 14:35, 16:72, 17:6, 17:40, 18:46, 23:55, 24:31, 24:31, 26:88, 26:133, 37:149, 37:153, 43:16, 52:39, 68:14, 70:11, 71:12, 74:13, 80:36children of israel (banu isra'il) - 2:40, 2:47, 2:83, 2:122, 2:211, 2:246, 3:49, 3:93, 5:12, 5:32, 5:70, 5:72, 5:78, 5:110, 7:105, 7:134, 7:137, 7:138, 10:90, 10:90, 10:93, 17:2, 17:4, 17:101, 17:104, 20:47, 20:80, 20:94, 26:17, 26:22, 26:59, 26:197, 27:76, 32:23, 40:53, 43:59, 44:30, 45:16, 46:10, 61:6, 61:14children of adam (banu adam) - 7:26, 7:27, 7:31, 7:35, 7:172, 17:70, 36:60my son (bunayya) - 11:42, 12:5, 31:13, 31:16, 31:17, 37:102ibnah n.f. (f. of ibn, pl. banat) - daughter(s) - 4:23, 4:23, 4:23, 6:100, 11:78, 11:79, 15:71, 16:57, 28:27, 33:50, 33:50, 33:50, 33:50, 33:59, 37:149, 37:153, 43:16, 52:39, 66:12LL, V1, p: 297, 298, 299, 300"
Ba-Qaf-Ayn ,"   black&white, sprinkling water/liquid so that some parts are made wet, calamity/misfortune,   assailed with foul/bad speech/language/slander, going away quickly or running/ran,   color changing due to sorrow or grief, discoloration or mixture of colors, anything   bad, evil, mischievous, ill omened.  (buqAAat) a place in which water remains or stagnates, a piece/part/portion/plot   of land differing in colour/appearance / external state/condition from that   which enjoins or next to it, a patch of herbage, a small portion of any surface   different from what surrounds it, a wide/spacious place in which there are trees,   land containing small pebbles.  A bird that is cautious, wary, cunning, and wily who only drinks from a place   where the water stagnates and not a watering place used by the animals and/or   humans, anyone that is cautious, wary or cunning, willy and skilful, mirage.buq'ah n.f. 28:30LL, V1, p: 272, 273"
Ba-Qaf-Lam ,"   herbs/plants/herbage, vegetables, trees/shrubs.baql n.m. 2:61LL, V1, p: 273, 274"
Ba-Qaf-Ra   ,"  Slit, ripped, split cut or divided lengthwise  Opening, laying open, widening  Revealing (e.g. story, or an animal's insides)  Inquiring to the utmost after sciences or knowledge  Being astonished, amazed, stupefied at seeing something or confounded, confused,   perplexed, tired or fatigued, weary or jaded  Ox, bull and cow (bovine genus) both domesticated and wild  A species of grape that is large, black and round and a species of plum in Palestine  Owner or possessor of oxen/bulls/cows  A strong staff/stick (e.g. for driving herds)  A sedition, discord or dissention that severs society, corrupts religion and   separates men, or something wide spreading/reaching and great  Abundance of wealth/commoditiesbaqarah n.f. (pl. baqarat or baqar) 2:67, 2:68, 2:69, 2:70, 2:71, 6:144, 6:146, 12:43, 12:46LL, V1, p: 270, 271"
Ba-Qaf-Ya   ,"Something or someone   that remains, continues, lasts and/or endures  Perpetual or permanent  Existing, incessantly, always, endlessly or forever  Watching, observing, guarding or preserving  Pardoning, leaving, showing mercy or sparing  Remaining portion, remainder, remnant, relic, residue, remains, recompensebaqiya vb. (1)perf. act. 2:278impf. act. 55:27pcple. act. 16:96, 18:46, 19:76, 20:71, 20:73, 20:127, 20:131, 26:120, 28:60, 37:77, 42:36, 43:28, 69:8, 87:17baqiyah n.f. 2:248, 11:86, 11:116abqa vb. (4)perf. act. 53:51impf. act. 74:28LL, V1, p: 274, 275, 276"
Ba-Ra-Alif ," became/was clear/free of a thing, to quit it, become irresponsible for it, guiltless of it, remove oneself from a thing, kept far or aloof (e.g. from unclean things), state of freedom/immunity/security/safety.Convalescent/sound/healthy, cure/heal, recover/restore.Create/produce, former/fashioner.He compounded or made a compromise with him for their mutual separation.Mankind/creation/beings/things that are created.bara'a (vb. I)impf. act. 57:22pcple. act.2:54, 2:54,59:24bariyah n.f. 98:6, 98:7bara n.m. 43:26, 60:4bara'ah n.f. 9:1, 54:43bari n.m. 4:112, 6:19, 6:78, 8:48, 9:3, 10:41, 10:41, 11:35, 11:54, 26:216, 59:16barra'a (vb. II)perf. act. 33:69impf. act. 12:53pcple. pass. 24:26abra'a (vb. IV) impf. act. 3:49, 5:110tabarra'a (vb. V)perf. act. 2:166, 2:167, 9:114, 28:63impf. act. 2:167LL, V1, p: 215, 216"
Ba-Ra-Dal ," make   cold/chilly/cool, died, cessation of motion, become still/quiet/motionless,   amazed/stupefied, became permanent/fixed/settled, became lean/emaciated/weak,   slept, hail/snow, beverage that cools the heat of thirst.  barada vb. (1)  n.vb.21:69, 78:24  pcple. act. 38:42, 56:44  barad n.m.24:43LL, V1, p:   220,   221,   222,   223"
Ba-Ra-ha-Nun   ," evidence/proof.burhan n.m. 2:111, 4:174, 12:24, 21:24, 23:117, 27:64, 28:32, 28:75LL, V1, p: 233, 234"
Ba-Ra-Ha ," go   away, depart, withdraw, to give up or leave/cease/quit, angry, annoy/distress/difficulty/adversity,   hurt/fatigue.baraha vb. (1) impf. act. 12:80, 18:60, 20:91LL, V1, p:   218,   219,   220"
Ba-Ra-Jiim   ,"Anything being,   becoming apparent, manifest, conspicuous and/or high or elevated  A structure, tower, fortress or walls of a city, a structure or construction   that has the characteristics of conspicuousness, height and strength  A woman showing or displaying finery, ornaments, form or countenance to men   or strangers conspicuously  A sign of the Zodiac, mansions/stations of the moon, or the stars/constellations,   gates of heaven metaphorically  Constitution of the eye which is such that the white entirely surrounds the   black part and no part of the black being concealed or the clearness of the   parts, or the width and largeness of the eyeball  A large and liberal disposition  A vessel or receptacle in which milk is churned or in which the butter of the   milk is extracted by agitation  A garment having figures of towers/walls of a city etcburuj n.m. (pl. of burj) 4:78, 15:16, 25:61, 85:1tabarraja vb. (5)impf. act. 33:33n.vb. 33:33pcple. act. 24:60LL, V1, p: 217"
