Root,Meanings
Miim-Jiim-Dal ," To be possessed of or characterized by glory or honour or dignity or nobility, to be magnificent/magnified, large/abundant/much, exalted or sublime.majid n.m. 11:73, 50:1, 85:15, 85:21LL, V7, p: 217, 218"
Miim-Jiim-Siin ," To follow or practice the Magian religion.majus n. 22:17LL, V7, p: 218, 219"
Miim-Kaf-Kaf  ," Sucking, Sucking up, Absorbing, drinking up, Destruction/Destroying, diminishing,  diminution/failing; failure, to cast, to throw away, to discard, to straighten/tighten  or impede/restrict, to beseech/ask/accept, crowding, competition (izdihaam).makkah n.f. 48:24"
Miim-Kaf-Lam ,mikal n. 2:98
Miim-Kaf-Nun ," To give or assign someone a place, to establish or settle in an abode, to enable or empower someone to do a thing.makin n.m. 12:54, 23:13, 77:21, 81:20makkana vb. (2)perf. act. 6:6, 7:10, 12:21, 12:56, 18:84, 18:95, 22:41,46:26, 46:26impf. act. 6:6, 24:55, 28:6, 28:57amkana vb. (4) perf. act. 8:71LL, V8, p: 276"
Miim-Kaf-Ra ," To practice deceit or guile or circumvention, practice evasion or elusion, to plot, to excercise art or craft or cunning, act with policy, practice strategem.makara vb. (1)perf. act. 3:54, 3:54, 7:123, 13:42, 14:46, 16:26, 16:45,27:50, 40:45, 71:22impf. act. 6:123, 6:123, 6:124, 8:30, 8:30, 8:30, 10:21,12:102, 16:127, 27:70, 35:10n.vb. 7:99, 7:99, 7:123, 10:21, 10:21, 12:31, 13:33,13:42, 14:46, 14:46, 14:46, 27:50, 27:50, 27:51, 34:33, 35:10, 35:43, 35:43,71:22pcple. act. 3:54, 8:30LL, V7, p: 256"
Miim-Kaf-Tha ," To tarry, to tarry and wait/expect, to loiter, to stay, pause in expectation, to not haste, be slow of speech.makatha vb. (1)perf. act. 27:22impf. act. 13:17impv. 20:10, 28:29n. vb. 17:106pcple. act. 18:3, 43:77LL, V7, p: 256"
Miim-Kaf-Waw ," Bird so called, because of its color.maka vb. (1) n. vb. 8:35LL, V8, p:276"
Miim-Kh-Dad ," To churn/beat/agitate (milk), extract or fetch out the butter from milk, shake or agitate vehemently, turn over or revolve a thing.makhad n.m. (coll) 19:23LL, V7, p: 221, 222, 223"
Miim-Kh-Ra ," To cleave, to run and cleave a thing with a noise, to make a noise or sound, advance and retire, face or turn towards the wind, plough through.makhara vb. (1)pcple. act. f. (mawakhir pl. of makhirah) 16:14, 35:12LL, V7, p: 221"
Miim-Lam-Alif ," To fill, satisfy, help. ""The sap or vigour of youth, or young manhood became fuller mantled in a person"". Satisfy/Glut. Aid, assist, conform with to do a thing. Assembly. Utmost [such as pulling a bow as far back as possible]. ""The utmost of his power and ability was accomplished"". Sufficient in quantity or dimension for filling. Disposition, nature [as one rich in needul qualities], manners. Principle persons, chiefs [because they are rich in needful things]. That which is satisfactory or satisfies [such as a majestic person]. An ewe in whose belly are water and matter so that one thinks her to be pregnant. mala'a vb. (1)impf. act. 7:18, 11:119, 32:13, 38:85perf. pass. 18:18, 72:8pcple. act. 37:66, 56:53mala n.m. 2:246, 7:60, 7:66, 7:75, 7:88, 7:90, 7:103,7:109, 7:127, 10:75, 10:83, 10:88, 11:27, 11:38, 11:97, 12:43, 23:24, 23:33,23:46, 26:34, 27:29, 27:32, 27:38, 28:20, 28:32, 28:38, 37:8, 38:6, 38:69, 43:46mil n.m. 3:91imtala'a vb. (8) perf. act. 50:30"
Miim-Lam-Ha ," To suckle or give suck, to be saltish or bitter, to become fat, to be goodly/beautiful/pretty, pleasing to the eye or ear, inclining to gray or whiteness, adopt one as a foster brother.milh n. com. 25:53, 35:12LL, V7, p: 259, 260, 261, 262"
Miim-Lam-Kaf ," to rule/command/reign, be capable, to control, power/authority, king, kingdom.malaka vb. (1)perf. act. 4:3, 4:24, 4:25, 4:36, 16:71, 23:6, 24:31,24:33, 24:58, 24:61, 30:28, 33:50, 33:52, 33:55, 70:30impf. act. 5:17, 5:25, 5:41, 5:76, 7:188, 10:31, 10:49,13:16, 16:73, 17:56, 17:100, 19:87, 20:89, 25:3, 25:3, 27:23, 29:17, 34:22,34:42, 35:13, 39:43, 43:86, 46:8, 48:11, 60:4, 72:21, 78:37, 82:19n.vb. (1) malk 20:87n.vb. (2) mulk 2:102, 2:107, 2:247, 2:247, 2:247, 2:248,2:251, 2:258, 3:26, 3:26, 3:26, 3:189, 4:53, 4:54, 5:17, 5:18, 5:40, 5:120,6:73, 7:158, 9:116, 12:101, 17:111, 20:120, 22:56, 24:42, 25:2, 25:2, 25:26,35:13, 38:10, 38:20, 38:35, 39:6, 39:44, 40:16, 40:29, 42:49, 43:51, 43:85,45:27, 48:14, 57:2, 57:5, 64:1, 67:1, 76:20, 85:9pcple. act. 1:4, 3:26, 36:71pcple. pass. 16:75malak n.m. 2:102, 6:8, 6:8, 6:9, 6:50, 7:20, 11:12, 11:31,12:31, 17:95, 25:7, 32:11, 53:26, 69:17, 89:22malakut n.m. 6:75, 7:185, 23:88, 36:83malik n.m. (pl. muluk) 2:246, 2:247, 5:20, 12:43, 12:50, 12:54, 12:72,12:76, 18:79, 20:114, 23:116, 27:34, 59:23, 62:1, 114:2malik n.m. 54:55malik n. prop. 43:77LL, V8, p: 277"
Miim-Lam-Lam ,"  to dictate, embrace a religion, creed/faith.millah n.f. - 2:120, 2:130, 2:135, 3:95, 4:125, 6:161, 7:88, 7:89, 12:37, 12:38, 14:13, 16:123, 18:20, 22:78, 38:7 amalla vb. (IV)impf. act. 2:282 x3LL, V7, p: 257, 258. V8: 276, 277"
Miim-Lam-Qaf ," To flay a person, also to behave in a loving and affectionate manner towards someone, run swiftly, be vehement in journeying.amlaqa vb. (4) n.vb. 6:151, 17:31LL, V8, p:277"
Miim-Lam-Ya ," To live long, enjoy a thing.maliy n.m. 19:46amla vb. (4)perf. act. 13:32, 22:44, 22:48, 47:25impf. act. 3:178, 3:178, 7:183, 68:45impf. pass. 25:5LL, V8, p: 277"
Miim-Nun-Ayn ," To prevent or hinder or hold back, to impede/withhold/arrest/restrain, to keep/debar/preclude/inhibit, to forbid/prohibit/interdict, deny or refuse, also to protect or defend or guard a thing, dispute or contest, resist or withstand, to strengthen or fortify, to make a thing inaccessible or unapproachable or difficult of access.mana'a vb. (1)perf. act. 2:114, 7:12, 9:54, 17:59, 17:94, 18:55, 20:92,38:75impf. act. 4:141, 21:43, 107:7perf. pass. 12:63pcple. act. f. 59:2pcple. pass. 56:33manna n.m. 50:25, 68:12manu n.m. 70:21LL, V8, p:278."
Miim-Nun-Nun ," To confer or bestow a benefit or favour to someone, to be bountiful or beneficent or gratuitous, to be reasonable (too reasonable to do that which is deemed bad), min often means some ofor among, min can be used in the sense of fi meaning in or on.manna vb. (1)perf. act. 3:164, 4:94, 6:53, 12:90, 20:37, 28:82, 37:114,52:27impf. act. 14:11, 26:22, 28:5, 49:17, 49:17, 49:17, 74:6impv. 38:39n.vb. 2:262, 2:264, 47:4pcple. pass. 41:8, 68:3, 84:25, 95:6mann n.m. 2:57, 7:160, 20:80manun n.m. 52:30LL, V8, p: 278"
Miim-Nun-Ya ," To try or to prove someone, to mediate, to wish or desire.manat n. 53:20mani n.m. 75:37umniyah n.f. (pl. amani) 2:78, 2:111, 4:123, 4:123, 22:52, 57:14manna vb. (2)impf. act. 4:119, 4:120amna vb. (4)impf. act. 56:58impf. pass. 53:46, 75:37tamanna vb. (5)perf. act. 22:52, 28:82, 53:24impf. act. 2:95, 3:143, 4:32, 62:7impv. 2:94, 62:6LL, V8, p:279."
Miim-Qaf-Ta ," To hate a person, to be hateful, to be an object of hatred, odious.maqata vb. (1)n.vb. 4:22, 35:39, 40:10, 40:10, 40:35, 61:3LL, V7, p:255."
Miim-Ra-Alif ," It (food) was wholesome or approved in its result, easy to swallow, not attended by trouble, quick in digesting, light to the stomach, to descend well, to be salubrious in its air (land), in the habit of doing what is approved and shunning what is held base, preserve the soul from filthy actions, to be possessed of manly perfection or manly virtue or moral goodness, give food (on the occasion of building a house or marrying).imra'ah 2:282, 3:35, 3:40, 4:12, 4:128, 7:83, 11:71,11:81, 12:21, 12:30, 12:51, 15:60, 19:5, 19:8, 27:23, 27:57, 28:9, 28:23, 29:32,29:33, 33:50, 51:29, 66:10, 66:10, 66:11, 111:4imru n.m. 2:102, 4:176, 8:24, 19:28, 24:11, 52:21, 70:38,74:52, 78:40, 80:34, 80:37mari n.m. 4:4LL, V7, p: 230, 231"
Miim-Ra-Dal ," To seep or soak bread (or corn) in water, to crumble or soften, rub a thing in water, make a thing soft, to polish a thing, to be beardless or without facial hair (youth or young man), exalt oneself, to be insolent and audacious/bold, excessively proud or corrupt, extravagant in acts of wrongdoing and disobedience, to be accustomed/habituated/inured to a thing, care not for a thing, be destitute of good, to strip or peel a thing, lofty or high, to be brisk/lively/sprightly.marada vb. (1)perf. act. 9:101pcple. act. 37:7marid n.m. 4:117, 22:3marrada vb. (2) pcple. pass. 27:44LL, V7, p: 233, 234"
Miim-Ra-Dad ," To be diseased/disordered, distempered, to be ill or sick, languid or weak or feeble, deficient in strength, defective or deficient, to be right or nearly right (in judgement or opinion).marida vb. (1)perf. act. 26:80n.vb. 2:10, 2:10, 5:52, 8:49, 9:125, 22:53, 24:50,33:12, 33:32, 33:60, 47:20, 47:29, 74:31marid n.m. (pl. marda) 2:184, 2:185, 2:196, 4:43, 4:102, 5:6, 9:91,24:61, 48:17, 73:20LL, V7, p: 236, 237"
Miim-Ra-Ha ," To be weak, to leak or let flow water or tears, to be joyful or glad, rejoice above measure (excessively/exceedingly), proud and self-conceited, behave unthankfully or ungratefully.mariha vb. (1)perf. act. 40:75n.vb. 17:37, 31:18LL, V7, p: 232, 233"
Miim-Ra-Jiim  ," pasture, maraja "
Miim-Ra-Ra ," To pass or pass by or pass beyond, proceed, go along or go through or go over, go away or pass away, to run or flow (namely water), go across a thing, come upon, overcome, make a thing bitter or displeasing, to drag a thing along, to twist or turn a thing in an attempt to throw it down, to go on in a continuous/constant manner or course, to be firm/resolute/determined/strong, firmly resist a thing, to murmur or grumble, to shake or quiver or quake, move to and fro or from side to side, to be in a state of commotion, overcome by bile.marra vb. (1)perf. act. 2:259, 7:189, 10:12, 11:38, 25:72, 25:72, 83:30impf. act. 12:105, 27:88, 37:137n.vb. 27:88amarr n.m. (comp. adj. of murr) 54:46marrah n.f. 2:229, 6:94, 6:110, 8:56, 9:13, 9:80, 9:83,9:101, 9:126, 17:4, 17:7, 17:51, 18:48, 20:37, 24:58, 28:54, 33:31, 36:79, 41:21mirrah n.f. 53:6istamarra vb. (10) pcple. act. 54:2, 54:19LL, V7, p: 227, 228, 229, 230"
Miim-Ra-Ta ," Render a thing smooth, remove a thing from its place, to break a thing, to be without water and herbage (land or tract of land).marut n. 2:102LL, V7, p: 231"
Miim-Ra-Waw  ," flint stones, white fragile stone where a cooking fire is started, the stone  on which an animal is slaughtered.  The eminence in the immediate vicinity of Ka'bah, a mountain near Mecca called Marwah.marwah n. 2:158"
Miim-Ra-Ya ," To draw forth a thing, to dispute or contend, to doubt.miryah n.f. 11:17, 11:109, 22:55, 32:23, 41:54mara vb. (3)impf. act. 18:22, 42:18, 53:12n.vb. 18:22tamara vb. (6)perf. act. 54:36impf. act. 53:55imtara vb. (8)impf. act. 6:2, 15:63, 19:34, 43:61, 44:50pcple. act. 2:147, 3:60, 6:114, 10:94LL, V8, p: 273"
Miim-Ra-Ya-Miim ,"maryam n. 2:87, 2:253, 3:36, 3:37, 3:42, 3:43, 3:44,3:45, 3:45, 4:156, 4:157, 4:171, 4:171, 5:17, 5:17, 5:46, 5:72, 5:75, 5:78,5:110, 5:112, 5:114, 5:116, 9:31, 19:16, 19:27, 19:34, 23:50, 33:7, 43:57,57:27, 61:6, 61:14, 66:12"
Miim-Siin-Dal ," To twist a rope, twist a thing well, pursue or journey laboriously or with energy, hold on or continue a journey, render (person or animal) lean/lank/light of flesh/slender, render one lank in the belly, also to render it firm, tall and slender, of goodly stature, compact of make (applied to a woman).masad n.m. 111:5LL, V7, p: 243, 244"
Miim-Siin-ha ," to wipe/rub/stroke, passingone's hand over something, chosen/anointed, messiahmasaha vb. (1)impv. 4:43, 5:6, 5:6n.vb. 38:33al-masih n. 3:45, 4:157, 4:171, 4:172, 5:17, 5:17, 5:72,5:72, 5:75, 9:30, 9:31"
Miim-Siin-Kaf ," To retain, withhold, maintain, be tenacious or niggardly, hold fast a thing, arrest a thing, restrain/detain/confine/imprison a person, restrain or abstain from a thing, grasp/clutch/seize a thing, take a thing with the hand, intelligent or sound in judgement.misk n.com. 83:26massaka vb. (2)impf. act. 7:170amsaka vb. (4)perf. act. 5:4, 17:100, 35:41, 67:21impf. act. 2:231, 16:59, 16:79, 22:65, 35:2, 35:41, 39:42,60:10, 67:19impv. 2:231, 4:15, 33:37, 38:39, 65:2n.vb. 2:229pcple. act. 35:2, 39:38istamsaka vb. (10)perf. act. 2:256, 31:22impv. 43:43pcple. act. 43:21LL, V8, p:273,274"
Miim-Siin-Kh ," To transform or metamorph a thing, change or alter a thing, tasteless or insipid, to wound or render an animal lean, to be dissolved, to deform, render a thing ugly in make or form, to make a bow or bows.masakha vb. (1) perf. act. 36:67LL, V7, p: 243"
Miim-Siin-Siin ," To meet or touch or feel a thing with the hand, touch a thing without intervention or interference, strike or smite, afflict or befall, be distressing or difficult of accomplishment.massa vb. (1)perf. act. 2:214, 3:140, 7:95, 7:188, 7:201, 8:68, 10:12,10:12, 10:21, 11:10, 12:88, 15:54, 16:53, 17:67, 17:83, 21:46, 21:83, 24:14,30:33, 38:41, 39:8, 39:49, 41:49, 41:50, 41:51, 50:38, 70:20, 70:21impf. act. 2:80, 2:236, 2:237, 3:24, 3:47, 3:120, 3:140,3:174, 5:73, 6:17, 6:17, 6:49, 7:73, 10:107, 11:48, 11:64, 11:113, 15:48, 19:20,19:45, 24:35, 26:156, 33:49, 35:35, 35:35, 36:18, 39:61, 56:79n.vb. 2:275, 54:48massa vb. (3)n.vb. 20:97tamassa vb. (6)impf. act. 58:3, 58:4LL, V7, p: 239, 240"
Miim-Siin-Waw ," amsa vb. (4)impf. act. 30:17LL, V8, p: 274"
Miim-Shiin-Jiim ," To mix or confuse, make a confusion or disturbance, mix one thing with another.amshaj n.m. (pl. of mashij) 76:2LL, V7, p: 244, 245"
Miim-Shiin-Ya ," To walk, to go or go along, to go afoot/on foot, move from place to place, march/travel/trod/pace/step, to go on or continue in a course of action, to pass, to be current, move/be in motion, walk about.masha vb. (1)perf. act. 2:20impf. act. 6:122, 7:195, 17:37, 17:95, 20:40, 20:128,24:45, 24:45, 24:45, 25:7, 25:20, 25:63, 28:25, 31:18, 32:26, 57:28, 67:22,67:22impv. 38:6, 67:15n.vb. 31:19mashsha n.m. 68:11LL, V8, p: 274, 275"
"Miim-Sad-Ra (e.g.  misra, maseeru) "," he made it (namely a town) a limit/boundary  between two things, partition, barrier, limit, great town, Egypt.misr n. 2:61, 10:87, 12:21, 12:99, 43:51"
Miim-Ta-Ayn ," toenjoy/benefit, gift, anything useful/advantageous, goods (e.g. utensils,furniture), a commodity.mata n.m. (pl. amti'ah) 2:36, 2:236,2:240, 2:241, 3:14, 3:185, 3:197, 4:77, 4:102, 5:96, 7:24, 9:38, 10:23, 10:70,11:3, 12:17, 12:65, 12:79, 13:17, 13:26, 16:80, 16:117, 21:111, 24:29, 28:60,28:61, 33:53, 36:44, 40:39, 42:36, 43:35, 56:73, 57:20, 79:33, 80:32matta'a vb. (2)perf. act. 10:98, 15:88,20:131, 21:44, 25:18, 26:205, 28:61, 37:148, 43:29impf. act. 2:126, 11:3,11:48, 31:24, 33:28impv. 2:236, 33:49impf. pass. 26:207, 33:16tamatta'a (5)perf. act. 2:196impf. act. 15:3, 29:66,47:12impv. 11:65, 14:30,16:55, 30:34, 39:8, 51:43, 77:46istamta'a vb. (10)perf. act. 4:24, 6:128,9:69, 9:69, 9:69, 46:20LL, V8, p: 270"
Miim-Ta-Nun ," To render/make a thing firm/strong/stout/hard, season skin (with rob or inspissated juice), well seasoned, possess any quality in a strong degree, more sweet.matin n.m. 7:183, 51:58, 68:45LL, V8, p: 271"
Miim-Tha-Lam ," Stand erect, mutilate or castrate (namely a sheep or goat), to set up a thing, affect to be like or to imitate a thing, apply a proverb, apply a thing proverbially, be nearly in a sound or healthy state, near to convalescence, obey/follow a command or order, to resemble, be of likeness or equivalent.amthal n.m. (comp. adj. feminine is muthla) 20:63, 20:104mathal n.m. (pl. amthal) 2:17, 2:17, 2:26, 2:26, 2:171, 2:171, 2:214,2:261, 2:261, 2:264, 2:264, 2:265, 2:265, 3:59, 3:59, 3:117, 3:117, 6:122,7:176, 7:176, 7:176, 7:177, 10:24, 11:24, 11:24, 13:17, 13:35, 14:18, 14:24,14:25, 14:26, 14:45, 16:60, 16:60, 16:74, 16:75, 16:76, 16:112, 17:48, 17:89,18:32, 18:45, 18:54, 22:73, 24:34, 24:35, 25:9, 25:33, 25:39, 29:41, 29:41,29:43, 30:27, 30:28, 30:58, 36:13, 36:78, 39:27, 39:29, 39:29, 43:8, 43:17,43:56, 43:57, 43:59, 47:3, 47:15, 48:29, 48:29, 56:23, 57:20, 59:15, 59:16,59:21, 62:5, 62:5, 62:5, 66:10, 66:11, 74:31mathulat n.f. (pl. of mathulah) 13:6mithl n.m. (pl. amthal) 2:23, 2:106, 2:113, 2:118, 2:137, 2:194, 2:228,2:233, 2:275, 3:13, 3:73, 3:140, 3:165, 4:11, 4:140, 4:176, 5:31, 5:36, 5:95,6:38, 6:93, 6:124, 6:160, 6:160, 7:169, 7:194, 8:31, 10:27, 10:38, 10:102,11:13, 11:27, 11:89, 13:17, 13:18, 14:10, 14:11, 16:126, 17:88, 17:88, 17:99,18:109, 18:110, 20:58, 21:3, 21:84, 22:60, 23:24, 23:33, 23:34, 23:47, 23:81,24:17, 26:154, 26:186, 28:48, 28:79, 35:14, 36:15, 36:42, 36:81, 37:61, 38:43,39:47, 40:30, 40:31, 40:40, 41:6, 41:13, 42:11, 42:40, 46:10, 47:10, 47:38,51:23, 51:59, 52:34, 56:61, 60:11, 65:12, 76:28, 89:8tamathil n.m. (pl. of timthal) 21:52, 34:13tamaththala vb. (5) perf. act. 19:17LL, V8, p: 271, 272"
Miim-Tay-Ra ,"sky, rain, shower, went quickly or hastened.matara vb. (1)n.vb. 4:102, 7:84,25:40, 26:173, 26:173, 27:58, 27:58amtara vb. (4)perf. act. 7:84, 11:82,15:74, 26:173, 27:58impv. 8:32perf. pass. 25:40pcple. act. 46:24LL, V7, p: 249, 250"
Miim-Tay-Waw , to go or walk haughtily or arrogantlytamatta vb. (5) impf. act. 75:33
Miim-Waw-ha ," water, rainma' n.m. 2:22, 2:74, 2:164, 4:43, 5:6, 6:99, 7:50, 7:57,8:11, 10:24, 11:7, 11:43, 11:44, 11:44, 13:4, 13:14, 13:17, 14:16, 14:32, 15:22,16:10, 16:65, 18:29, 18:41, 18:45, 20:53, 21:30, 22:5, 22:63, 23:18, 24:39,24:45, 25:48, 25:54, 27:60, 28:23, 29:63, 30:24, 31:10, 32:8, 32:27, 35:27,39:21, 41:39, 43:11, 47:15, 47:15, 50:9, 54:11, 54:12, 54:28, 56:31, 56:68,67:30, 67:30, 69:11, 72:16, 77:20, 77:27, 78:14, 79:13, 80:25, 86:6"
Miim-Waw-Jiim ," To be in a state of commotion, to be agitated, tumultuous, conflict or dash, to be in a confused and disturbed state, perplexed or amazed, move backwards and forwards, move from side to side.maja vb. (1)impf. act. 18:99mawj n.m. (coll) 10:22, 11:42, 11:43, 24:40, 24:40, 31:32LL, V7, p: 271"
Miim-Waw-Lam ," To be abundant in weath, possess an abundance of property.mal n.m. (pl. amwal) 2:155, 2:177, 2:188, 2:188, 2:247, 2:261,2:262, 2:264, 2:265, 2:274, 2:279, 3:10, 3:116, 3:186, 4:2, 4:2, 4:2, 4:5, 4:6,4:6, 4:10, 4:24, 4:29, 4:34, 4:38, 4:95, 4:95, 4:161, 6:152, 8:28, 8:36, 8:72,9:20, 9:24, 9:34, 9:41, 9:44, 9:55, 9:69, 9:81, 9:85, 9:88, 9:103, 9:111, 10:88,10:88, 11:29, 11:87, 17:6, 17:34, 17:64, 18:34, 18:39, 18:46, 19:77, 23:55,24:33, 26:88, 27:36, 30:39, 33:27, 34:35, 34:37, 47:36, 48:11, 49:15, 51:19,57:20, 58:17, 59:8, 61:11, 63:9, 64:15, 68:14, 69:28, 70:24, 71:12, 71:21,74:12, 89:20, 90:6, 92:11, 92:18, 104:2, 104:3, 111:2LL, V8, p:230."
Miim-Waw-Ra ," Move from side to side, move to and fro, come and go, move round about, be in a state of commotion or tumult, to circulate.mara vb. (1)impf. act. 52:9, 67:16n.vb. 52:9LL, V7, p: 271, 272"
Miim-Waw-Siin ," Musa/Mosesseparated by chapter (sura)2:51, 2:53, 2:54, 2:55, 2:60, 2:61, 2:67, 2:87,2:92, 2:108, 2:136, 2:246, 2:248,3:84,4:153, 4:153, 4:164,5:20, 5:22, 5:24,6:84, 6:91, 6:154,7:103, 7:104, 7:115, 7:117, 7:122, 7:127, 7:128, 7:131, 7:134, 7:138, 7:142,7:143, 7:143, 7:144, 7:148, 7:150, 7:154, 7:155, 7:159, 7:160,10:75, 10:77, 10:80, 10:81, 10:83, 10:84, 10:87, 10:88,11:17, 11:96, 11:110,14:5, 14:6, 14:8,17:2, 17:101, 17:101,18:60, 18:66,19:51,20:9, 20:11, 20:17, 20:19, 20:36, 20:40, 20:49, 20:57, 20:61, 20:65, 20:67,20:70, 20:77, 20:83, 20:86, 20:88, 20:91,21:48,22:44,23:45, 23:49,25:35,26:10, 26:43, 26:45, 26:48, 26:52, 26:61, 26:63, 26:65,27:7, 27:9, 27:10,28:3, 28:7, 28:10, 28:15, 28:18, 28:19, 28:20, 28:29, 28:30, 28:31, 28:36,28:37, 28:38, 28:43, 28:44, 28:48, 28:76,29:39,32:23,33:7, 33:69,37:114, 37:120,40:23, 40:26, 40:27, 40:37, 40:53,41:45,42:13,43:46,46:12, 46:30,51:38,53:36,61:5,79:15,87:19LL, V7, p: 272"
