Root,Meanings
Ra-Ha-Miim ,"Rahima - He favored, benefited, pardoned, or forgave him. To love, have tenderness, mercy, pity, forgiveness, have all that is required for exercising beneficence.Tarhamu - He had mercy, pity, or compassion on him; he pitied or compassionated him much.Arham - Wombs (singular) womb, i.e. place of origin. The receptacle of the young in the belly.Ruhmun - Relationship, i.e. nearness of kin, connection by birth; relationship connecting with an ancestor. A connection or tie of relationship.Rahman - it is active participle noun in the measure of fa'lan which conveys the idea of fullness and extensiveness.Rahim - it is in the measure of fa'il which denotes the idea of constant repetition and giving.rahima vb. (1)perf. act. 6:16, 11:43, 11:119, 12:53, 23:75, 40:9, 44:42, 67:28impf. act. 7:23, 7:149, 9:71, 11:47, 17:8, 17:54, 29:21impv. 2:286, 7:155, 17:24, 23:109, 23:118impf. pass. 3:132, 6:155, 7:63, 7:204, 24:56, 27:46, 36:45, 49:10n.vb. 2:64, 2:105, 2:157, 2:178, 2:218, 3:8, 3:74, 3:107, 3:157, 3:159, 4:83, 4:96, 4:113, 4:175, 6:12, 6:54, 6:133, 6:147, 6:154, 6:157, 7:49, 7:52, 7:56, 7:57, 7:72, 7:151, 7:154, 7:156, 7:203, 9:21, 9:61, 9:99, 10:21, 10:57, 10:58, 10:86, 11:9, 11:17, 11:28, 11:58, 11:63, 11:66, 11:73, 11:94, 12:56, 12:111, 12:56, 16:64, 16:89, 17:24, 17:28, 17:57, 17:82, 17:87, 17:100, 18:10, 18:16, 18:58, 18:65, 18:82, 18:98, 19:2, 19:21, 19:50, 19:53, 21:75, 21:84, 21:86, 21:107, 24:10, 24:14, 24:20, 24:21, 25:48, 27:19, 27:63, 27:77, 28:43, 28:46, 28:73, 28:86, 29:23, 29:51, 30:21, 30:33, 30:36, 30:46, 30:50, 31:3, 33:17, 35:2, 36:44, 38:9, 38:43, 39:9, 39:38, 39:38, 39:53, 40:7, 41:50, 42:8, 42:28, 42:48, 43:32, 43:32, 44:6, 45:20, 45:30, 46:12, 48:25, 57:13, 57:27, 57:28, 76:31pcple. act. 7:151, 7:151, 12:64, 12:64, 12:92, 12:92, 21:83, 21:83, 23:109, 23:118arham n.m. (pl. of rahim or rihm) 2:228, 3:6, 4:1, 6:143, 6:144, 8:75, 13:8, 22:5, 31:34, 33:6, 47:22, 60:3marhamah n.f. 90:17rahim n.m. (pl. ruhama) 1:1, 1:3, 2:37, 2:54, 2:128, 2:143, 2:160, 2:163, 2:173, 2:182, 2:192, 2:199, 2:218, 2:226, 3:31, 3:89, 3:129, 4:16, 4:23, 4:25, 4:29, 4:64, 4:96, 4:100, 4:106, 4:110, 4:129, 4:152, 5:3, 5:34, 5:39, 5:74, 5:98, 6:54, 6:145, 6:165, 7:153, 7:167, 8:69, 8:70, 9:5, 9:27, 9:91, 9:99, 9:102, 9:104, 9:117, 9:118, 9:128, 10:107, 11:41, 11:90, 12:53, 12:98, 14:36, 15:49, 16:7, 16:18, 16:47, 16:110, 16:115, 16:119, 17:66, 22:65, 24:5, 24:20, 24:22, 24:33, 24:62, 25:6, 25:70, 26:9, 26:68, 26:104, 26:122, 26:140, 26:159, 26:175, 26:191, 26:217, 27:11, 27:30, 28:16, 30:5, 32:6, 33:5, 33:24, 33:43, 33:50, 33:59, 33:73, 34:2, 36:5, 36:58, 39:53, 41:2, 41:32, 42:5, 44:42, 46:8, 48:14, 48:29, 49:5, 49:12, 49:14, 52:28, 57:9, 57:28, 58:12, 59:10, 59:22, 60:7, 60:12, 64:14, 66:1, 73:20rahman n.m. (always with the definite article)1:1, 1:3, 2:163, 13:30, 17:110, 19:18, 19:26, 19:44, 19:45, 19:58, 19:61, 19:69, 19:75, 19:78, 19:85, 19:87, 19:88, 19:91, 19:92, 19:93, 19:96, 20:5, 20:90, 20:108, 20:109, 21:26, 21:36, 21:42, 21:112, 25:26, 23:59, 25:60, 25:60, 25:63, 26:5, 27:30, 36:11, 36:15, 36:23, 36:52, 41:2, 43:17, 43:19, 43:20, 43:33, 43:36, 43:45, 43:81, 50:33, 55:1, 59:22, 67:3, 67:19, 67:20, 67:29, 78:37, 78:38ruhm n.m. 18:81LL, V3, p:221,222,223"
Ra-Ha-Qaf ," pure, delightfully refreshing wine.rahiq 2nd. n.m. act. 83:25LL, V3, p:219"
Ra-Jiim-Ayn ," to return, turn back, turn off, (blame) upon any one, come back, repeat, answer, bring answer, be brought back. raji'un - one who returns. murji'un - return, termination. taraja'a (vb. 6)  -to return to one another.raja'a vb. (1)perf. act. 2:196, 7:150, 9:83, 9:94, 9:122, 12:63, 20:40, 20:86, 21:64, 63:8impf. act. 2:18, 3:72, 7:168, 7:174, 12:46, 12:62, 20:89, 20:91, 21:58, 21:95, 27:28, 27:35, 30:41, 32:21, 34:31, 36:31, 36:50, 36:67, 43:28, 43:48, 46:27, 56:87, 60:10impv. 12:50, 12:81, 21:13, 23:99, 24:28, 24:28, 27:37, 32:12, 33:13, 57:13, 67:3, 67:4, 89:28perf. pass. 41:50impf. pass. 2:28, 2:210, 2:245, 2:281, 3:83, 3:109, 6:36, 8:44, 10:56, 11:34, 11:123, 19:40, 21:35, 22:76, 23:115, 24:64, 28:39, 28:70, 28:88, 29:17, 29:57, 30:11, 32:11, 35:4, 36:22, 36:83, 39:44, 40:77, 41:21, 43:85, 45:15, 57:5n.vb. (1) 50:3, 86:8, 86:11n.vb. (2) 96:8pcple. act. 2:46, 2:156, 21:93, 23:60marji n.m. 3:55, 5:48, 5:105, 6:60, 6:108, 6:164, 10:4, 10:23, 10:46, 10:70, 11:4, 29:8, 31:15, 31:23, 37:68, 39:7taraja'a vb. (6) impf. act. 2:230LL, V3, p:203,204,205,206,207,208"
Ra-Jiim-Fa ," to quake/tremble, be in violent motion, shake violently, ramble, prepare for war, be restless, stir, spread alarming/false news, engage, make commotion. rajfatun - earthquake, mighty blast. murjifun - scandal-mongers, one who makes a commotion, one who spreads false alarming news. rajafa vb. (1)impf. act. 73:14, 79:6rajfah n.f. 7:78, 7:91, 7:155, 29:37rajifah n.f. 79:6arjafa vb. (4) pcple. act. 33:60LL, V3, p:208,209"
Ra-Jiim-Jiim ," to shake/move/quake, be in commotion, confused. rajjan - rumbling, stock. rijriyatun - numerous parties in a war.rajja vb. (1)3rd.perf. pass. f. sing. 56:4n.vb. acc. 56:4LL, V3, p:198,199"
Ra-Jiim-Lam ," to go on foot, urge with foot, walk, tie by the feet, let (a female) suckle her young, be curly (hair), set free with his mother. rajjala - to comfort anyone, comb the hair, grant a respite. tarajjala - to go down without rope. rijlatun - vigour in walking. rijlun - foot, soldiers, good walker, tramp. arajil - hunters, pedestrian. rajulun - male human being, man, a person with heir. rajilun - foot, footmen (slow walkers). rijlain - two feet. arjul (pl.) - feet.rajil n.m. (pl. rijal) 2:239, 17:64, 22:27rajul n.m. (pl. rijal) 2:228, 2:282, 2:282, 2:282, 4:1, 4:7, 4:12, 4:32, 4:34, 4:75, 4:98, 4:176, 5:23, 6:9, 7:46, 7:48, 7:63, 7:69, 7:81, 7:155, 9:108, 10:2, 11:78, 12:109, 16:43, 16:76, 17:47, 18:32, 18:37, 21:7, 23:25, 23:38, 24:31, 24:37, 25:8, 27:55, 28:15, 28:20, 29:29, 33:4, 33:23, 33:40, 34:7, 34:43, 36:20, 38:62, 39:29, 39:29, 39:29, 40:28, 40:28, 43:31, 48:25, 72:6, 72:6rijl n.f. (pl. arjul) 5:6, 5:33, 5:66, 6:65, 7:124, 7:195, 20:71, 24:24, 24:31, 24:45, 26:49, 29:55, 36:65, 38:42, 60:12LL, V3, p:209,210,211,212,213"
Ra-Jiim-Miim ," to stone, cast stones, stone to death, curse, revile, expel, put a stone (on a tomb), speak conjecturally, guess, surmise. rajmun - conjecture, guesswork, missile. rujum - shooting stars, throw off, damned, thrown off with curse. marajim - foul speech. marjum - stoned.rajama vb. (1)perf. act. 11:91impf. act. 18:20, 19:46, 36:18, 44:20n.vb. (rajm, pl. rujum) 18:22, 67:5pcple. pass. 26:116rajim n.m. 3:36, 15:17, 15:34, 16:98, 38:77, 81:25LL, V3, p:213,214,215"
Ra-Jiim-Siin   ," to disgrace and defile, thunder, commit foul deeds, bellow loudly, become hated, something in which there is no good, state of commotion, confuse greatly, make a noise/sound, hinder/prevent, unclean/dirty/filthy,   evil, something which is unlawful/forbidden, unbelief/infidelity/doubt.rijs n.m. 5:90, 6:125, 6:145,   7:71, 9:95, 9:125, 9:125, 10:100, 22:30, 33:33LL, V3, p:203"
Ra-Jiim-Waw," to hope/expect, keep awaited, put off, put aside, defer, fear, beg/request. arja' (pl.) - borders, sides.raja vb. (1)impf. act. 2:218, 4:104, 4:104, 10:7, 10:11, 10:15, 17:28, 17:57, 18:110, 24:60, 25:21, 25:40, 28:86, 29:5, 33:21, 35:29, 39:9, 45:14, 60:6, 71:13, 78:27impv. 29:36pcple. pass. 11:62arja n.m. (pl. of raja) 69:17arja vb. (4)impf. act. 33:51impv. 7:111, 26:36pcple. pass. 9:106LL, V3, p:199,215,216"
Ra-Jiim-Zay ," to rumble. rujz/rijz - pollution/filth, calamity, evil kind of punishment, wrath, impurity, plague, scourge, pestilence, abomination, idolatry, disease in the hinder part of camels, deed deserving punishment.rijz n.m. 2:59, 7:134, 7:134, 7:135, 7:162, 8:11, 29:34, 34:5, 45:11rujz 74:5 (14:5?)LL, V3, p:202,203"
Ra-Kaf-Ayn   ," bowed, bent, incline, humility, humble yourself, lower the head.raka'a vb. (1)impf. act. 77:48impv. 2:43, 3:43, 22:77, 77:48pcple. act. (raki, pl. rakiun and rukka) 2:43, 2:125, 3:43, 5:55, 9:112, 22:26, 38:24, 48:29LL, V3, p:313,314"
Ra-Kaf-Ba ," to ride, embark, mount, be carried, go on board of a ship, voyage on (the sea), walk on (a road), commit (a fault). rakbun - caravan. rukban (pl. of rakib) - one who rides, mounted. rikab - camels. rakub - use of a beast for riding. mutarakibun - laying in heaps, ridden on one another, close growing, cluster over clustered, layer upon layer. tarkabunna - to pass on, rise, ascend.rakiba vb. (1)perf. act. 18:71, 29:65impf. act. 16:8, 36:42, 40:79, 43:12, 84:19impv. 11:41, 11:42pcple. act. (rakib, pl. rukban) 2:239rakb n.m. 8:42rakub n.m. 36:72rikab n.m. 59:6rakkaba vb. (2) perf. act. 82:8tarakaba vb. (6) pcple. act. 6:99LL, V3, p:308,309,310"
Ra-Kaf-Dal ," to stop, be clam, remain stable, be still or at rest.rakada vb. (1) pcple. act. f. (rakidah, pl. rawakid) 42:33LL, V3, p:311"
Ra-Kaf-Dad ," to move the feet, urge, strike heavily (with foot), fly, run.rakada vb. (1)impf. act. 21:12, 21:13impv. 38:42LL, V3, p:312,313"
Ra-Kaf-Miim ," to gather (e.g. in a heap), heap up, accumulate. rukam - heap, piled up, heaped clouds.rakama vb. (1)3rd. m. sing.impf. act. acc. 8:37m. sing.pcple. pass. 52:44rukam n.m. acc. 24:43LL, V3, p:314"
Ra-Kaf-Nun ," to lean on, rely upon, trust. ruknun - support, stay, firm part of a thing on which it rests, pillar, corner-stone, court, pride of power and might, resistance, kinsfolk or clan, party, person by whom one is aided and strengthened, noble or high person, thing whereby one is strengthened.rakina vb. (1) impf. act. 11:113, 17:74rukn n.m. 11:80, 51:39LL, V3, p:314,315"
Ra-Kaf-Siin ," to invert, revert. arkasa (vb. 4) - to overturn, upset, overthrow, return, revert, throw back into a former state.arkasa vb. (4)perf. act. 4:88perf. pass. 4:91LL, V3, p:312"
Ra-Kaf-Zay ," to whisper, bury, faint or low sound.rikz n.m. acc. 19:98LL, V3, p:311,312"
Ra-Kha-Waw ," to be soft and flabby, brittle, remiss, be gentle, let run (sails), loose (the reins). rukha'an - light soft and gentle breeze. mirkhat - running quickly and gently.rukha'an n.m. 38:36LL, V3, p:226,227"
Ra-Miim-Dal ," to starve from cold, destroy, put in ashes, become dirty. ramad (pl. of armidatun) - ashes, fine and copious ashesramad n.m. pl. 14:18LL, V3, p:320,321"
Ra-Miim-Dad ," to be burning, heat, be blasted by the sun. ramaDda - to sharpen (a spear) between stones, roast, pasture on a burning ground, burn. ramDda - scorching heat, burning hot (ground). ramadzan - the ninth month of Islamic calendar, the month of fast.ramadan n. 2:185LL, V3, p:322,323"
Ra-Miim-Ha ," to pierce with a lance, spear.rimah n.m. (pl. of rumhun) 5:94LL, V3, p:319,320"
Ra-Miim-Miim ," to be decayed, become rotten and worn out (bone), like ashes.ramim 2nd. n. act. (adj. of common gender) m. sing. 36:78, 51:42LL, V3, p:316,317,318"
Ra-Miim-Nun ," pomegranates.rumman n.m. 6:99, 6:141, 55:68LL, V3, p:327"
Ra-Miim-Ya ," to throw, cast, hit by throwing, blame, cast on, charge.rama vb. (1)perf. act. 8:17, 8:17, 8:17impf. act. 4:112, 24:4, 24:6, 24:23, 77:32, 105:4LL, V3, p:327,328,329,330"
Ra-Miim-Zay ," to make a sign, indicate by a sign, nod.ramz n.m. acc. 3:41LL, V3, p:321"
Ra-Qaf-Ba ," to guard, observe, watch, respect, regard, wait for, tie by the neck, warn, fear, control. raqib - guard, observer, watcher. yataraqqab - observing, awaiting, looking about, watching. riqab - neck, slave, captive of war, captive who has contracted with his master or custodian for his freedom thus the expression firriqab would mean in the ransoming of slaves or captives, its sing. is raqabah. murtaqib - one who guards etc.raqaba vb. (1) impf. act. 9:8, 9:10, 20:94raqabah n.f. (pl. riqab) 2:177, 4:92, 4:92, 4:92, 5:89, 9:60, 47:4, 58:3, 90:13raqib n.m. 4:1, 5:117, 11:93, 33:52, 50:18taraqqaba vb. (5) impf. act. 28:18, 28:21irtaqaba vb. (8)impv. 11:93, 44:10, 44:59, 54:27pcple. act. 44:59LL, V3, p:298,299,300"
Ra-Qaf-Dal ," to sleep, lull, be dull, ragged, overlook. ruqud - sleeping. marqad - bed, sleeping place, grave.raqada vb. (1) pcple. act. 18:18marqad n.m. 36:52LL, V3, p:301"
Ra-Qaf-Miim ," to write, stripe, brand. raqim - inscription, writing. marqum - written one.raqama vb. (1) pcple. pass. act. m. pl. 83:9, 83:20raqim 2nd. n. m. sing. act. 18:9LL, V3, p:304,305,306"
Ra-Qaf-Qaf ," to be thin and soft, parchment, sheet of paper, broad and soft fine thing, volume or scroll.raqq n.m. 52:3LL, V3, p:295,296,297,298"
Ra-Qaf-Ya ," to ascend, rise gradually, mount a ladder. mirqat - stair, ladder, stepping-stone, ascent. raqin - physician, charmer. taraqiya (pl. of tarquwutun) - collar bone(s), throat, clavicle (according to some its root is raqawa or tarqawa). raqiya vb. (1)impf. act. 17:93n.vb. 17:93pcple. act. 75:27taraqi n.f. (pl. of tarquwah) 75:26irtaqa vb. (8) impf. act. 38:10LL, V3, p:306,307"
Ra-Siin-Kha ," to be firm, stable, rooted, established. rasikh - deeply versed, firmly established, well grounded.rasakha vb. (1) pcple. act. pl. (rasikh) 3:7, 4:162LL, V3, p:246"
Ra-Siin-Lam ," to send a messenger, bestow, let go. rasul (pl. rusul) - envoy, bearer of a message, messenger. risalat - message, commission, mission, epistle. arsala (vb. 4) - to send. mursalat (pl. of mursalatun) - those sent forth. rasul n.m. (pl. rusul) 2:87, 2:101, 2:108, 2:129, 2:143, 2:143, 2:151, 2:214, 2:279, 2:285, 3:32, 3:49, 3:53, 3:81, 3:86, 3:101, 3:132, 3:144, 3:153, 3:164, 3:172, 3:183, 4:13, 4:14, 4:42, 4:59, 4:61, 4:64, 4:64, 4:69, 4:79, 4:80, 4:83, 4:100, 4:115, 4:136, 4:136, 4:157, 4:170, 4:171, 5:15, 5:19, 5:33, 5:41, 5:55, 5:56, 5:67, 5:70, 5:75, 5:83, 5:92, 5:92, 5:99, 5:104, 5:111, 7:61, 7:67, 7:104, 7:157, 7:158, 7:158, 8:1, 8:1, 8:13, 8:13, 8:20, 8:24, 8:27, 8:41, 8:46, 9:1, 9:3, 9:3, 9:7, 9:13, 9:16, 9:24, 9:26, 9:29, 9:33, 9:54, 9:59, 9:59, 9:61, 9:62, 9:63, 9:65, 9:71, 9:74, 9:80, 9:81, 9:84, 9:86, 9:88, 9:90, 9:91, 9:94, 9:97, 9:99, 9:105, 9:107, 9:120, 9:128, 10:47, 10:47, 12:50, 13:38, 14:4, 15:11, 16:36, 16:113, 17:15, 17:93, 17:94, 17:95, 19:19, 19:51, 19:54, 20:96, 20:134, 21:25, 22:52, 22:78, 23:32, 23:44, 23:69, 24:47, 24:48, 24:50, 24:51, 24:52, 24:54, 24:54, 24:56, 24:62, 24:62, 24:63, 25:7, 25:27, 25:30, 25:41, 26:16, 26:27, 26:107, 26:125, 26:143, 26:162, 26:178, 28:47, 28:59, 29:18, 33:12, 33:21, 33:22, 33:22, 33:29, 33:31, 33:33, 33:36, 33:36, 33:40, 33:53, 33:57, 33:66, 33:71, 36:30, 40:5, 40:34, 40:78, 42:51, 43:29, 43:46, 44:13, 44:17, 44:18, 47:32, 47:33, 48:9, 48:12, 48:13, 48:17, 48:26, 48:27, 48:28, 48:29, 49:1, 49:3, 49:7, 49:14, 49:15, 51:52, 57:7, 57:8, 57:28, 58:4, 58:5, 58:8, 58:9, 58:12, 58:13, 58:20, 58:22, 59:4, 59:6, 59:7, 59:7, 59:7, 59:8, 60:1, 61:5, 61:6, 61:6, 61:9, 61:11, 62:2, 63:1, 63:1, 63:5, 63:7, 63:8, 64:8, 64:12, 64:12, 65:11, 69:10, 69:40, 72:23, 72:27, 73:15, 73:16, 81:19, 91:13, 98:2risalah n.f. 5:67, 6:124, 7:62, 7:68, 7:79, 7:93, 7:144, 33:39, 72:23, 72:28rusul n.m. (pl. of rasul) 2:87, 2:98, 2:253, 2:285, 2:285, 3:144, 3:179, 3:179, 3:183, 3:184, 3:194, 4:136, 4:150, 4:150, 4:152, 4:164, 4:164, 4:165, 4:165, 4:171, 5:12, 5:19, 5:32, 5:70, 5:75, 5:109, 6:10, 6:34, 6:61, 6:124, 6:130, 7:35, 7:37, 7:43, 7:53, 7:101, 9:70, 10:13, 10:21, 10:74, 10:103, 11:59, 11:69, 11:77, 11:81, 11:120, 12:110, 13:32, 13:38, 14:9, 14:10, 14:11, 14:13, 14:44, 14:47, 16:35, 17:77, 18:106, 20:47, 21:41, 22:75, 23:44, 23:51, 25:37, 29:31, 29:33, 30:9, 30:47, 34:45, 35:1, 35:4, 35:25, 38:14, 39:71, 40:22, 40:50, 40:51, 40:70, 40:78, 40:83, 41:14, 41:43, 43:45, 43:80, 46:9, 46:35, 50:14, 57:19, 57:21, 57:25, 57:25, 57:27, 58:21, 59:6, 64:6, 65:8, 71:11arsala vb. (4)perf. act. 2:119, 2:151, 4:64, 4:79, 4:80, 5:70, 6:6, 6:42, 7:59, 7:94, 7:133, 7:162, 9:33, 11:25, 11:96, 12:19, 12:31, 12:109, 13:30, 13:38, 14:4, 14:5, 15:10, 15:22, 16:43, 16:63, 17:54, 17:77, 17:105, 19:17, 19:83, 20:134, 21:7, 21:25, 21:107, 22:52, 23:23, 23:32, 23:44, 23:45, 25:20, 25:48, 25:56, 26:53, 27:45, 28:47, 29:14, 29:40, 30:47, 30:51, 33:9, 33:45, 34:16, 34:28, 34:34, 34:44, 35:9, 35:24, 36:14, 37:72, 37:147, 40:23, 40:70, 40:78, 41:16, 42:48, 43:6, 43:23, 43:45, 43:46, 48:8, 48:28, 51:38, 51:41, 54:19, 54:31, 54:34, 57:25, 57:26, 61:9, 71:1, 73:15, 73:15, 105:3impf. act. 6:48, 6:61, 7:57, 7:134, 11:52, 12:66, 13:13, 17:59, 17:59, 17:68, 17:69, 18:40, 18:56, 27:63, 30:46, 30:48, 39:42, 42:51, 51:33, 67:17, 71:11impv. 7:105, 7:111, 12:12, 12:45, 12:63, 20:47, 26:13, 26:17, 28:34perf. pass. 7:6, 7:75, 7:87, 11:57, 11:70, 14:9, 15:58, 21:5, 26:27, 34:34, 41:14, 43:24, 46:23, 51:32, 83:33impf. pass. 53:35pcple. act. 27:35, 28:45, 35:2, 44:5, 54:27pcple. pass. 2:252, 6:34, 6:48, 7:6, 7:75, 7:77, 13:43, 15:57, 15:61, 15:80, 18:56, 25:20, 26:21, 26:105, 26:123, 26:141, 26:160, 26:176, 27:10, 27:35, 28:7, 28:65, 36:3, 36:13, 36:14, 36:16, 36:20, 36:52, 37:37, 37:123, 37:133, 37:139, 37:171, 37:181, 51:31, 77:1LL, V3, p:247,248,249,250"
Ra-Siin-Siin ," to sink (a well), inquire about (news), scrutinize, conceal, bury, begin. rass  -old well, first touch, beginning.al rass - is the name of a country in which a part of the tribe of Thamud resided.rass n. 25:38, 50:12LL, V3, p:245"
Ra-Siin-Ya ," to be firm, stable, immoveable, still, lat at anchor, moor (ship), come to pass. rawasiya (pl. of rasiyatun, f. of rasin for rasiyin) - things which are firmly and immovably fixed, mountains. arsa (vb. 4) - to fix firmly. mursan - that which is fixed with regard to time or place.rasa vb. (1) pcple. act. f. 34:13mursa n.f. 7:187, 11:41, 79:42rawasi n.f. (pl. of rasiyah) 13:3, 15:19, 16:15, 21:31, 27:61, 31:10, 41:10, 50:7, 77:27arsa vb. (4) perf. act. 79:32LL, V3, p:252,253"
Ra-Shiin-Dal ," to follow the right way, be well guided or directed, true direction, correct rule of action, straight forwardness, maturity of a child/intellect, capacity to manage one's affairs.rashada vb. (1)impf. act. 2:186n.vb. 2:256, 4:6, 7:146, 18:66, 21:51, 72:2pcple. act. 49:7rashad n.m. 18:10, 18:24, 72:10, 72:14, 72:21rashad n.m. 40:29, 40:38rashid n.m. 11:78, 11:87, 11:97arshada vb. (4) pcple. act. 18:17LL, V3, p:255"
Ra-Sad-Dal ," to watch, lay in wait, observe, prepare, ambush. marsadun - place of ambush, military post, place of observation. mirsad - watch, look out. irsad - means of preparation or finding out, hiding place, lurking place.irsad n.m. 9:107marsad n.m. 9:5mirsad n.m. 78:21, 89:14rasad n.m. 72:9, 72:27LL, V3, p:258,259"
Ra-Sad-Sad ," to cement or join together, make compact, stack, overlay with lead. trassa - to close ranks. arassa - having the teeth close together.rassa vb. (1) pcple. pass. m. sing. 61:4 (marsus)LL, V3, p:257,258"
Ra-Ta-Ayn ," to eat and drink to satisfaction, refresh, pass time pleasantly.rata'a vb. (1) 3rd. m. sing. impf. act. 12:12LL, V3, p:192,193"
Ra-Ta-Lam ," to set in order, make even, well arranged/set together, make distinct, correct/right state of arrangement   (primary usage is in relation to nice teeth), read/recite in a leisurely manner,   read correctly, chant.rattala vb. (2)perf. act. 25:32impv. 73:4n.vb. 25:32, 73:4LL, V3, p:194"
Ra-Ta-Qaf ," to close, be joined together. ratqan - closed up, single entity.rataqa vb. (1) n.vb. m. acc. 21:30 (ratqan)LL, V3, p:193,194"
Ra-Tay-Ba ,"  to be fresh and ripe, moist/succulent/juicy, supple, soft/tender (to chew), fresh ripe dates. ratb n.m. 6:59rutab n.m. 19:25LL, V3, p:266,267"
Ra-Waw-Ayn ," to respect combined with fear and reverence, frighten, awe, alarm.ra'a vb. (1) n.vb. 11:74LL, V3, p:353,354,355"
Ra-Waw-Dal ," to seek, ask a thing gently, search (for food), go to and fro in a pasture, go round about. iradatun - will, free will. mirwad - axle of a pully. rawada - to long after, desire, seduce, entice, seduce against the will (with 'an) as in 12:126. yuridu - he wishes, intends. It is used as an auxiliary verb as in 18:77. The word iradah is used for power and capacity with reference to subjugation as well as to option and choice. ruwaidan - for a little while, go gently (according to some grammarians the word is a diminutive form of which verbal noun is not in use, it is used as sing. plu. f. m.).ruwaydan n.m. 86:17rawada vb. (3)perf. act. 12:23, 12:26, 12:32, 12:51, 12:51, 54:37impf. act. 12:30, 12:61arada vb. (4)perf. act. 2:26, 2:228, 2:233, 2:233, 2:233, 4:20, 4:62, 5:17, 9:46, 9:107, 11:34, 12:25, 13:11, 16:40, 17:16, 17:19, 17:103, 18:79, 18:81, 18:82, 20:86, 21:17, 21:70, 22:22, 24:33, 25:62, 25:62, 28:19, 32:20, 33:17, 33:17, 33:50, 36:82, 37:98, 39:4, 39:38, 39:38, 48:11, 48:11, 72:10, 74:31impf. act. 2:108, 2:185, 2:185, 2:253, 3:108, 3:145, 3:145, 3:152, 3:152, 3:176, 4:26, 4:27, 4:27, 4:28, 4:35, 4:44, 4:60, 4:60, 4:88, 4:91, 4:134, 4:144, 4:150, 4:150, 5:1, 5:6, 5:6, 5:29, 5:37, 5:41, 5:41, 5:49, 5:91, 5:113, 6:52, 6:125, 6:125, 7:110, 8:7, 8:62, 8:67, 8:67, 8:71, 9:32, 9:55, 9:85, 10:107, 11:15, 11:34, 11:79, 11:88, 11:88, 11:107, 14:10, 17:18, 17:18, 18:28, 18:28, 18:77, 20:63, 22:14, 22:16, 22:25, 23:24, 26:35, 28:5, 28:19, 28:19, 28:19, 28:27, 28:27, 28:79, 28:83, 30:38, 30:39, 33:13, 33:28, 33:29, 33:33, 34:43, 35:10, 36:23, 37:86, 40:31, 42:20, 42:20, 48:15, 51:57, 51:57, 52:42, 53:29, 61:8, 74:52, 75:5, 76:9, 85:16perf. pass. 72:10impf. pass. 38:6LL, V3, p:349,350,351,352"
Ra-Waw-Dad ," to exercise, break (in a colt), train, bore. aradza - to quench one's thirst. rawdah - watery meadow, luxuriant garden.rawdah n.f. 30:15, pl. 42:22LL, V3, p:352,353"
Ra-Waw-Gh ," to turn (attention), come, slant, incline.ragha vb. (1)perf. act. 37:91, 37:93, 51:26LL, V3, p:355,356"
Ra-Waw-Ha ,"Raha - To go or do a thing at evening. Violently windy; good or pleasant wind. Become cool or pleasant [by means of the wind]. Become brisk, lively sprightly, active, agile, or quick [as though one felt the wind and was refreshed by it].Rawahun - he went, journeyed, worked, or did a thing in the evening [or any time of the night or day], or in the afternoon (declining of the sun from its meridian until night).Ruhun - Soul, spirit, vital principle, breath which a man breathes and pervades his whole body. Inspiration or divine revelation [since it is like the vital principle is to the body and quickens man].raha vb. (1)n.vb. (1) 34:12n.vb. (2) 12:87, 12:87, 56:89riyah n.m. (pl. aryah) 2:164, 3:117, 7:57, 8:46, 10:22, 10:22, 12:94, 14:18, 15:22, 17:69, 18:45, 21:81, 22:31, 25:48, 27:63, 30:46, 30:48, 30:51, 33:9, 34:12, 35:9, 38:36, 41:16, 42:33, 45:5, 46:24, 51:41, 54:19, 69:6rayhan n.m. 55:12, 56:89ruh n.m. 2:87, 2:253, 4:171, 5:110, 15:29, 16:2, 16:102, 17:85, 17:85, 19:17, 21:91, 26:193, 32:9, 38:72, 40:15, 42:52, 58:22, 66:12, 70:4, 78:38, 97:4araha vb. (4) impf. act. 16:6LL, V3, p:343,344,345,346,347,348,349"
Ra-Wa-Meem ,"   desired/sought after, to seek/search, to wait/pause/expect, be patient, to mock/ridicule. Greeks, Byzantines, Romans.rum n. 30:2LL, V3, p:359,360"
Ra-Ya-Ayn ,"reeAA n.m. 26:128LL, V3, p:367,368"
Ra-Ya-Ba ," to make uncertain, cast one into doubt, calamity, suspicion, disturb, cause doubt, cause uneasiness of mind, cause affliction, create evil opinion, make false charge.raba vb. (1)n.vb. 2:2, 2:23, 3:9, 3:25, 4:87, 6:12, 9:45, 10:37, 17:99, 18:21, 22:5, 22:7, 32:2, 40:59, 42:7, 45:26, 45:32, 52:30ribah n.f. 9:110araba vb. (4) pcple. act. 11:62, 11:110, 14:9, 34:54, 41:45, 42:14, 50:25irtaba vb. (8)perf. act. 5:106, 9:45, 24:50, 29:48, 57:14, 65:4impf. act. 2:282, 49:15, 74:31pcple. act. 40:34LL, V3, p:363,364,365"
Ra-Ya-Nun ," to be rusty, be dirty, feel qualmish, blind anyone (passion), be involved in a scrape, commit vice. rayn - rust, dirt, qualm, misgiving.rana vb. (1) 3rd. m. sing. perf. act. 83:14LL, V3, p:370,371"
Ra-Ya-Shiin," to fit feathers (to an arrow), do good. rishun - adornment, feather, fine clothing, source of elegance and protection, plumage, ornament, beauty.rish n.m. gen. 7:26LL, V3, p:366"
