Root,Meanings
Tha-Nun-Ya ," to bend/fold, double, turn one part of a thing upon the other, draw one of its two extremities to the other, join or adjoin one of the things to the other, turn anyone away or back from his course or from the object of his want, conceal emnity. mathna - by twos, in pairs, two, two and two. mathaan / al-mathaanii (pl. of mathnan/mathnaatun) - oft-repeated. thanaya/athnaa - he praised, spoke well of anyone. thinan - repetition of a thing.thana vb. (1) impf. act. 11:5pcple. act. 22:9ithna-ashara n. num. 2:60, 5:12, 7:160, 7:160, 9:36ithnan n. num. 4:11, 4:176, 5:106, 6:143, 6:143, 6:144, 6:144, 9:40, 11:40, 13:3, 16:51, 23:27, 36:14, 40:11, 40:11mathani n.f. 15:87, 39:23mathna n. num. 4:3, 34:46, 35:1thani n. num. 9:40istathna vb. (10) impf. act. 68:18Lane's Lexicon, Volume 1, pages: 393,394,395,396,397,398"
Tha-Qaf-Ba ," a hole, to pass through (a hole), bore/perforate/pierce/puncture, intense (surge), burn/blaze/flame brightly (e.g. as if to pierce through the night), ascend/reach, penetrate, struck/kindle fire, fuel for fire, a man very red, brilliant (can be applied to knowledge), a drill (instrument which perforates).thaqaba vb. (1) pcple. act. thaqib 37:10, 86:3Lane's Lexicon, Volume 1, pages: 378,379"
Tha-Qaf-Fa ," to get the better, come upon, find, catch, take, gain the mastery over, be intelligent, skilled, meet, overtake/overcome.thaqifa vb. (1)perf. act. 2:191, 4:91impf. act. 8:57, 60:2perf. pass. 3:112, 33:61Lane's Lexicon, Volume 1, pages: 379,380"
Tha-Qaf-Lam ," to be heavy/weighty, slow/dull/sluggish, difficult/hard/grievous. thaqalaan (dual of thaqalan) - two big and weighty things, two armies. athqaal (pl. of thiql) - burden. thaqiil (pl. thiqaal) - heavy. mithqaal - weight, weight of a balance. tathaaqal - to be dull/sluggish. thaqala - to grow heavy, oppress, weigh down. mathqalatun - burdened, heavily laden, any cause of depriving a mother of her child. iththaqala (for tathaaqala) - to be born down heavily, incline heavily downwards.thaqula vb. (1)perf. act. 7:8, 7:187, 23:102, 101:6athqal n.m. (pl. of thiql) 16:7, 29:13, 29:13, 29:13, 99:2mithqal n.m. 4:40, 10:61, 21:47, 31:16, 34:3, 34:22, 99:7, 99:8thaqal n.m. (only the dual thaqalan occurs) 55:31thaqil n.m. (pl. thiqal) 7:57, 9:41, 13:12, 73:5, 76:27athqala vb. (4) pcple. pass. 7:18935:18, 52:40, 68:46iththaqala vb. (6) perf. act. 9:38Lane's Lexicon, Volume 1, pages: 380,381,382"
Tha-Ra-Ba ," reproach, blame, find fault with.tharraba vb. (2) n.vb. 12:92Lane's Lexicon, Volume 1, pages: 371"
Tha-Ra-Ya ," to be moist (as the earth after rain), moisten, wet (the earth). thraa - earth, moist earth. al-tharaa & tharan (for tharayun) - the earth, moist sub-soil, soil, sod, ground.thara n.m. 20:6Lane's Lexicon, Volume 1, pages: 373"
Tha-Waw-Ba ," to return, turn back to, to restore/recover, to repent, to collect/gather.to call/summon (repeatedly), rise (dust), to flow, become abundant.something returned (recompence, reward, compensation), to repay.a thing which veils/covers/protects, a distinct body or company of people.mathabatan - place of return, place to which a visit entitles one to thawab/reward, assembly/congregation for people who were dispersed/separated previously, place of alighting, abode, house, tent.raiments, garments, morals, behaviour, heart, dependents, followers, robes, clothes, pure/good hearted, of good character.mathabah n.f. - 2:125,mathubah n.f. - 2:103, 5:60,thawab n.m. - 3:145, 3:148, 3:195, 4:134, 18:31, 18:44, 18:46, 19:76, 28:80,thiyab n.m. (pl. of thawb) - 11:5, 18:31, 22:19, 24:58, 24:60, 71:7, 74:4, 76:21,thawwaba vb. (II) - 83:36,athaba vb. (IV) - 3:153, 5:85, 48:18.Lane's Lexicon, Volume 1, pages: 398,399,400,401"
Tha-Waw-Ra ," to rise and spread in the air (dust), be stirred (quarrel), be kindled (war), rush on, assault anyone, till (the ground). athaara - to plough, break up (the earth). atharana - raising up (clouds of dust).athara vb. (4) perf. act. 30:9, 100:4impf. act. 2:71, 30:48, 35:9Lane's Lexicon, Volume 1, pages: 401,402"
Tha-Waw-Ya ," to abide in a place, halt, settle in a place, detain anyone (in a place), lodge. mathwa - dwelling, abode, lodging, resort, resting place, stay. thaawin (for thaawiyun) - dweller.thawa vb. (1) pcple. act. 28:45mathwa n.m. 3:151, 6:128, 12:21, 12:23, 16:29, 29:68, 39:32, 39:60, 39:72, 40:76, 41:24, 47:12, 47:19Lane's Lexicon, Volume 1, pages: 402,403"
Tha-Ya-Ba ," to have no connection as a husband and wife (no first form). thayyib - separated wives from their husbands through divorce or death, non-virgins.thayyibat n.f. (pl. of thayyib) 66:5Lane's Lexicon, Volume 1, pages: 403"
