Root,Meanings
Ayn-Fa-Ra ," to roll on earth, hide in the dust, roll in the dust, soil with dust, roast. ifrun & afirun - wicked, mischievous. afarun - wheat boiled without grease. ufratun - intenseness of heat. ifrit (pl. afarit) - cunning, who exceeds the bounds, one evil in disposition, wicked, malignant, stalwart, audacious, who is of large stature, one strong and powerful, sharp, vigorous and effective in an affair, exceeding ordinary bounds therein with intelligence and sagacity, chief who wields great authority. ifrit n.m. 27:39Lane's Lexicon, Volume 5, pages: 374, 375, 376"
Ayn-Fa-Waw ," to forgive/pardon, abound, pass over, forgo, grow, multiply, obliterate all traces, remit, give more than what is due, relinquish right or remit in whole or in part. afina (oblique pl. of afin) - forgiving. afuwwan - very forgiving, name of Allah. afwun - forgiveness, indulgence, surplus, superfluity. ya'fu - to pardon. ufiya - he is pardoned. (It does not necessarily imply the committing of a sin on the part of a person about whom it is used.)afa vb. (1)perf. act. 2:52, 2:187, 3:152, 3:155, 4:153, 5:95, 5:101, 7:95, 9:43, 42:40impf. act. 2:237, 2:237, 2:237, 4:99, 4:149, 5:15, 9:66, 24:22, 42:25, 42:30, 42:34, 64:14impv. 2:109, 2:286, 3:159, 5:13perf. pass. 2:178n.vb. 2:219, 7:199pcple. act. 3:134afuw n.m. 4:43, 4:99, 4:149, 22:60, 58:2Lane's Lexicon, Volume 5, pages: 377, 378, 379, 380"
Ayn-ha-Dal ," to enjoin/charge/impose/swear. ahdun - treaty/covenant/promise/agreement/compact/oath, bond, condition, bequest, responsibility, guarantee, time, epoch, acquaintance, true, friendship, affection, security.ahida vb. (1)perf. act. 2:125, 3:183, 7:134, 20:115, 43:49impf. act. 36:60ahd n.m. 2:27, 2:40, 2:40, 2:80, 2:80, 2:100, 2:124, 2:177, 3:76, 3:77, 6:152, 7:102, 8:56, 9:4, 9:7, 9:12, 9:111, 13:20, 13:25, 16:91, 16:95, 17:34, 17:34, 19:78, 19:87, 20:86, 23:8, 33:15, 70:32ahada vb. (3) perf. act. 2:100, 2:177, 8:56, 9:1, 9:4, 9:7, 9:75, 16:91, 33:15, 33:23, 48:10Lane's Lexicon, Volume 5, pages:467, 468, 469"
Ayn-ha-Nun ," to whither, dry up, be broken or bent. ihn (pl. uhun) - wool, dyed wool, multicoloured wool.ihn n.m. 70:9, 101:5Lane's Lexicon, Volume 5, pages:470"
Ayn-Jiim-Ba ," to wonder, marvel, be astonished, be amazed, delight, please, admire, astounding, matter of wonder.ajiba vb. (1)perf. act. 7:63, 7:69, 37:12, 38:4, 50:2impf. act. 11:73, 13:5, 53:59ajab n.m. 10:2, 13:5, 18:9, 18:63, 72:1ajib n.m. 11:72, 50:2ujab n.m. 38:5ajaba vb. (4)perf. act. 2:221, 2:221, 5:100, 9:25, 33:52, 57:20impf. act. 2:204, 9:55, 9:85, 48:29, 63:4Lane's Lexicon, Volume 5, pages:241,242,243"
Ayn-Jiim-Fa ," to become lean, emaciate (animal).ijaf n.f. (pl. of ajfa) 12:43, 12:46Lane's Lexicon, Volume 5, pages:247,248"
Ayn-Jiim-Lam ," to hasten, make speed, accelerate, be hasty, act hastily, hurry over, do speedily. ajalun - precipitation, haste. ajil - that which hastens away, transitory. ista'jala - to seek or desire to hasten, urge one to make haste in doing anything. ijlun - calfajila vb. (1)perf. act. 7:150, 20:84impf. act. 19:84, 20:114, 75:16pcple. act. f. 17:18, 75:20, 76:27ajal n.m. 21:37ajul n.m. 17:11ijl n.m. 2:51, 2:54, 2:92, 2:93, 4:153, 7:148, 7:152, 11:69, 20:88, 51:26ajjala vb. (2)perf. act. 17:18, 18:58, 48:20impf. act. 10:11impv. 38:16ajala vb. (4) perf. act. 20:83ta'ajjala vb. (5) perf. act. 2:203ista'jala vb. (10)perf. act. 46:24impf. act. 6:57, 6:58, 10:50, 10:51, 13:6, 16:1, 21:37, 22:47, 26:204, 27:46, 27:72, 29:53, 29:54, 37:16, 42:18, 46:35, 51:14, 51:59n.vb. 10:11Lane's Lexicon, Volume 5, pages:248,249,250,251"
Ayn-Jiim-Miim ," to chew, try by biting. a'jama - to speak Arabic imperfectly, abstruse (language). a'jamiyyun - foreign, non-Arab, one who has an impediment in speech. a'jamiyyan - foreign tongue. a'jamina - non-Arabs.ajamiy n.m. 16:103,  41:44, 41:44, pl. acc. 26:198Lane's Lexicon, Volume 5, pages:251,252,253"
Ayn-Jiim-Zay ," to become behind, lack, become in the rear, lag behind (strength), become incapable, powerless, be weak. ujuzun - old women. a'jaza (vb. 4) to weaken, frustrate, find one to be weak. mu'ajiz - one who baffles. ajzun (pl. a'jazun) - portion of the trunk that is below its upper part.ajaza vb. (1) perf. act. 5:31ajaz n.m. pl. 54:20, 69:7ajuz n.f. 11:72, 26:171, 37:135, 51:29ajaza vb. (3) pcple. act. 22:51, 34:5, 34:38ajaza vb. (4)impf. act. 8:59, 35:44, 72:12, 72:12pcple. act. 6:134, 9:2, 9:3, 10:53, 11:20, 11:33, 16:46, 24:57, 29:22, 39:51, 42:31, 46:32Lane's Lexicon, Volume 5, pages:244,245,246,247"
Ayn-Kaf-Fa ,"   to arrange, set a thing in order, he kept or clave to it constantly and perseveringly, continue intently, they   went round something, advance/approach it, withheld/detain/confined, to seclude   oneself, remain/stay/dwell.akafa vb. (1)impf. act. 7:138pcple. act. 2:125, 2:187, 20:91, 20:97, 21:52, 22:25, 26:71pcple. pass. 48:25Lane's Lexicon, Volume 5, pages: 406, 407"
